V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
62.0,,4.2,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,"Process, plant and machine operatives",,All
11.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,"Process, plant and machine operatives",,All
9.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,"Process, plant and machine operatives",,All
8.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,"Process, plant and machine operatives",,All
8.0,,14.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,"Process, plant and machine operatives",,All
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,"Process, plant and machine operatives",,All
9.0,,13.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,"Process, plant and machine operatives",,All
,x,30.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
,x,28.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
,x,52.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
,x,47.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
,x,29.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
5.0,,17.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
,x,25.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
6.0,,16.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,"Process, plant and machine operatives",,Defined benefit
,x,26.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
33.0,,6.4,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,22.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,24.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,24.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,47.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,75.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,37.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,"Process, plant and machine operatives",,Defined contribution
,x,40.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
19.0,,8.8,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
6.0,,17.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
4.0,,19.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
,x,25.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
,x,35.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
,x,60.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
,x,31.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,"Process, plant and machine operatives",,Group personal pension
,x,74.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
5.0,,19.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,x,47.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,x,53.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,x,62.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,x,60.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,"Process, plant and machine operatives",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,43.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,7% and over,,Employee,,Female,,"Process, plant and machine operatives",,Group self-invested personal pension
26.0,,6.6,Year,2016,K02000001,,,Zero,,Employee,,Female,,Elementary occupations,,All
232.0,,2.1,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Elementary occupations,,All
16.0,,8.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Elementary occupations,,All
25.0,,6.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Elementary occupations,,All
17.0,,8.3,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Elementary occupations,,All
169.0,,2.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Elementary occupations,,All
10.0,,11.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Elementary occupations,,All
22.0,,7.3,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Elementary occupations,,All
13.0,,9.3,Year,2016,K02000001,,,Zero,,Employee,,Female,,Elementary occupations,,Defined benefit
10.0,,12.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Elementary occupations,,Defined benefit
,x,23.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Elementary occupations,,Defined benefit
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Elementary occupations,,Defined benefit
8.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Elementary occupations,,Defined benefit
157.0,,2.6,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Elementary occupations,,Defined benefit
7.0,,13.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Elementary occupations,,Defined benefit
15.0,,8.7,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Elementary occupations,,Defined benefit
8.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Elementary occupations,,Defined contribution
160.0,,2.6,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Elementary occupations,,Defined contribution
6.0,,14.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Elementary occupations,,Defined contribution
14.0,,8.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Elementary occupations,,Defined contribution
5.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Elementary occupations,,Defined contribution
5.0,,15.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Elementary occupations,,Defined contribution
,x,28.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Elementary occupations,,Defined contribution
3.0,,19.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Elementary occupations,,Defined contribution
,x,23.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Elementary occupations,,Group personal pension
41.0,,5.5,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Elementary occupations,,Group personal pension
6.0,,15.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Elementary occupations,,Group personal pension
6.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Elementary occupations,,Group personal pension
3.0,,19.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Elementary occupations,,Group personal pension
3.0,,20.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Elementary occupations,,Group personal pension
,x,43.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Elementary occupations,,Group personal pension
,x,31.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Elementary occupations,,Group personal pension
,x,35.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
13.0,,9.8,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,28.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,22.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,76.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Elementary occupations,,Group stakeholder pension
,x,,Year,2016,K02000001,,,Zero,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,x,43.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Elementary occupations,,Group self-invested personal pension
1008.0,,1.3,Year,2016,K02000001,,,Zero,,Employer,,All,,All employees,,All
4545.0,,0.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All employees,,All
1008.0,,1.3,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All employees,,All
1130.0,,1.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All employees,,All
1189.0,,1.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All employees,,All
2708.0,,0.7,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All employees,,All
1216.0,,1.2,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All employees,,All
4143.0,,0.5,Year,2016,K02000001,,,7% and over,,Employer,,All,,All employees,,All
302.0,,2.2,Year,2016,K02000001,,,Zero,,Employer,,All,,All employees,,Defined benefit
273.0,,2.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All employees,,Defined benefit
73.0,,5.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All employees,,Defined benefit
126.0,,3.7,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All employees,,Defined benefit
342.0,,2.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All employees,,Defined benefit
2028.0,,0.8,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All employees,,Defined benefit
902.0,,1.4,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All employees,,Defined benefit
3416.0,,0.6,Year,2016,K02000001,,,7% and over,,Employer,,All,,All employees,,Defined benefit
267.0,,2.6,Year,2016,K02000001,,,Zero,,Employer,,All,,All employees,,Defined contribution
2321.0,,0.8,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All employees,,Defined contribution
329.0,,2.3,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All employees,,Defined contribution
460.0,,1.9,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All employees,,Defined contribution
376.0,,2.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All employees,,Defined contribution
288.0,,2.5,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All employees,,Defined contribution
140.0,,3.7,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All employees,,Defined contribution
268.0,,2.7,Year,2016,K02000001,,,7% and over,,Employer,,All,,All employees,,Defined contribution
300.0,,2.5,Year,2016,K02000001,,,Zero,,Employer,,All,,All employees,,Group personal pension
1302.0,,1.1,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All employees,,Group personal pension
451.0,,2.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All employees,,Group personal pension
396.0,,2.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All employees,,Group personal pension
347.0,,2.3,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All employees,,Group personal pension
274.0,,2.6,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All employees,,Group personal pension
120.0,,4.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All employees,,Group personal pension
311.0,,2.5,Year,2016,K02000001,,,7% and over,,Employer,,All,,All employees,,Group personal pension
82.0,,4.8,Year,2016,K02000001,,,Zero,,Employer,,All,,All employees,,Group stakeholder pension
422.0,,2.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All employees,,Group stakeholder pension
126.0,,3.8,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All employees,,Group stakeholder pension
117.0,,3.9,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All employees,,Group stakeholder pension
102.0,,4.3,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All employees,,Group stakeholder pension
85.0,,4.7,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All employees,,Group stakeholder pension
42.0,,6.7,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All employees,,Group stakeholder pension
88.0,,4.6,Year,2016,K02000001,,,7% and over,,Employer,,All,,All employees,,Group stakeholder pension
26.0,,8.8,Year,2016,K02000001,,,Zero,,Employer,,All,,All employees,,Group self-invested personal pension
47.0,,6.2,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All employees,,Group self-invested personal pension
13.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All employees,,Group self-invested personal pension
16.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All employees,,Group self-invested personal pension
12.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All employees,,Group self-invested personal pension
10.0,,15.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All employees,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All employees,,Group self-invested personal pension
16.0,,11.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,All employees,,Group self-invested personal pension
197.0,,3.2,Year,2016,K02000001,,,Zero,,Employer,,All,,"Managers, directors and senior officials",,All
447.0,,2.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,"Managers, directors and senior officials",,All
137.0,,3.9,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,"Managers, directors and senior officials",,All
156.0,,3.6,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,"Managers, directors and senior officials",,All
178.0,,3.3,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,"Managers, directors and senior officials",,All
168.0,,3.5,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,"Managers, directors and senior officials",,All
152.0,,3.6,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,"Managers, directors and senior officials",,All
355.0,,2.3,Year,2016,K02000001,,,7% and over,,Employer,,All,,"Managers, directors and senior officials",,All
53.0,,6.1,Year,2016,K02000001,,,Zero,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
26.0,,9.1,Year,2016,K02000001,,,Under 2%,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
10.0,,15.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
13.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
32.0,,8.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
54.0,,6.3,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
87.0,,4.8,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
200.0,,3.1,Year,2016,K02000001,,,7% and over,,Employer,,All,,"Managers, directors and senior officials",,Defined benefit
52.0,,6.4,Year,2016,K02000001,,,Zero,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
210.0,,3.1,Year,2016,K02000001,,,Under 2%,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
39.0,,7.3,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
56.0,,6.1,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
63.0,,5.7,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
53.0,,6.2,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
27.0,,8.8,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
57.0,,6.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,"Managers, directors and senior officials",,Defined contribution
62.0,,6.0,Year,2016,K02000001,,,Zero,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
142.0,,3.8,Year,2016,K02000001,,,Under 2%,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
65.0,,5.7,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
62.0,,5.9,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
62.0,,5.9,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
41.0,,7.3,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
25.0,,9.3,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
69.0,,5.6,Year,2016,K02000001,,,7% and over,,Employer,,All,,"Managers, directors and senior officials",,Group personal pension
15.0,,12.0,Year,2016,K02000001,,,Zero,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
44.0,,6.9,Year,2016,K02000001,,,Under 2%,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
19.0,,11.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
19.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
17.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
16.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
10.0,,15.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
19.0,,11.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,"Managers, directors and senior officials",,Group stakeholder pension
9.0,,16.0,Year,2016,K02000001,,,Zero,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
6.0,,19.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,32.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,27.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,43.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,22.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,"Managers, directors and senior officials",,Group self-invested personal pension
203.0,,3.2,Year,2016,K02000001,,,Zero,,Employer,,All,,Professional occupations,,All
475.0,,2.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Professional occupations,,All
181.0,,3.4,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Professional occupations,,All
205.0,,3.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Professional occupations,,All
238.0,,3.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Professional occupations,,All
374.0,,2.3,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Professional occupations,,All
332.0,,2.4,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Professional occupations,,All
2582.0,,0.6,Year,2016,K02000001,,,7% and over,,Employer,,All,,Professional occupations,,All
57.0,,5.9,Year,2016,K02000001,,,Zero,,Employer,,All,,Professional occupations,,Defined benefit
33.0,,8.2,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Professional occupations,,Defined benefit
16.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Professional occupations,,Defined benefit
25.0,,9.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Professional occupations,,Defined benefit
47.0,,6.9,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Professional occupations,,Defined benefit
217.0,,3.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Professional occupations,,Defined benefit
254.0,,2.8,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Professional occupations,,Defined benefit
2330.0,,0.7,Year,2016,K02000001,,,7% and over,,Employer,,All,,Professional occupations,,Defined benefit
43.0,,7.2,Year,2016,K02000001,,,Zero,,Employer,,All,,Professional occupations,,Defined contribution
193.0,,3.3,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Professional occupations,,Defined contribution
56.0,,6.2,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Professional occupations,,Defined contribution
72.0,,5.5,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Professional occupations,,Defined contribution
81.0,,5.1,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Professional occupations,,Defined contribution
64.0,,5.8,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Professional occupations,,Defined contribution
34.0,,7.9,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Professional occupations,,Defined contribution
85.0,,5.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Professional occupations,,Defined contribution
74.0,,5.5,Year,2016,K02000001,,,Zero,,Employer,,All,,Professional occupations,,Group personal pension
180.0,,3.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Professional occupations,,Group personal pension
84.0,,5.1,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Professional occupations,,Group personal pension
85.0,,5.1,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Professional occupations,,Group personal pension
84.0,,5.1,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Professional occupations,,Group personal pension
69.0,,5.6,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Professional occupations,,Group personal pension
32.0,,8.3,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Professional occupations,,Group personal pension
110.0,,4.4,Year,2016,K02000001,,,7% and over,,Employer,,All,,Professional occupations,,Group personal pension
15.0,,12.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Professional occupations,,Group stakeholder pension
44.0,,7.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Professional occupations,,Group stakeholder pension
20.0,,10.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Professional occupations,,Group stakeholder pension
18.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Professional occupations,,Group stakeholder pension
21.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Professional occupations,,Group stakeholder pension
18.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Professional occupations,,Group stakeholder pension
9.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Professional occupations,,Group stakeholder pension
27.0,,8.9,Year,2016,K02000001,,,7% and over,,Employer,,All,,Professional occupations,,Group stakeholder pension
7.0,,17.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Professional occupations,,Group self-invested personal pension
6.0,,19.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Professional occupations,,Group self-invested personal pension
,x,31.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Professional occupations,,Group self-invested personal pension
,x,26.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Professional occupations,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Professional occupations,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Professional occupations,,Group self-invested personal pension
,x,43.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Professional occupations,,Group self-invested personal pension
,x,24.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Professional occupations,,Group self-invested personal pension
169.0,,3.4,Year,2016,K02000001,,,Zero,,Employer,,All,,Associate professional and technical occupations,,All
595.0,,1.7,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Associate professional and technical occupations,,All
224.0,,2.9,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Associate professional and technical occupations,,All
216.0,,2.9,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Associate professional and technical occupations,,All
233.0,,2.8,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Associate professional and technical occupations,,All
456.0,,1.9,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Associate professional and technical occupations,,All
305.0,,2.4,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Associate professional and technical occupations,,All
588.0,,1.7,Year,2016,K02000001,,,7% and over,,Employer,,All,,Associate professional and technical occupations,,All
35.0,,7.3,Year,2016,K02000001,,,Zero,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
39.0,,7.1,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
15.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
22.0,,9.4,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
60.0,,5.6,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
316.0,,2.3,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
237.0,,2.8,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
455.0,,1.9,Year,2016,K02000001,,,7% and over,,Employer,,All,,Associate professional and technical occupations,,Defined benefit
