V4_0,Time_codelist,Time,Geography_codelist,Geography,Industry_codelist,Industry,Region_codelist,Region
372,Quarter,2002 Q1,K03000001,,N,,SE,
365,Quarter,2002 Q2,K03000001,,N,,SE,
361,Quarter,2002 Q3,K03000001,,N,,SE,
355,Quarter,2002 Q4,K03000001,,N,,SE,
352,Quarter,2003 Q1,K03000001,,N,,SE,
350,Quarter,2003 Q2,K03000001,,N,,SE,
347,Quarter,2003 Q3,K03000001,,N,,SE,
349,Quarter,2003 Q4,K03000001,,N,,SE,
351,Quarter,2004 Q1,K03000001,,N,,SE,
362,Quarter,2004 Q2,K03000001,,N,,SE,
365,Quarter,2004 Q3,K03000001,,N,,SE,
373,Quarter,2004 Q4,K03000001,,N,,SE,
376,Quarter,2005 Q1,K03000001,,N,,SE,
379,Quarter,2005 Q2,K03000001,,N,,SE,
378,Quarter,2005 Q3,K03000001,,N,,SE,
390,Quarter,2005 Q4,K03000001,,N,,SE,
379,Quarter,2006 Q1,K03000001,,N,,SE,
379,Quarter,2006 Q2,K03000001,,N,,SE,
375,Quarter,2006 Q3,K03000001,,N,,SE,
377,Quarter,2006 Q4,K03000001,,N,,SE,
378,Quarter,2007 Q1,K03000001,,N,,SE,
383,Quarter,2007 Q2,K03000001,,N,,SE,
384,Quarter,2007 Q3,K03000001,,N,,SE,
383,Quarter,2007 Q4,K03000001,,N,,SE,
380,Quarter,2008 Q1,K03000001,,N,,SE,
379,Quarter,2008 Q2,K03000001,,N,,SE,
374,Quarter,2008 Q3,K03000001,,N,,SE,
359,Quarter,2008 Q4,K03000001,,N,,SE,
359,Quarter,2009 Q1,K03000001,,N,,SE,
339,Quarter,2009 Q2,K03000001,,N,,SE,
332,Quarter,2009 Q3,K03000001,,N,,SE,
331,Quarter,2009 Q4,K03000001,,N,,SE,
337,Quarter,2010 Q1,K03000001,,N,,SE,
322,Quarter,2010 Q2,K03000001,,N,,SE,
324,Quarter,2010 Q3,K03000001,,N,,SE,
344,Quarter,2010 Q4,K03000001,,N,,SE,
332,Quarter,2011 Q1,K03000001,,N,,SE,
344,Quarter,2011 Q2,K03000001,,N,,SE,
356,Quarter,2011 Q3,K03000001,,N,,SE,
353,Quarter,2011 Q4,K03000001,,N,,SE,
371,Quarter,2012 Q1,K03000001,,N,,SE,
381,Quarter,2012 Q2,K03000001,,N,,SE,
380,Quarter,2012 Q3,K03000001,,N,,SE,
360,Quarter,2012 Q4,K03000001,,N,,SE,
352,Quarter,2013 Q1,K03000001,,N,,SE,
361,Quarter,2013 Q2,K03000001,,N,,SE,
367,Quarter,2013 Q3,K03000001,,N,,SE,
377,Quarter,2013 Q4,K03000001,,N,,SE,
376,Quarter,2014 Q1,K03000001,,N,,SE,
389,Quarter,2014 Q2,K03000001,,N,,SE,
398,Quarter,2014 Q3,K03000001,,N,,SE,
398,Quarter,2014 Q4,K03000001,,N,,SE,
398,Quarter,2015 Q1,K03000001,,N,,SE,
377,Quarter,2015 Q2,K03000001,,N,,SE,
397,Quarter,2015 Q3,K03000001,,N,,SE,
396,Quarter,2015 Q4,K03000001,,N,,SE,
396,Quarter,2016 Q1,K03000001,,N,,SE,
390,Quarter,2016 Q2,K03000001,,N,,SE,
379,Quarter,2016 Q3,K03000001,,N,,SE,
379,Quarter,2016 Q4,K03000001,,N,,SE,
395,Quarter,2017 Q1,K03000001,,N,,SE,
401,Quarter,2017 Q2,K03000001,,N,,SE,
219,Quarter,1996 Q1,K03000001,,O,,SE,
220,Quarter,1996 Q2,K03000001,,O,,SE,
220,Quarter,1996 Q3,K03000001,,O,,SE,
219,Quarter,1996 Q4,K03000001,,O,,SE,
217,Quarter,1997 Q1,K03000001,,O,,SE,
215,Quarter,1997 Q2,K03000001,,O,,SE,
214,Quarter,1997 Q3,K03000001,,O,,SE,
212,Quarter,1997 Q4,K03000001,,O,,SE,
212,Quarter,1998 Q1,K03000001,,O,,SE,
213,Quarter,1998 Q2,K03000001,,O,,SE,
213,Quarter,1998 Q3,K03000001,,O,,SE,
206,Quarter,1998 Q4,K03000001,,O,,SE,
213,Quarter,1999 Q1,K03000001,,O,,SE,
215,Quarter,1999 Q2,K03000001,,O,,SE,
217,Quarter,1999 Q3,K03000001,,O,,SE,
219,Quarter,1999 Q4,K03000001,,O,,SE,
218,Quarter,2000 Q1,K03000001,,O,,SE,
217,Quarter,2000 Q2,K03000001,,O,,SE,
215,Quarter,2000 Q3,K03000001,,O,,SE,
216,Quarter,2000 Q4,K03000001,,O,,SE,
216,Quarter,2001 Q1,K03000001,,O,,SE,
214,Quarter,2001 Q2,K03000001,,O,,SE,
212,Quarter,2001 Q3,K03000001,,O,,SE,
214,Quarter,2001 Q4,K03000001,,O,,SE,
210,Quarter,2002 Q1,K03000001,,O,,SE,
211,Quarter,2002 Q2,K03000001,,O,,SE,
210,Quarter,2002 Q3,K03000001,,O,,SE,
213,Quarter,2002 Q4,K03000001,,O,,SE,
216,Quarter,2003 Q1,K03000001,,O,,SE,
217,Quarter,2003 Q2,K03000001,,O,,SE,
214,Quarter,2003 Q3,K03000001,,O,,SE,
216,Quarter,2003 Q4,K03000001,,O,,SE,
215,Quarter,2004 Q1,K03000001,,O,,SE,
214,Quarter,2004 Q2,K03000001,,O,,SE,
214,Quarter,2004 Q3,K03000001,,O,,SE,
215,Quarter,2004 Q4,K03000001,,O,,SE,
217,Quarter,2005 Q1,K03000001,,O,,SE,
216,Quarter,2005 Q2,K03000001,,O,,SE,
215,Quarter,2005 Q3,K03000001,,O,,SE,
217,Quarter,2005 Q4,K03000001,,O,,SE,
215,Quarter,2006 Q1,K03000001,,O,,SE,
213,Quarter,2006 Q2,K03000001,,O,,SE,
214,Quarter,2006 Q3,K03000001,,O,,SE,
214,Quarter,2006 Q4,K03000001,,O,,SE,
212,Quarter,2007 Q1,K03000001,,O,,SE,
213,Quarter,2007 Q2,K03000001,,O,,SE,
212,Quarter,2007 Q3,K03000001,,O,,SE,
211,Quarter,2007 Q4,K03000001,,O,,SE,
210,Quarter,2008 Q1,K03000001,,O,,SE,
211,Quarter,2008 Q2,K03000001,,O,,SE,
208,Quarter,2008 Q3,K03000001,,O,,SE,
209,Quarter,2008 Q4,K03000001,,O,,SE,
202,Quarter,2009 Q1,K03000001,,O,,SE,
204,Quarter,2009 Q2,K03000001,,O,,SE,
207,Quarter,2009 Q3,K03000001,,O,,SE,
207,Quarter,2009 Q4,K03000001,,O,,SE,
211,Quarter,2010 Q1,K03000001,,O,,SE,
206,Quarter,2010 Q2,K03000001,,O,,SE,
208,Quarter,2010 Q3,K03000001,,O,,SE,
205,Quarter,2010 Q4,K03000001,,O,,SE,
200,Quarter,2011 Q1,K03000001,,O,,SE,
196,Quarter,2011 Q2,K03000001,,O,,SE,
192,Quarter,2011 Q3,K03000001,,O,,SE,
184,Quarter,2011 Q4,K03000001,,O,,SE,
188,Quarter,2012 Q1,K03000001,,O,,SE,
189,Quarter,2012 Q2,K03000001,,O,,SE,
188,Quarter,2012 Q3,K03000001,,O,,SE,
185,Quarter,2012 Q4,K03000001,,O,,SE,
188,Quarter,2013 Q1,K03000001,,O,,SE,
184,Quarter,2013 Q2,K03000001,,O,,SE,
186,Quarter,2013 Q3,K03000001,,O,,SE,
186,Quarter,2013 Q4,K03000001,,O,,SE,
186,Quarter,2014 Q1,K03000001,,O,,SE,
187,Quarter,2014 Q2,K03000001,,O,,SE,
184,Quarter,2014 Q3,K03000001,,O,,SE,
183,Quarter,2014 Q4,K03000001,,O,,SE,
178,Quarter,2015 Q1,K03000001,,O,,SE,
179,Quarter,2015 Q2,K03000001,,O,,SE,
175,Quarter,2015 Q3,K03000001,,O,,SE,
175,Quarter,2015 Q4,K03000001,,O,,SE,
180,Quarter,2016 Q1,K03000001,,O,,SE,
179,Quarter,2016 Q2,K03000001,,O,,SE,
173,Quarter,2016 Q3,K03000001,,O,,SE,
177,Quarter,2016 Q4,K03000001,,O,,SE,
175,Quarter,2017 Q1,K03000001,,O,,SE,
178,Quarter,2017 Q2,K03000001,,O,,SE,
309,Quarter,1996 Q1,K03000001,,P,,SE,
310,Quarter,1996 Q2,K03000001,,P,,SE,
313,Quarter,1996 Q3,K03000001,,P,,SE,
311,Quarter,1996 Q4,K03000001,,P,,SE,
312,Quarter,1997 Q1,K03000001,,P,,SE,
311,Quarter,1997 Q2,K03000001,,P,,SE,
306,Quarter,1997 Q3,K03000001,,P,,SE,
311,Quarter,1997 Q4,K03000001,,P,,SE,
311,Quarter,1998 Q1,K03000001,,P,,SE,
304,Quarter,1998 Q2,K03000001,,P,,SE,
307,Quarter,1998 Q3,K03000001,,P,,SE,
294,Quarter,1998 Q4,K03000001,,P,,SE,
292,Quarter,1999 Q1,K03000001,,P,,SE,
291,Quarter,1999 Q2,K03000001,,P,,SE,
287,Quarter,1999 Q3,K03000001,,P,,SE,
305,Quarter,1999 Q4,K03000001,,P,,SE,
311,Quarter,2000 Q1,K03000001,,P,,SE,
311,Quarter,2000 Q2,K03000001,,P,,SE,
316,Quarter,2000 Q3,K03000001,,P,,SE,
315,Quarter,2000 Q4,K03000001,,P,,SE,
313,Quarter,2001 Q1,K03000001,,P,,SE,
313,Quarter,2001 Q2,K03000001,,P,,SE,
311,Quarter,2001 Q3,K03000001,,P,,SE,
311,Quarter,2001 Q4,K03000001,,P,,SE,
314,Quarter,2002 Q1,K03000001,,P,,SE,
319,Quarter,2002 Q2,K03000001,,P,,SE,
326,Quarter,2002 Q3,K03000001,,P,,SE,
333,Quarter,2002 Q4,K03000001,,P,,SE,
334,Quarter,2003 Q1,K03000001,,P,,SE,
338,Quarter,2003 Q2,K03000001,,P,,SE,
337,Quarter,2003 Q3,K03000001,,P,,SE,
349,Quarter,2003 Q4,K03000001,,P,,SE,
352,Quarter,2004 Q1,K03000001,,P,,SE,
357,Quarter,2004 Q2,K03000001,,P,,SE,
356,Quarter,2004 Q3,K03000001,,P,,SE,
351,Quarter,2004 Q4,K03000001,,P,,SE,
352,Quarter,2005 Q1,K03000001,,P,,SE,
353,Quarter,2005 Q2,K03000001,,P,,SE,
356,Quarter,2005 Q3,K03000001,,P,,SE,
361,Quarter,2005 Q4,K03000001,,P,,SE,
370,Quarter,2006 Q1,K03000001,,P,,SE,
370,Quarter,2006 Q2,K03000001,,P,,SE,
370,Quarter,2006 Q3,K03000001,,P,,SE,
374,Quarter,2006 Q4,K03000001,,P,,SE,
374,Quarter,2007 Q1,K03000001,,P,,SE,
383,Quarter,2007 Q2,K03000001,,P,,SE,
378,Quarter,2007 Q3,K03000001,,P,,SE,
379,Quarter,2007 Q4,K03000001,,P,,SE,
376,Quarter,2008 Q1,K03000001,,P,,SE,
380,Quarter,2008 Q2,K03000001,,P,,SE,
379,Quarter,2008 Q3,K03000001,,P,,SE,
388,Quarter,2008 Q4,K03000001,,P,,SE,
408,Quarter,2009 Q1,K03000001,,P,,SE,
407,Quarter,2009 Q2,K03000001,,P,,SE,
410,Quarter,2009 Q3,K03000001,,P,,SE,
416,Quarter,2009 Q4,K03000001,,P,,SE,
418,Quarter,2010 Q1,K03000001,,P,,SE,
417,Quarter,2010 Q2,K03000001,,P,,SE,
417,Quarter,2010 Q3,K03000001,,P,,SE,
416,Quarter,2010 Q4,K03000001,,P,,SE,
415,Quarter,2011 Q1,K03000001,,P,,SE,
415,Quarter,2011 Q2,K03000001,,P,,SE,
414,Quarter,2011 Q3,K03000001,,P,,SE,
405,Quarter,2011 Q4,K03000001,,P,,SE,
420,Quarter,2012 Q1,K03000001,,P,,SE,
417,Quarter,2012 Q2,K03000001,,P,,SE,
418,Quarter,2012 Q3,K03000001,,P,,SE,
409,Quarter,2012 Q4,K03000001,,P,,SE,
435,Quarter,2013 Q1,K03000001,,P,,SE,
436,Quarter,2013 Q2,K03000001,,P,,SE,
445,Quarter,2013 Q3,K03000001,,P,,SE,
438,Quarter,2013 Q4,K03000001,,P,,SE,
444,Quarter,2014 Q1,K03000001,,P,,SE,
442,Quarter,2014 Q2,K03000001,,P,,SE,
442,Quarter,2014 Q3,K03000001,,P,,SE,
453,Quarter,2014 Q4,K03000001,,P,,SE,
458,Quarter,2015 Q1,K03000001,,P,,SE,
473,Quarter,2015 Q2,K03000001,,P,,SE,
473,Quarter,2015 Q3,K03000001,,P,,SE,
477,Quarter,2015 Q4,K03000001,,P,,SE,
470,Quarter,2016 Q1,K03000001,,P,,SE,
480,Quarter,2016 Q2,K03000001,,P,,SE,
488,Quarter,2016 Q3,K03000001,,P,,SE,
486,Quarter,2016 Q4,K03000001,,P,,SE,
492,Quarter,2017 Q1,K03000001,,P,,SE,
493,Quarter,2017 Q2,K03000001,,P,,SE,
388,Quarter,1996 Q1,K03000001,,Q,,SE,
387,Quarter,1996 Q2,K03000001,,Q,,SE,
387,Quarter,1996 Q3,K03000001,,Q,,SE,
390,Quarter,1996 Q4,K03000001,,Q,,SE,
388,Quarter,1997 Q1,K03000001,,Q,,SE,
387,Quarter,1997 Q2,K03000001,,Q,,SE,
387,Quarter,1997 Q3,K03000001,,Q,,SE,
388,Quarter,1997 Q4,K03000001,,Q,,SE,
400,Quarter,1998 Q1,K03000001,,Q,,SE,
401,Quarter,1998 Q2,K03000001,,Q,,SE,
402,Quarter,1998 Q3,K03000001,,Q,,SE,
400,Quarter,1998 Q4,K03000001,,Q,,SE,
398,Quarter,1999 Q1,K03000001,,Q,,SE,
396,Quarter,1999 Q2,K03000001,,Q,,SE,
403,Quarter,1999 Q3,K03000001,,Q,,SE,
395,Quarter,1999 Q4,K03000001,,Q,,SE,
394,Quarter,2000 Q1,K03000001,,Q,,SE,
399,Quarter,2000 Q2,K03000001,,Q,,SE,
401,Quarter,2000 Q3,K03000001,,Q,,SE,
401,Quarter,2000 Q4,K03000001,,Q,,SE,
390,Quarter,2001 Q1,K03000001,,Q,,SE,
391,Quarter,2001 Q2,K03000001,,Q,,SE,
399,Quarter,2001 Q3,K03000001,,Q,,SE,
405,Quarter,2001 Q4,K03000001,,Q,,SE,
412,Quarter,2002 Q1,K03000001,,Q,,SE,
416,Quarter,2002 Q2,K03000001,,Q,,SE,
421,Quarter,2002 Q3,K03000001,,Q,,SE,
423,Quarter,2002 Q4,K03000001,,Q,,SE,
421,Quarter,2003 Q1,K03000001,,Q,,SE,
422,Quarter,2003 Q2,K03000001,,Q,,SE,
425,Quarter,2003 Q3,K03000001,,Q,,SE,
426,Quarter,2003 Q4,K03000001,,Q,,SE,
431,Quarter,2004 Q1,K03000001,,Q,,SE,
437,Quarter,2004 Q2,K03000001,,Q,,SE,
445,Quarter,2004 Q3,K03000001,,Q,,SE,
448,Quarter,2004 Q4,K03000001,,Q,,SE,
450,Quarter,2005 Q1,K03000001,,Q,,SE,
456,Quarter,2005 Q2,K03000001,,Q,,SE,
463,Quarter,2005 Q3,K03000001,,Q,,SE,
468,Quarter,2005 Q4,K03000001,,Q,,SE,
468,Quarter,2006 Q1,K03000001,,Q,,SE,
473,Quarter,2006 Q2,K03000001,,Q,,SE,
477,Quarter,2006 Q3,K03000001,,Q,,SE,
479,Quarter,2006 Q4,K03000001,,Q,,SE,
485,Quarter,2007 Q1,K03000001,,Q,,SE,
490,Quarter,2007 Q2,K03000001,,Q,,SE,
481,Quarter,2007 Q3,K03000001,,Q,,SE,
477,Quarter,2007 Q4,K03000001,,Q,,SE,
479,Quarter,2008 Q1,K03000001,,Q,,SE,
475,Quarter,2008 Q2,K03000001,,Q,,SE,
483,Quarter,2008 Q3,K03000001,,Q,,SE,
493,Quarter,2008 Q4,K03000001,,Q,,SE,
487,Quarter,2009 Q1,K03000001,,Q,,SE,
497,Quarter,2009 Q2,K03000001,,Q,,SE,
518,Quarter,2009 Q3,K03000001,,Q,,SE,
519,Quarter,2009 Q4,K03000001,,Q,,SE,
538,Quarter,2010 Q1,K03000001,,Q,,SE,
550,Quarter,2010 Q2,K03000001,,Q,,SE,
537,Quarter,2010 Q3,K03000001,,Q,,SE,
548,Quarter,2010 Q4,K03000001,,Q,,SE,
545,Quarter,2011 Q1,K03000001,,Q,,SE,
541,Quarter,2011 Q2,K03000001,,Q,,SE,
536,Quarter,2011 Q3,K03000001,,Q,,SE,
535,Quarter,2011 Q4,K03000001,,Q,,SE,
538,Quarter,2012 Q1,K03000001,,Q,,SE,
531,Quarter,2012 Q2,K03000001,,Q,,SE,
530,Quarter,2012 Q3,K03000001,,Q,,SE,
523,Quarter,2012 Q4,K03000001,,Q,,SE,
538,Quarter,2013 Q1,K03000001,,Q,,SE,
538,Quarter,2013 Q2,K03000001,,Q,,SE,
522,Quarter,2013 Q3,K03000001,,Q,,SE,
526,Quarter,2013 Q4,K03000001,,Q,,SE,
530,Quarter,2014 Q1,K03000001,,Q,,SE,
515,Quarter,2014 Q2,K03000001,,Q,,SE,
526,Quarter,2014 Q3,K03000001,,Q,,SE,
545,Quarter,2014 Q4,K03000001,,Q,,SE,
532,Quarter,2015 Q1,K03000001,,Q,,SE,
552,Quarter,2015 Q2,K03000001,,Q,,SE,
551,Quarter,2015 Q3,K03000001,,Q,,SE,
566,Quarter,2015 Q4,K03000001,,Q,,SE,
581,Quarter,2016 Q1,K03000001,,Q,,SE,
594,Quarter,2016 Q2,K03000001,,Q,,SE,
596,Quarter,2016 Q3,K03000001,,Q,,SE,
574,Quarter,2016 Q4,K03000001,,Q,,SE,
579,Quarter,2017 Q1,K03000001,,Q,,SE,
577,Quarter,2017 Q2,K03000001,,Q,,SE,
86,Quarter,1996 Q1,K03000001,,R,,SE,
87,Quarter,1996 Q2,K03000001,,R,,SE,
90,Quarter,1996 Q3,K03000001,,R,,SE,
90,Quarter,1996 Q4,K03000001,,R,,SE,
90,Quarter,1997 Q1,K03000001,,R,,SE,
92,Quarter,1997 Q2,K03000001,,R,,SE,
91,Quarter,1997 Q3,K03000001,,R,,SE,
89,Quarter,1997 Q4,K03000001,,R,,SE,
89,Quarter,1998 Q1,K03000001,,R,,SE,
90,Quarter,1998 Q2,K03000001,,R,,SE,
89,Quarter,1998 Q3,K03000001,,R,,SE,
94,Quarter,1998 Q4,K03000001,,R,,SE,
95,Quarter,1999 Q1,K03000001,,R,,SE,
97,Quarter,1999 Q2,K03000001,,R,,SE,
102,Quarter,1999 Q3,K03000001,,R,,SE,
102,Quarter,1999 Q4,K03000001,,R,,SE,
101,Quarter,2000 Q1,K03000001,,R,,SE,
100,Quarter,2000 Q2,K03000001,,R,,SE,
104,Quarter,2000 Q3,K03000001,,R,,SE,
102,Quarter,2000 Q4,K03000001,,R,,SE,
103,Quarter,2001 Q1,K03000001,,R,,SE,
105,Quarter,2001 Q2,K03000001,,R,,SE,
109,Quarter,2001 Q3,K03000001,,R,,SE,
115,Quarter,2001 Q4,K03000001,,R,,SE,
113,Quarter,2002 Q1,K03000001,,R,,SE,
114,Quarter,2002 Q2,K03000001,,R,,SE,
108,Quarter,2002 Q3,K03000001,,R,,SE,
105,Quarter,2002 Q4,K03000001,,R,,SE,
111,Quarter,2003 Q1,K03000001,,R,,SE,
116,Quarter,2003 Q2,K03000001,,R,,SE,
121,Quarter,2003 Q3,K03000001,,R,,SE,
120,Quarter,2003 Q4,K03000001,,R,,SE,
117,Quarter,2004 Q1,K03000001,,R,,SE,
117,Quarter,2004 Q2,K03000001,,R,,SE,
119,Quarter,2004 Q3,K03000001,,R,,SE,
110,Quarter,2004 Q4,K03000001,,R,,SE,
113,Quarter,2005 Q1,K03000001,,R,,SE,
117,Quarter,2005 Q2,K03000001,,R,,SE,
121,Quarter,2005 Q3,K03000001,,R,,SE,
121,Quarter,2005 Q4,K03000001,,R,,SE,
122,Quarter,2006 Q1,K03000001,,R,,SE,
123,Quarter,2006 Q2,K03000001,,R,,SE,
124,Quarter,2006 Q3,K03000001,,R,,SE,
123,Quarter,2006 Q4,K03000001,,R,,SE,
126,Quarter,2007 Q1,K03000001,,R,,SE,
126,Quarter,2007 Q2,K03000001,,R,,SE,
130,Quarter,2007 Q3,K03000001,,R,,SE,
127,Quarter,2007 Q4,K03000001,,R,,SE,
128,Quarter,2008 Q1,K03000001,,R,,SE,
131,Quarter,2008 Q2,K03000001,,R,,SE,
129,Quarter,2008 Q3,K03000001,,R,,SE,
125,Quarter,2008 Q4,K03000001,,R,,SE,
124,Quarter,2009 Q1,K03000001,,R,,SE,
119,Quarter,2009 Q2,K03000001,,R,,SE,
113,Quarter,2009 Q3,K03000001,,R,,SE,
113,Quarter,2009 Q4,K03000001,,R,,SE,
111,Quarter,2010 Q1,K03000001,,R,,SE,
112,Quarter,2010 Q2,K03000001,,R,,SE,
121,Quarter,2010 Q3,K03000001,,R,,SE,
120,Quarter,2010 Q4,K03000001,,R,,SE,
124,Quarter,2011 Q1,K03000001,,R,,SE,
140,Quarter,2011 Q2,K03000001,,R,,SE,
139,Quarter,2011 Q3,K03000001,,R,,SE,
135,Quarter,2011 Q4,K03000001,,R,,SE,
135,Quarter,2012 Q1,K03000001,,R,,SE,
137,Quarter,2012 Q2,K03000001,,R,,SE,
134,Quarter,2012 Q3,K03000001,,R,,SE,
136,Quarter,2012 Q4,K03000001,,R,,SE,
137,Quarter,2013 Q1,K03000001,,R,,SE,
135,Quarter,2013 Q2,K03000001,,R,,SE,
137,Quarter,2013 Q3,K03000001,,R,,SE,
137,Quarter,2013 Q4,K03000001,,R,,SE,
143,Quarter,2014 Q1,K03000001,,R,,SE,
141,Quarter,2014 Q2,K03000001,,R,,SE,
148,Quarter,2014 Q3,K03000001,,R,,SE,
148,Quarter,2014 Q4,K03000001,,R,,SE,
148,Quarter,2015 Q1,K03000001,,R,,SE,
151,Quarter,2015 Q2,K03000001,,R,,SE,
150,Quarter,2015 Q3,K03000001,,R,,SE,
137,Quarter,2015 Q4,K03000001,,R,,SE,
129,Quarter,2016 Q1,K03000001,,R,,SE,
124,Quarter,2016 Q2,K03000001,,R,,SE,
142,Quarter,2016 Q3,K03000001,,R,,SE,
153,Quarter,2016 Q4,K03000001,,R,,SE,
151,Quarter,2017 Q1,K03000001,,R,,SE,
150,Quarter,2017 Q2,K03000001,,R,,SE,
103,Quarter,1996 Q1,K03000001,,S,,SE,
104,Quarter,1996 Q2,K03000001,,S,,SE,
110,Quarter,1996 Q3,K03000001,,S,,SE,
105,Quarter,1996 Q4,K03000001,,S,,SE,
107,Quarter,1997 Q1,K03000001,,S,,SE,
104,Quarter,1997 Q2,K03000001,,S,,SE,
107,Quarter,1997 Q3,K03000001,,S,,SE,
105,Quarter,1997 Q4,K03000001,,S,,SE,
103,Quarter,1998 Q1,K03000001,,S,,SE,
101,Quarter,1998 Q2,K03000001,,S,,SE,
103,Quarter,1998 Q3,K03000001,,S,,SE,
106,Quarter,1998 Q4,K03000001,,S,,SE,
109,Quarter,1999 Q1,K03000001,,S,,SE,
115,Quarter,1999 Q2,K03000001,,S,,SE,
117,Quarter,1999 Q3,K03000001,,S,,SE,
126,Quarter,1999 Q4,K03000001,,S,,SE,
129,Quarter,2000 Q1,K03000001,,S,,SE,
125,Quarter,2000 Q2,K03000001,,S,,SE,
121,Quarter,2000 Q3,K03000001,,S,,SE,
119,Quarter,2000 Q4,K03000001,,S,,SE,
117,Quarter,2001 Q1,K03000001,,S,,SE,
122,Quarter,2001 Q2,K03000001,,S,,SE,
125,Quarter,2001 Q3,K03000001,,S,,SE,
125,Quarter,2001 Q4,K03000001,,S,,SE,
124,Quarter,2002 Q1,K03000001,,S,,SE,
127,Quarter,2002 Q2,K03000001,,S,,SE,
129,Quarter,2002 Q3,K03000001,,S,,SE,
122,Quarter,2002 Q4,K03000001,,S,,SE,
125,Quarter,2003 Q1,K03000001,,S,,SE,
124,Quarter,2003 Q2,K03000001,,S,,SE,
127,Quarter,2003 Q3,K03000001,,S,,SE,
123,Quarter,2003 Q4,K03000001,,S,,SE,
124,Quarter,2004 Q1,K03000001,,S,,SE,
119,Quarter,2004 Q2,K03000001,,S,,SE,
120,Quarter,2004 Q3,K03000001,,S,,SE,
122,Quarter,2004 Q4,K03000001,,S,,SE,
124,Quarter,2005 Q1,K03000001,,S,,SE,
125,Quarter,2005 Q2,K03000001,,S,,SE,
125,Quarter,2005 Q3,K03000001,,S,,SE,
128,Quarter,2005 Q4,K03000001,,S,,SE,
125,Quarter,2006 Q1,K03000001,,S,,SE,
124,Quarter,2006 Q2,K03000001,,S,,SE,
123,Quarter,2006 Q3,K03000001,,S,,SE,
125,Quarter,2006 Q4,K03000001,,S,,SE,
126,Quarter,2007 Q1,K03000001,,S,,SE,
128,Quarter,2007 Q2,K03000001,,S,,SE,
124,Quarter,2007 Q3,K03000001,,S,,SE,
128,Quarter,2007 Q4,K03000001,,S,,SE,
127,Quarter,2008 Q1,K03000001,,S,,SE,
126,Quarter,2008 Q2,K03000001,,S,,SE,
132,Quarter,2008 Q3,K03000001,,S,,SE,
125,Quarter,2008 Q4,K03000001,,S,,SE,
126,Quarter,2009 Q1,K03000001,,S,,SE,
124,Quarter,2009 Q2,K03000001,,S,,SE,
126,Quarter,2009 Q3,K03000001,,S,,SE,
124,Quarter,2009 Q4,K03000001,,S,,SE,
127,Quarter,2010 Q1,K03000001,,S,,SE,
119,Quarter,2010 Q2,K03000001,,S,,SE,
117,Quarter,2010 Q3,K03000001,,S,,SE,
121,Quarter,2010 Q4,K03000001,,S,,SE,
115,Quarter,2011 Q1,K03000001,,S,,SE,
116,Quarter,2011 Q2,K03000001,,S,,SE,
116,Quarter,2011 Q3,K03000001,,S,,SE,
125,Quarter,2011 Q4,K03000001,,S,,SE,
132,Quarter,2012 Q1,K03000001,,S,,SE,
129,Quarter,2012 Q2,K03000001,,S,,SE,
133,Quarter,2012 Q3,K03000001,,S,,SE,
127,Quarter,2012 Q4,K03000001,,S,,SE,
135,Quarter,2013 Q1,K03000001,,S,,SE,
133,Quarter,2013 Q2,K03000001,,S,,SE,
143,Quarter,2013 Q3,K03000001,,S,,SE,
133,Quarter,2013 Q4,K03000001,,S,,SE,
133,Quarter,2014 Q1,K03000001,,S,,SE,
133,Quarter,2014 Q2,K03000001,,S,,SE,
136,Quarter,2014 Q3,K03000001,,S,,SE,
140,Quarter,2014 Q4,K03000001,,S,,SE,
149,Quarter,2015 Q1,K03000001,,S,,SE,
151,Quarter,2015 Q2,K03000001,,S,,SE,
147,Quarter,2015 Q3,K03000001,,S,,SE,
141,Quarter,2015 Q4,K03000001,,S,,SE,
133,Quarter,2016 Q1,K03000001,,S,,SE,
126,Quarter,2016 Q2,K03000001,,S,,SE,
120,Quarter,2016 Q3,K03000001,,S,,SE,
120,Quarter,2016 Q4,K03000001,,S,,SE,
129,Quarter,2017 Q1,K03000001,,S,,SE,
131,Quarter,2017 Q2,K03000001,,S,,SE,
27,Quarter,1996 Q1,K03000001,,T,,SE,
30,Quarter,1996 Q2,K03000001,,T,,SE,
27,Quarter,1996 Q3,K03000001,,T,,SE,
24,Quarter,1996 Q4,K03000001,,T,,SE,
21,Quarter,1997 Q1,K03000001,,T,,SE,
21,Quarter,1997 Q2,K03000001,,T,,SE,
17,Quarter,1997 Q3,K03000001,,T,,SE,
18,Quarter,1997 Q4,K03000001,,T,,SE,
19,Quarter,1998 Q1,K03000001,,T,,SE,
18,Quarter,1998 Q2,K03000001,,T,,SE,
19,Quarter,1998 Q3,K03000001,,T,,SE,
22,Quarter,1998 Q4,K03000001,,T,,SE,
16,Quarter,1999 Q1,K03000001,,T,,SE,
15,Quarter,1999 Q2,K03000001,,T,,SE,
17,Quarter,1999 Q3,K03000001,,T,,SE,
17,Quarter,1999 Q4,K03000001,,T,,SE,
16,Quarter,2000 Q1,K03000001,,T,,SE,
15,Quarter,2000 Q2,K03000001,,T,,SE,
16,Quarter,2000 Q3,K03000001,,T,,SE,
19,Quarter,2000 Q4,K03000001,,T,,SE,
16,Quarter,2001 Q1,K03000001,,T,,SE,
