V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Provision_codelist,Provision,Size of Company_codelist,Size of Company
25.0,,8.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
6.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
5.0,,20.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
6.0,,18.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
7.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
5.0,,20.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group stakeholder pension,,500 to 999 employees
,x,37.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,24.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,60.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,43.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,43.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,47.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
,x,35.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group self-invested personal pension,,500 to 999 employees
311.0,,2.3,Year,2016,K02000001,,,Zero,,Employee,,Male,,All,,"1,000 employees or more"
1192.0,,1.1,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,All,,"1,000 employees or more"
240.0,,2.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,All,,"1,000 employees or more"
317.0,,2.4,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,All,,"1,000 employees or more"
430.0,,2.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,All,,"1,000 employees or more"
724.0,,1.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,All,,"1,000 employees or more"
461.0,,2.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,All,,"1,000 employees or more"
1310.0,,1.1,Year,2016,K02000001,,,7% and over,,Employee,,Male,,All,,"1,000 employees or more"
156.0,,3.1,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
86.0,,4.4,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
24.0,,8.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
45.0,,6.4,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
150.0,,3.4,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
496.0,,1.8,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
348.0,,2.3,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
1088.0,,1.3,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined benefit,,"1,000 employees or more"
92.0,,4.3,Year,2016,K02000001,,,Zero,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
681.0,,1.5,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
116.0,,3.9,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
177.0,,3.1,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
179.0,,3.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
129.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
65.0,,5.5,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
112.0,,4.2,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Defined contribution,,"1,000 employees or more"
45.0,,6.8,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
266.0,,2.6,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
69.0,,5.2,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
67.0,,5.4,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
73.0,,5.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
73.0,,5.1,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
33.0,,7.9,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
78.0,,5.1,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group personal pension,,"1,000 employees or more"
8.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
119.0,,3.7,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
26.0,,8.5,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
22.0,,9.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
24.0,,8.7,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
22.0,,9.4,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
12.0,,12.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
20.0,,9.6,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group stakeholder pension,,"1,000 employees or more"
,x,21.0,Year,2016,K02000001,,,Zero,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
11.0,,13.0,Year,2016,K02000001,,,Under 2%,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,38.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,22.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,29.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,35.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,37.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
,x,27.0,Year,2016,K02000001,,,7% and over,,Employee,,Male,,Group self-invested personal pension,,"1,000 employees or more"
401.0,,2.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,All,,All employees
1882.0,,0.8,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,All,,All employees
389.0,,2.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,All,,All employees
463.0,,1.8,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,All,,All employees
474.0,,1.8,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,All,,All employees
1708.0,,0.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,All,,All employees
568.0,,1.7,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,All,,All employees
2321.0,,0.7,Year,2016,K02000001,,,7% and over,,Employee,,Female,,All,,All employees
118.0,,3.6,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined benefit,,All employees
107.0,,3.9,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined benefit,,All employees
30.0,,7.4,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined benefit,,All employees
60.0,,5.1,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined benefit,,All employees
167.0,,3.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined benefit,,All employees
1436.0,,0.9,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined benefit,,All employees
457.0,,1.9,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined benefit,,All employees
2052.0,,0.7,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined benefit,,All employees
101.0,,4.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined contribution,,All employees
1013.0,,1.2,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined contribution,,All employees
132.0,,3.5,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined contribution,,All employees
196.0,,2.7,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined contribution,,All employees
130.0,,3.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined contribution,,All employees
112.0,,3.8,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined contribution,,All employees
48.0,,6.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined contribution,,All employees
95.0,,4.2,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined contribution,,All employees
128.0,,3.7,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group personal pension,,All employees
502.0,,1.8,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group personal pension,,All employees
174.0,,3.1,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group personal pension,,All employees
151.0,,3.3,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group personal pension,,All employees
131.0,,3.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group personal pension,,All employees
104.0,,4.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group personal pension,,All employees
42.0,,6.4,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group personal pension,,All employees
111.0,,4.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group personal pension,,All employees
31.0,,7.4,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group stakeholder pension,,All employees
164.0,,3.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group stakeholder pension,,All employees
44.0,,6.2,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group stakeholder pension,,All employees
47.0,,5.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group stakeholder pension,,All employees
38.0,,6.6,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group stakeholder pension,,All employees
37.0,,6.7,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group stakeholder pension,,All employees
16.0,,10.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group stakeholder pension,,All employees
34.0,,7.1,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group stakeholder pension,,All employees
8.0,,14.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group self-invested personal pension,,All employees
16.0,,10.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group self-invested personal pension,,All employees
5.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group self-invested personal pension,,All employees
4.0,,20.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group self-invested personal pension,,All employees
,x,21.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group self-invested personal pension,,All employees
,x,26.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group self-invested personal pension,,All employees
,x,47.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group self-invested personal pension,,All employees
,x,21.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group self-invested personal pension,,All employees
26.0,,8.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,All,,1 to 12 employees
45.0,,6.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,All,,1 to 12 employees
11.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,All,,1 to 12 employees
8.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,All,,1 to 12 employees
13.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,All,,1 to 12 employees
17.0,,9.7,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,All,,1 to 12 employees
,x,27.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,All,,1 to 12 employees
15.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,All,,1 to 12 employees
,x,34.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined benefit,,1 to 12 employees
,x,29.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined benefit,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined benefit,,1 to 12 employees
,x,44.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined benefit,,1 to 12 employees
,x,32.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined benefit,,1 to 12 employees
9.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined benefit,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined benefit,,1 to 12 employees
6.0,,17.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined benefit,,1 to 12 employees
7.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined contribution,,1 to 12 employees
28.0,,7.6,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined contribution,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined contribution,,1 to 12 employees
,x,29.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined contribution,,1 to 12 employees
,x,21.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined contribution,,1 to 12 employees
,x,29.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined contribution,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined contribution,,1 to 12 employees
,x,27.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined contribution,,1 to 12 employees
9.0,,14.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group personal pension,,1 to 12 employees
9.0,,14.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group personal pension,,1 to 12 employees
5.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group personal pension,,1 to 12 employees
,x,25.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group personal pension,,1 to 12 employees
6.0,,18.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group personal pension,,1 to 12 employees
,x,24.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group personal pension,,1 to 12 employees
,x,47.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group personal pension,,1 to 12 employees
,x,26.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group personal pension,,1 to 12 employees
4.0,,20.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,22.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,34.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,37.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,31.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group stakeholder pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,-,0.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,63.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
,x,53.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group self-invested personal pension,,1 to 12 employees
86.0,,4.5,Year,2016,K02000001,,,Zero,,Employee,,Female,,All,,13 to 99 employees
369.0,,2.1,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,All,,13 to 99 employees
78.0,,4.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,All,,13 to 99 employees
65.0,,5.2,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,All,,13 to 99 employees
59.0,,5.4,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,All,,13 to 99 employees
124.0,,3.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,All,,13 to 99 employees
26.0,,8.2,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,All,,13 to 99 employees
151.0,,3.4,Year,2016,K02000001,,,7% and over,,Employee,,Female,,All,,13 to 99 employees
8.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined benefit,,13 to 99 employees
20.0,,8.9,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined benefit,,13 to 99 employees
,x,23.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined benefit,,13 to 99 employees
,x,27.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined benefit,,13 to 99 employees
11.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined benefit,,13 to 99 employees
86.0,,4.2,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined benefit,,13 to 99 employees
12.0,,12.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined benefit,,13 to 99 employees
106.0,,4.1,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined benefit,,13 to 99 employees
17.0,,10.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined contribution,,13 to 99 employees
180.0,,3.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined contribution,,13 to 99 employees
13.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined contribution,,13 to 99 employees
11.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined contribution,,13 to 99 employees
10.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined contribution,,13 to 99 employees
8.0,,14.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined contribution,,13 to 99 employees
,x,24.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined contribution,,13 to 99 employees
9.0,,14.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined contribution,,13 to 99 employees
41.0,,6.6,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group personal pension,,13 to 99 employees
109.0,,3.9,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group personal pension,,13 to 99 employees
48.0,,6.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group personal pension,,13 to 99 employees
37.0,,6.9,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group personal pension,,13 to 99 employees
29.0,,7.9,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group personal pension,,13 to 99 employees
18.0,,9.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group personal pension,,13 to 99 employees
7.0,,15.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group personal pension,,13 to 99 employees
23.0,,9.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group personal pension,,13 to 99 employees
13.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
29.0,,7.5,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
11.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
13.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
8.0,,15.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
8.0,,14.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
8.0,,16.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group stakeholder pension,,13 to 99 employees
,x,25.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
4.0,,19.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
,x,37.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
,x,47.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
,x,61.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
,x,61.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
,x,53.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group self-invested personal pension,,13 to 99 employees
64.0,,5.2,Year,2016,K02000001,,,Zero,,Employee,,Female,,All,,100 to 499 employees
388.0,,2.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,All,,100 to 499 employees
92.0,,4.4,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,All,,100 to 499 employees
80.0,,4.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,All,,100 to 499 employees
70.0,,5.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,All,,100 to 499 employees
171.0,,3.1,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,All,,100 to 499 employees
63.0,,5.3,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,All,,100 to 499 employees
243.0,,2.7,Year,2016,K02000001,,,7% and over,,Employee,,Female,,All,,100 to 499 employees
10.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined benefit,,100 to 499 employees
19.0,,9.3,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined benefit,,100 to 499 employees
,x,22.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined benefit,,100 to 499 employees
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined benefit,,100 to 499 employees
8.0,,15.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined benefit,,100 to 499 employees
121.0,,3.6,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined benefit,,100 to 499 employees
42.0,,6.5,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined benefit,,100 to 499 employees
182.0,,3.1,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined benefit,,100 to 499 employees
13.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined contribution,,100 to 499 employees
178.0,,3.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined contribution,,100 to 499 employees
20.0,,9.3,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined contribution,,100 to 499 employees
16.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined contribution,,100 to 499 employees
15.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined contribution,,100 to 499 employees
15.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined contribution,,100 to 499 employees
6.0,,18.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined contribution,,100 to 499 employees
15.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined contribution,,100 to 499 employees
31.0,,7.5,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group personal pension,,100 to 499 employees
134.0,,3.5,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group personal pension,,100 to 499 employees
55.0,,5.7,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group personal pension,,100 to 499 employees
48.0,,6.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group personal pension,,100 to 499 employees
36.0,,7.1,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group personal pension,,100 to 499 employees
24.0,,8.4,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group personal pension,,100 to 499 employees
9.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group personal pension,,100 to 499 employees
34.0,,7.3,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group personal pension,,100 to 499 employees
6.0,,16.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
31.0,,7.2,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
10.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
10.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
9.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
5.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
,x,22.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
8.0,,15.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group stakeholder pension,,100 to 499 employees
,x,53.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
6.0,,17.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
,x,28.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
,x,35.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
,x,34.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
,x,43.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
