V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Highest qualification_codelist,Highest qualification,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
2.906567967,1.654923521,3134,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
4.547292961,3.566392625,550,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
1.28557497,1.284919823,972,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
0,0,217,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
1.665096159,1.213082371,1054,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.939519194,1.328176503,2682,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.401703349,1.939043238,762,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.604619508,1.24113209,1496,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
3.155241985,3.158102337,192,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
1.290034276,0.802798206,998,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
2.419091491,1.416585318,2160,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
2.709024066,2.225502786,1122,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
1.838371408,1.437468046,1150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,212,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,852,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
1.444530582,1.040437805,1700,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0.186133486,0.186197782,1897,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0.826485154,0.826024987,821,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
4.23144449,4.223251094,300,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,493,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0.828501058,0.828700302,955,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0.458288368,0.458257043,2147,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,375,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,277,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
10.69394397,6.230421965,431,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
5.102635944,3.016624187,387,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,104,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
5.727685598,5.706198851,393,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,39,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
4.898017674,2.202787315,2629,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
2.485104387,0.639225464,7495,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
1.842729362,0.864084976,4190,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.332382475,1.278576843,3825,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.516085151,0.516517924,775,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0,0,486,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.462619911,1.515378301,1577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
2.170554598,2.171261945,300,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
5.002251133,3.537577785,543,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
2.93094911,2.938364458,129,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
12.80906826,9.293234607,436,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
2.050705017,1.324594864,1770,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
6.906169964,6.876241576,285,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
2.465984056,2.463211857,529,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,97,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,473,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
2.061691988,1.584884821,1438,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
1.077943164,1.078882763,382,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
3.761863238,2.017616545,868,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,98,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0.692477247,0.693233066,387,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
1.44730201,1.031700745,1077,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
4.917572088,4.034912177,626,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
2.148311566,2.145623747,736,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,103,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,278,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
1.265328962,1.264456728,801,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.311981872,0.312124283,1112,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
1.263088879,1.261821228,531,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,149,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,138,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
1.773890249,1.774000261,445,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.699397008,0.699295729,1381,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,225,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,160,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
21.39117172,8.352307811,401,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,318,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,140,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
2.589873089,2.589575956,333,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
6.055832329,1.9302801,3462,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.1068891,1.017923492,6577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
1.229563901,0.742432495,3072,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0.997260284,0.654608607,2588,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.28122703,1.645566267,692,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.68003823,2.178504187,457,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
4.342573868,2.468797877,1159,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
4.418219708,4.42186817,240,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,330,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,71,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
1.542686601,1.104927847,483,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
3.87431862,3.192029494,1364,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.290316226,2.291730951,265,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,443,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,120,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
3.00953207,2.191373018,581,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.819894995,2.132448528,1244,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.683391674,3.676751155,380,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.067247446,1.067329232,628,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
6.236740665,6.248337087,94,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.663776255,1.230389575,611,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
3.310425685,2.545372098,1083,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,496,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.309572398,1.310195447,414,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,574,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.595438499,1.594052033,899,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,290,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
8.472255935,8.439401063,151,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,355,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,510,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,766,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,117,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
11.62910869,4.478372777,832,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,16-24,,All adults
15.40830846,5.064639313,705,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,16-24,,All adults
2.718587461,2.720325147,244,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16-24,,All adults
6.325807514,3.314492902,726,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,16-24,,All adults
10.09600297,10.0876655,69,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,16-24,,All adults
4.308913092,1.23097476,6091,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,16+,,All adults
4.357778352,0.663236557,14072,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,16+,,All adults
4.205186164,0.800434754,7262,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16+,,All adults
3.783460896,1.175318696,6413,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,16+,,All adults
3.488959073,2.040901418,1467,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,16+,,All adults
0.618766903,0.618844344,943,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,25-34,,All adults
5.924472704,1.493441025,2736,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,25-34,,All adults
8.025591971,4.600165565,540,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,25-34,,All adults
5.943422621,3.512141818,873,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,25-34,,All adults
4.083492242,2.533257253,919,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,35-44,,All adults
2.784498342,0.966830756,3134,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,35-44,,All adults
4.132908586,2.938690268,550,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,35-44,,All adults
6.911102232,5.629662018,972,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,217,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,35-44,,All adults
1.501628227,1.22228812,1054,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,45-54,,All adults
3.187496656,1.289221977,2682,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,45-54,,All adults
5.295619427,2.224116617,762,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,1496,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,45-54,,All adults
10.19378779,10.12530652,192,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,45-54,,All adults
3.161482381,2.251973152,998,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,55-64,,All adults
1.258530238,0.810914853,2160,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,55-64,,All adults
1.996057369,1.477424429,1122,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,55-64,,All adults
1.020877541,1.020085704,1150,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,212,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,852,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,65-74,,All adults
3.516899597,1.723320854,1700,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,65-74,,All adults
4.710510839,1.560717149,1897,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,65-74,,All adults
6.264423446,2.918481005,821,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,300,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,65-74,,All adults
1.476332141,1.476944916,493,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,955,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,75+,,All adults
3.571216599,1.192099072,2147,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,375,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,75+,,All adults
7.543073253,7.481207653,277,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,75+,,All adults
14.40215767,6.622629232,431,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,16-24,,Female
17.90408977,8.192692667,387,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,16-24,,Female
7.365427693,7.359500031,104,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16-24,,Female
12.80753396,6.67894513,393,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,16-24,,Female
18.93491802,18.88249078,39,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,16-24,,Female
6.284079384,2.130175827,2629,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,16+,,Female
5.153674263,0.990453524,7495,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,16+,,Female
5.519983111,1.211745475,4190,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16+,,Female
5.673125233,1.92429325,3825,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,16+,,Female
4.069448119,2.887404474,775,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,16+,,Female
1.380782831,1.380777767,486,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,25-34,,Female
6.57456928,2.010858024,1577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,25-34,,Female
14.75878518,9.665507406,300,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,25-34,,Female
5.3822463,3.203313507,543,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,25-34,,Female
0,0,129,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,25-34,,Female
6.179336312,4.856755376,436,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,35-44,,Female
4.850568329,1.772016245,1770,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,35-44,,Female
3.747489751,3.744094677,285,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,35-44,,Female
13.25684485,10.77136254,529,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,97,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,35-44,,Female
2.641010095,2.637742727,473,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,45-54,,Female
2.880846577,1.221760204,1438,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,45-54,,Female
6.318549547,3.16566925,382,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,868,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,98,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,45-54,,Female
3.598679627,3.598801511,387,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,55-64,,Female
1.143059518,0.813446264,1077,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,55-64,,Female
1.24750485,1.247741544,626,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,55-64,,Female
1.619235217,1.616828992,736,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,103,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,278,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,65-74,,Female
3.39419311,2.085941791,801,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,65-74,,Female
5.824688248,2.239135247,1112,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,65-74,,Female
6.997731004,3.644384392,531,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,65-74,,Female
0,0,149,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,65-74,,Female
4.704598425,4.707540885,138,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,75+,,Female
0,0,445,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,75+,,Female
4.936086935,1.74458234,1381,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,75+,,Female
0,0,225,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,75+,,Female
12.90152475,12.7081485,160,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,75+,,Female
8.9301968,6.117706258,401,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,16-24,,Male
12.81142847,5.809839273,318,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,16-24,,Male
0,0,140,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16-24,,Male
0,0,333,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,16-24,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,16-24,,Male
2.823725105,1.457616249,3462,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,16+,,Male
3.556295608,0.88540255,6577,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,16+,,Male
2.564115503,0.918356232,3072,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16+,,Male
1.339096999,1.031452814,2588,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,16+,,Male
2.889478969,2.882783346,692,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,16+,,Male
0,0,457,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,25-34,,Male
5.239160002,2.214633451,1159,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,25-34,,Male
2.412220097,2.414631359,240,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,25-34,,Male
6.587763697,6.587983413,330,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,71,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,25-34,,Male
2.469023379,2.465393683,483,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,35-44,,Male
0.448329244,0.448851648,1364,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,35-44,,Male
4.501677853,4.494098718,265,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,443,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,120,Quarter,2017 Q1,K04000001,,,Other,,Incidence rate,,Stealth theft,,35-44,,Male
0.581665804,0.581980299,581,Quarter,2017 Q1,K04000001,,,Apprenticeship or A/AS level,,Incidence rate,,Stealth theft,,45-54,,Male
3.495037032,2.272951541,1244,Quarter,2017 Q1,K04000001,,,Degree or diploma,,Incidence rate,,Stealth theft,,45-54,,Male
4.30520016,3.133440332,380,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,628,Quarter,2017 Q1,K04000001,,,O level/GCSE,,Incidence rate,,Stealth theft,,45-54,,Male
