V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,157,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,35-44,,Female
0,0,347,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,35-44,,Female
0,0,408,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,35-44,,Female
0,0,287,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,35-44,,Female
0,0,203,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,35-44,,Female
0,0,279,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,35-44,,Female
3.689804801,3.685074516,298,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,35-44,,Female
2.943164934,2.909137456,314,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,383,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,45-54,,Female
0.46605792,0.334239485,3018,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,45-54,,Female
1.303959949,1.30496788,377,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,166,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,389,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,481,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,360,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,246,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,258,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,290,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,279,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,55-64,,Female
1.905473148,1.904702423,352,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,55-64,,Female
0.635313985,0.465823428,2677,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,243,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,181,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,379,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,395,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,330,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,267,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,55-64,,Female
4.392360039,4.377517899,250,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,268,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,289,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,346,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,2620,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,203,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,183,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,375,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,352,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,339,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,264,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,273,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,260,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,186,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,276,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,75+,,Female
0.356739545,0.356744715,2140,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,191,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,170,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,281,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,75+,,Female
2.363284588,2.364055387,296,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,270,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,216,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,223,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,247,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,75+,,Female
0,0,131,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,121,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,16-24,,Male
0.620635668,0.620645266,1151,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,151,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,73,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,16-24,,Male
5.137510024,5.138252018,134,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,167,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,105,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,16-24,,Male
14.95310735,13.361789,74,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,147,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,122,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,1458,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,16+,,Male
0.612669077,0.612799857,1841,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,16+,,Male
0.537224341,0.208501387,15255,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,16+,,Male
2.047201222,1.071574157,1987,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,16+,,Male
0,0,915,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,16+,,Male
0.660477615,0.66038392,2018,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,16+,,Male
0,0,2246,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,16+,,Male
0,0,1777,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,16+,,Male
1.722778459,1.702665517,1182,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,16+,,Male
0.162374632,0.161999034,1538,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,16+,,Male
0.381541504,0.381857083,1475,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,16+,,Male
0,0,202,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,25-34,,Male
3.657009523,3.650597688,253,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,25-34,,Male
1.21095114,0.722727406,2118,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,25-34,,Male
3.635758673,2.68816158,377,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,116,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,269,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,314,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,199,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,147,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,225,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,163,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,222,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,335,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,35-44,,Male
0.107154385,0.107135549,2524,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,427,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,135,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,308,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,386,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,269,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,164,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,35-44,,Male
1.140403092,1.138290123,227,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,215,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,277,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,313,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,45-54,,Male
0.668467148,0.668212462,2734,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,45-54,,Male
4.449306984,4.439003018,348,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,160,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,392,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,394,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,325,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,198,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,262,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,263,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,220,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,291,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,55-64,,Male
0.729282091,0.539120856,2504,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,55-64,,Male
3.281456474,3.279013865,307,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,142,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,363,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,362,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,303,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,216,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,239,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,55-64,,Male
2.304412231,2.304930203,277,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,241,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,319,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,2488,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,217,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,183,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,329,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,332,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,345,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,220,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,251,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,271,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,165,Quarter,2017 Q1,E12000004,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,209,Quarter,2017 Q1,E12000006,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,1736,Quarter,2017 Q1,E92000001,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,160,Quarter,2017 Q1,E12000007,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,106,Quarter,2017 Q1,E12000001,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,223,Quarter,2017 Q1,E12000002,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,291,Quarter,2017 Q1,E12000008,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,231,Quarter,2017 Q1,E12000009,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,163,Quarter,2017 Q1,W92000004,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,187,Quarter,2017 Q1,E12000005,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,164,Quarter,2017 Q1,E12000003,,,Incidence rate,,Snatch theft,,75+,,Male
0,0,276,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
9.502387812,6.735987855,257,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
7.194746051,2.110737034,2418,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
5.700714156,4.763682798,324,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
0,0,170,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
7.591375408,7.554718766,276,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
15.66685973,8.013367724,329,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
0,0,229,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
10.7564085,7.595461845,170,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
15.38364504,7.845174681,295,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
0,0,262,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
2.729823955,1.152408853,3227,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
3.186614807,1.05598078,4091,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.959722029,0.422615214,32742,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
4.970780994,1.423328173,4139,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
0.581649498,0.429945944,2059,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
1.231475997,0.906062172,4278,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
3.735138335,1.26925541,4683,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.059545384,1.374882615,3769,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.243646425,1.183518197,2678,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
4.048035872,1.457363841,3232,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
1.644128133,0.708451707,3264,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.064568625,2.059863352,493,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
5.814210156,3.238533728,627,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
3.176000735,0.921735832,4958,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
5.991082515,3.167619634,841,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
1.278792754,1.28067453,306,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
0,0,616,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
3.253884813,2.295701043,657,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
0,0,481,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
2.632905376,2.631942986,351,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
1.040845785,1.041896846,488,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
4.830881727,3.39247895,449,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
0,0,487,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
1.199549509,0.861824009,718,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
3.377694778,1.222976322,5449,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
5.215589242,3.392656881,928,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
0,0,292,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
0,0,655,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
4.20115965,2.656485673,794,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
11.5390916,9.502474702,556,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
0,0,367,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
3.359182421,3.354641255,506,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
1.692235751,1.68459361,513,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
9.535106189,5.390054844,591,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
1.762376699,1.757660288,696,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.623091537,0.762313614,5752,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
4.501551102,2.841200892,725,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.344694703,2.350304012,326,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
0.639292396,0.639438399,781,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
0,0,875,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.472801362,1.945663439,685,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
1.85062583,1.870124533,444,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
1.76770567,1.369081527,520,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.778517896,2.15984266,553,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
4.556681303,3.237691806,499,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
1.503632112,1.090512426,643,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
2.191981153,0.81776515,5181,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
6.128699092,4.472835931,550,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,323,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0.343660352,0.344286972,742,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
3.355647741,2.721307747,757,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,633,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,483,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
1.280807338,1.273817451,489,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
1.080934487,1.083233659,545,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,530,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,665,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0.774408833,0.419148536,5108,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
3.112092878,3.103049896,420,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,366,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
1.315432797,1.316428003,704,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,684,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,684,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
1.915538478,1.91385174,484,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
2.819037504,2.286511027,524,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,531,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,351,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
3.914661412,2.778866343,485,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0.447115829,0.317870567,3876,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,351,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,276,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,504,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,587,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,501,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,379,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,410,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,411,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,145,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,136,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
5.93870887,2.862207492,1267,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
1.977997087,1.966006526,173,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,97,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,142,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
28.84409785,16.61383855,162,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,124,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
20.30204534,14.25067286,96,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
9.752160502,9.76031272,148,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,140,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
1.407885869,0.860202597,1769,Quarter,2017 Q1,E12000004,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
1.822214314,0.854496138,2250,Quarter,2017 Q1,E12000006,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
2.811544555,0.551753983,17487,Quarter,2017 Q1,E92000001,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
4.560316853,1.823529887,2152,Quarter,2017 Q1,E12000007,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.712456745,0.710275495,1144,Quarter,2017 Q1,E12000001,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.453828036,0.36104627,2260,Quarter,2017 Q1,E12000002,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
6.236521957,2.447941456,2437,Quarter,2017 Q1,E12000008,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.543033531,0.388386933,1992,Quarter,2017 Q1,E12000009,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
2.904643729,2.060736407,1496,Quarter,2017 Q1,W92000004,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.216432108,1.896605245,1694,Quarter,2017 Q1,E12000005,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.130490001,1.346892115,1789,Quarter,2017 Q1,E12000003,,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
