V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Marital status_codelist,Marital status,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
12.58332906,8.847671202,178,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,All violence,,55-64,,Male
16.03039844,7.944656514,384,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,All violence,,55-64,,Male
10.77609595,4.66611264,1718,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,All violence,,55-64,,Male
10.56450797,5.107480332,1540,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,All violence,,55-64,,Male
20.554293,7.16302672,990,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,All violence,,55-64,,Male
15.14038947,11.57706317,104,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,All violence,,55-64,,Male
31.78280775,15.73867937,393,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,All violence,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,All violence,,55-64,,Male
10.06652243,10.04371882,101,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,All violence,,65-74,,Male
26.08828154,9.716833505,332,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,All violence,,65-74,,Male
8.697237847,3.335818469,1759,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,All violence,,65-74,,Male
8.616540042,3.482630452,1658,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,All violence,,65-74,,Male
11.79414157,3.775258115,943,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,All violence,,65-74,,Male
16.71295751,16.56412786,76,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,All violence,,65-74,,Male
2.664296084,2.663600295,282,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,All violence,,65-74,,Male
2.028595964,2.029595089,253,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,All violence,,65-74,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,All violence,,75+,,Male
8.876375347,8.837994941,123,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,All violence,,75+,,Male
1.139708144,1.139762394,1047,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,All violence,,75+,,Male
1.175553062,1.175611449,1017,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,All violence,,75+,,Male
6.250791238,2.798524655,850,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,All violence,,75+,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,All violence,,75+,,Male
0,0,136,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,All violence,,75+,,Male
7.516424266,3.760658858,561,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,All violence,,75+,,Male
15.62543395,6.683509681,355,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,16-24,,All adults
12.92371875,5.53431578,420,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,16-24,,All adults
0,0,65,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,16-24,,All adults
39.84134132,7.07713081,2166,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,16-24,,All adults
39.41496825,7.080564378,2154,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,16-24,,All adults
9.049376444,1.721080738,3738,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,16+,,All adults
16.26551788,3.831433234,3221,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,16+,,All adults
5.75824972,0.806359444,19594,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,16+,,All adults
4.938038754,0.92063316,15856,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,16+,,All adults
24.12732709,2.633933373,15708,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,16+,,All adults
23.14797447,6.389485154,1074,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,16+,,All adults
31.28500443,3.934972034,8005,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,16+,,All adults
2.202669934,1.225791132,3408,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,16+,,All adults
7.530817037,2.886326974,1336,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,25-34,,All adults
60.11290709,60.09225683,67,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,25-34,,All adults
5.887231777,1.751120089,3129,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,25-34,,All adults
4.663604968,2.174921797,1793,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,25-34,,All adults
30.72361488,6.674194033,2166,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,25-34,,All adults
25.56528193,18.96052981,110,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,25-34,,All adults
29.7156714,6.889509886,1984,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,25-34,,All adults
12.37211842,4.282639351,791,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,35-44,,All adults
18.39782039,16.68292698,320,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,35-44,,All adults
6.61103997,1.712109998,3909,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,35-44,,All adults
5.175376618,1.858918742,3118,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,35-44,,All adults
22.13308613,5.663380555,1879,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,35-44,,All adults
33.34037392,17.57075111,230,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,35-44,,All adults
21.28356567,6.40962186,1311,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,35-44,,All adults
0,0,18,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,35-44,,All adults
7.792828036,3.493512617,675,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,45-54,,All adults
29.54925435,10.09908905,752,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,45-54,,All adults
10.83447984,2.78511721,3820,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,45-54,,All adults
11.44495635,3.271251643,3145,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,45-54,,All adults
31.91248202,8.050117228,2350,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,45-54,,All adults
32.46311399,12.8479453,320,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,45-54,,All adults
31.88480215,13.65558862,1191,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,45-54,,All adults
49.19139422,34.97657998,87,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,45-54,,All adults
4.699239241,3.571719346,355,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,55-64,,All adults
8.954103498,3.888343315,949,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,55-64,,All adults
3.579099813,1.351745394,3415,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,55-64,,All adults
3.453344481,1.433168409,3060,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,55-64,,All adults
7.939578017,2.3757625,2231,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,55-64,,All adults
12.69705263,9.464244106,222,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,55-64,,All adults
9.514283573,4.721947124,692,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,55-64,,All adults
0,0,368,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,55-64,,All adults
5.22798277,5.219615163,172,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,65-74,,All adults
5.458801902,2.560266566,813,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,65-74,,All adults
1.294714718,0.596700098,3209,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,65-74,,All adults
1.080045793,0.561310296,3037,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,65-74,,All adults
2.462921575,0.983242252,2362,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,65-74,,All adults
0,0,140,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,65-74,,All adults
2.142475291,2.143893209,452,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,65-74,,All adults
0.485911364,0.486203875,957,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,65-74,,All adults
0,0,54,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,75+,,All adults
2.967394517,2.964403765,315,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,1692,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,1638,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,75+,,All adults
0.339086959,0.339070925,2554,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,46,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,221,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,1972,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,75+,,All adults
15.83964223,8.27468375,230,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,16-24,,Female
12.84070477,6.714428738,275,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,16-24,,Female
0,0,45,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,16-24,,Female
25.62642566,7.747457098,1088,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,16-24,,Female
24.56356716,7.691198087,1082,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,16-24,,Female
6.370388422,1.930681054,1928,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,16+,,Female
14.5412513,4.648987379,2012,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,16+,,Female
5.712639585,1.262305604,9756,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,16+,,Female
5.550548616,1.503664101,7828,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,16+,,Female
18.22553621,2.877506803,9163,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,16+,,Female
28.63912422,9.138290608,659,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,16+,,Female
24.35944743,4.860274693,4028,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,16+,,Female
2.744098919,1.607882422,2464,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,16+,,Female
6.12461911,3.127300521,734,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,25-34,,Female
76.11625837,75.9878277,57,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,25-34,,Female
5.388699414,2.379094496,1797,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,25-34,,Female
4.896121233,3.381106204,1063,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,25-34,,Female
33.87675052,8.099776362,1243,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,25-34,,Female
38.81199592,28.59824758,86,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,25-34,,Female
30.76161908,8.132265689,1096,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,25-34,,Female
2.220854153,2.220390843,379,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,35-44,,Female
0,0,228,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,35-44,,Female
4.464303307,2.158764569,1984,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,35-44,,Female
4.972907696,2.598289474,1605,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,35-44,,Female
17.5371214,5.878449566,1127,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,35-44,,Female
37.02600402,21.82950802,172,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,35-44,,Female
17.66629704,7.156044632,713,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,35-44,,Female
0,0,14,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,35-44,,Female
3.848162516,3.84440307,313,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,45-54,,Female
25.4274634,12.39082776,488,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,45-54,,Female
10.36570633,4.370943552,1908,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,45-54,,Female
11.52721543,5.104188031,1595,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,45-54,,Female
33.52082046,12.7547785,1341,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,45-54,,Female
31.42682728,16.12439272,198,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,45-54,,Female
37.17661198,26.11187824,583,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,45-54,,Female
62.77222958,44.44452685,72,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,45-54,,Female
3.05057926,3.053305817,177,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,55-64,,Female
11.37848243,5.916923189,565,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,55-64,,Female
6.70171593,2.705639244,1697,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,55-64,,Female
7.09310695,2.94420604,1520,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,55-64,,Female
7.100725574,3.03924692,1241,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,55-64,,Female
22.96950667,17.09200005,118,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,55-64,,Female
0,0,299,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,55-64,,Female
0,0,259,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,55-64,,Female
12.16197408,12.121552,71,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,65-74,,Female
3.098443184,2.289660211,481,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,65-74,,Female
0.575881085,0.575304228,1450,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,1379,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,65-74,,Female
1.688121726,1.006440257,1419,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,65-74,,Female
5.150557153,5.157008621,170,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,704,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,75+,,Female
0,0,192,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,75+,,Female
0,0,645,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,75+,,Female
0,0,621,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,75+,,Female
0,0,1704,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,75+,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,75+,,Female
0,0,85,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,75+,,Female
0,0,1411,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,75+,,Female
15.27128923,11.26762056,125,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,16-24,,Male
13.06859778,9.6536574,145,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,16-24,,Male
0,0,20,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,16-24,,Male
52.32215825,11.23336713,1078,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,16-24,,Male
52.44189316,11.25878711,1072,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,16-24,,Male
11.56576079,2.797297097,1810,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,16+,,Male
19.30866969,6.706863913,1209,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,16+,,Male
5.80184984,1.038556424,9838,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,16+,,Male
4.349956647,1.105365505,8028,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,16+,,Male
31.22923125,4.640637251,6545,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,16+,,Male
13.36776719,7.0917471,415,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,16+,,Male
37.34400195,6.001609071,3977,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,16+,,Male
0.500802528,0.501069141,944,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,16+,,Male
8.890808827,4.836610831,602,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,25-34,,Male
0,0,10,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,25-34,,Male
6.434477217,2.597864575,1332,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,25-34,,Male
4.383012893,2.533252442,730,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,25-34,,Male
28.00646284,10.27800423,923,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,25-34,,Male
0,0,24,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,25-34,,Male
28.8655668,10.59817248,888,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,25-34,,Male
20.6480881,7.541977109,412,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,35-44,,Male
59.50653267,53.9101453,92,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,35-44,,Male
8.631011923,2.632417914,1925,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,35-44,,Male
5.372789363,2.654943785,1513,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,35-44,,Male
28.12857234,10.55731439,752,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,35-44,,Male
20.42754556,20.22048266,58,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,35-44,,Male
24.95199458,10.67231971,598,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,35-44,,Male
10.87286266,5.446969617,362,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,45-54,,Male
37.02850538,17.27083869,264,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,45-54,,Male
11.27514595,3.602395803,1912,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,45-54,,Male
11.36471321,4.231914311,1550,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,45-54,,Male
29.75952574,7.927954376,1009,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,45-54,,Male
34.40196875,21.15090267,122,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,45-54,,Male
26.78785547,10.02695586,608,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,45-54,,Male
0,0,15,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,45-54,,Male
6.131440025,6.115069072,178,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,55-64,,Male
5.162690956,3.678898349,384,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,55-64,,Male
0.642622078,0.642562261,1718,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,55-64,,Male
0,0,1540,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,55-64,,Male
9.076749491,3.795039927,990,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,55-64,,Male
0,0,104,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,55-64,,Male
17.48922677,8.683159414,393,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,55-64,,Male
0,0,109,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,55-64,,Male
0,0,101,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,65-74,,Male
9.304078909,5.594742167,332,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,65-74,,Male
1.931729482,1.003693058,1759,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,65-74,,Male
2.045574574,1.063009699,1658,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,65-74,,Male
3.785093749,2.029236437,943,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,65-74,,Male
0,0,76,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,65-74,,Male
0,0,282,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,65-74,,Male
2.028595964,2.029595089,253,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,65-74,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Violence with injury,,75+,,Male
8.876375347,8.837994941,123,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Violence with injury,,75+,,Male
0,0,1047,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Violence with injury,,75+,,Male
0,0,1017,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Violence with injury,,75+,,Male
1.21784001,1.21724626,850,Quarter,2017 Q1,K04000001,,,Not living as a couple,,Incidence rate,,Violence with injury,,75+,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Separated,,Incidence rate,,Violence with injury,,75+,,Male
0,0,136,Quarter,2017 Q1,K04000001,,,Single,,Incidence rate,,Violence with injury,,75+,,Male
0,0,561,Quarter,2017 Q1,K04000001,,,Widowed,,Incidence rate,,Violence with injury,,75+,,Male
9.188779467,4.907540885,355,Quarter,2017 Q1,K04000001,,,Cohabiting,,Incidence rate,,Wounding,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Divorced/Legally dissolved partnership,,Incidence rate,,Wounding,,16-24,,All adults
7.599993818,4.061490881,420,Quarter,2017 Q1,K04000001,,,Living as a couple,,Incidence rate,,Wounding,,16-24,,All adults
0,0,65,Quarter,2017 Q1,K04000001,,,Married/civil partnered,,Incidence rate,,Wounding,,16-24,,All adults
