V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Employment status_codelist,Employment status,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
6.717064733,4.764521194,360,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.592787088,2.303812801,676,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
24.97401116,18.73750595,88,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0.820820034,0.81947737,498,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,43,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,45,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
2.988826323,1.198863684,2269,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,96,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
11.36652291,6.95431661,592,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
33.62633861,23.84407434,131,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
7.703879819,7.657330296,405,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
2.254254138,1.231480049,2467,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,65,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
7.147530728,4.324668308,597,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
9.139356262,6.032719567,270,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
7.969647336,7.928466565,226,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0.521415829,0.316536139,2602,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
20.95236526,20.72318694,61,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
3.511174427,2.231213996,1206,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
11.41669662,10.23769994,273,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,126,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,53,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
2.05301157,1.474452145,751,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0.396023546,0.396105792,1685,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
36.76884882,35.92655628,48,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0.800329765,0.494595393,2529,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,46,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.825960333,0.510364094,2453,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,346,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.754437499,0.536466867,2301,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.773465552,0.549985444,2245,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,52,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
7.036237834,5.064526571,391,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,15,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,28,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
7.832350899,5.635471573,343,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
8.148777959,3.838833019,744,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
11.74193861,11.69073494,90,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
2.67259723,1.205717222,5881,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
4.453645785,2.069782393,727,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
34.22071715,34.02264052,111,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0,0,211,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0.334521953,0.3344718,4425,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
6.991297742,5.031528676,407,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.135886951,0.715763702,10198,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
4.712091121,4.701843519,336,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.468138095,3.472120769,163,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
12.36185751,12.34056884,57,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,39,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,47,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
3.353749175,1.578223162,2045,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
24.64000819,22.39084008,212,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
3.73685422,3.742993201,141,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
131.5809353,128.4472297,32,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0.789813885,0.409016434,2409,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,59,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.369386474,2.373665856,315,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.943543538,3.95498484,204,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,51,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,24,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.285473843,1.283049359,2539,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,76,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
1.222550324,0.885216599,837,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
4.214886702,3.052557483,261,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,496,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
2.233395069,1.497230674,1826,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0.695014426,0.694776961,2158,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,38,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0.710034594,0.709762504,2111,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
2.202732762,2.200279894,541,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,1805,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,1791,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,94,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
12.58502985,4.682307648,831,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,16-24,,All adults
0,0,35,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,16-24,,All adults
9.025488379,8.994887441,124,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,16-24,,All adults
0,0,46,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,16-24,,All adults
14.12183147,5.522762135,626,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,16-24,,All adults
9.780909959,2.666353692,1575,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,16-24,,All adults
3.062124225,3.063217821,178,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,16-24,,All adults
4.056920474,0.723092772,14222,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,16+,,All adults
5.039278725,2.020143614,1577,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,16+,,All adults
4.25427659,1.680595706,1530,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,16+,,All adults
0,0,430,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,16+,,All adults
2.512111479,0.539742979,9914,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,16+,,All adults
12.58271964,4.921840186,771,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,16+,,All adults
4.107204851,0.573015789,20450,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,16+,,All adults
7.720141692,3.045566722,696,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,16+,,All adults
4.514171713,2.108171259,839,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,25-34,,All adults
9.796881545,7.046381737,145,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,25-34,,All adults
5.142665223,3.105668622,518,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,82,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,92,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,25-34,,All adults
5.251686114,1.241544468,4314,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,149,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,25-34,,All adults
7.421281538,3.404238193,804,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,35-44,,All adults
11.87945574,8.312471193,272,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,35-44,,All adults
6.893255623,4.149453467,437,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,35-44,,All adults
2.965363382,1.260591402,4876,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,35-44,,All adults
9.914123496,9.865872822,124,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,35-44,,All adults
1.420763693,1.006345602,912,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,45-54,,All adults
3.167415321,2.243566767,474,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,256,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,108,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,45-54,,All adults
2.268517927,0.78853384,5141,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,45-54,,All adults
24.06895829,12.76201153,137,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,45-54,,All adults
0.750252885,0.749989419,2043,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,55-64,,All adults
3.203719236,3.197585869,534,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,110,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,1247,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,55-64,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,55-64,,All adults
1.822859898,0.809828488,3511,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,55-64,,All adults
13.48845771,13.3956091,101,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,55-64,,All adults
3.303299664,0.92022578,4687,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,84,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,65-74,,All adults
3.393329088,0.945238923,4564,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,65-74,,All adults
5.138991266,2.394299771,887,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,65-74,,All adults
2.361579696,0.796164971,4106,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,75+,,All adults
2.404269637,0.810397881,4036,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,75+,,All adults
4.915569167,4.914395717,146,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,75+,,All adults
16.22059863,7.028002655,440,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,16-24,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,16-24,,Female
9.497302371,9.462876858,119,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,16-24,,Female
18.96312498,8.853934776,283,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,16-24,,Female
15.16092873,4.863209105,831,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,16-24,,Female
0,0,88,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,16-24,,Female
4.837503609,0.940432124,8341,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,16+,,Female
3.757971638,1.888830227,850,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,16+,,Female
4.642247425,1.83327427,1419,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,16+,,Female
0,0,219,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,16+,,Female
3.531764645,0.826755702,5489,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,16+,,Female
16.85857799,7.874223133,364,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,16+,,Female
5.662486035,1.003783223,10252,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,16+,,Female
11.89675313,5.560406931,360,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,16+,,Female
6.072395542,2.833400241,676,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,25-34,,Female
17.7043608,12.7158273,88,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,25-34,,Female
5.434161757,3.281297979,498,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,25-34,,Female
0,0,43,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,25-34,,Female
0,0,45,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,25-34,,Female
6.281442722,1.85049031,2269,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,25-34,,Female
0,0,96,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,25-34,,Female
5.475587932,3.300182901,592,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,131,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,35-44,,Female
7.471844909,4.495543039,405,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,35-44,,Female
6.044142701,2.668454451,2467,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Stealth theft,,35-44,,Female
19.67894837,19.49762587,65,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Stealth theft,,35-44,,Female
2.086881808,1.478698452,597,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Stealth theft,,45-54,,Female
5.533076028,3.919924007,270,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,226,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Stealth theft,,45-54,,Female
