V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Output area classification_codelist,Output area classification,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
11.14056516,8.971422794,190,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,16-24,,Male
33.18532845,33.12899685,216,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,16-24,,Male
12.93872856,5.426502643,1158,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,16+,,Male
4.58330487,2.988070587,721,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,16+,,Male
10.08445118,7.233023683,880,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,16+,,Male
9.575166504,2.19890473,2965,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,16+,,Male
4.419108966,1.932442691,2004,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,16+,,Male
7.153541746,3.172202923,2113,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,16+,,Male
2.355078684,1.143673231,3558,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,16+,,Male
10.64284277,5.427230084,3038,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,16+,,Male
28.07039153,21.98858509,170,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,25-34,,Male
0,0,198,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,25-34,,Male
0,0,190,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,25-34,,Male
10.08877217,4.64036028,440,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,25-34,,Male
2.012912727,2.012845213,393,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,25-34,,Male
0,0,147,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,25-34,,Male
1.417795649,1.420224811,306,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,25-34,,Male
21.34287289,19.93700749,421,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,25-34,,Male
19.12134274,19.13106024,172,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,35-44,,Male
1.96478156,1.965567838,143,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,35-44,,Male
11.73372431,9.215671235,206,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,35-44,,Male
6.685813231,4.312390693,468,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,35-44,,Male
17.39728967,10.1359725,388,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,35-44,,Male
1.440011654,1.442113943,231,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,35-44,,Male
4.714125149,3.642244833,533,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,35-44,,Male
3.126218654,2.215000994,547,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,35-44,,Male
3.903392991,3.903229631,211,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,45-54,,Male
0,0,118,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,45-54,,Male
4.471974216,4.474046138,130,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,45-54,,Male
11.686329,4.621706223,543,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,45-54,,Male
1.465074182,1.465888299,368,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,45-54,,Male
9.405477111,7.717422664,390,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,45-54,,Male
1.846237934,1.840683191,616,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,45-54,,Male
11.87184018,6.05702838,556,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,45-54,,Male
7.999265913,5.618227801,187,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,55-64,,Male
0,0,60,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,55-64,,Male
0,0,138,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,55-64,,Male
0,0,468,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,55-64,,Male
0,0,288,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,55-64,,Male
3.003419631,2.129098678,427,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,55-64,,Male
0,0,683,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,55-64,,Male
0,0,469,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,55-64,,Male
5.315719052,5.305291668,202,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,65-74,,Male
0,0,49,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,65-74,,Male
0,0,77,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,65-74,,Male
1.236800026,1.237380417,487,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,65-74,,Male
0,0,204,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,65-74,,Male
0,0,493,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,65-74,,Male
0,0,707,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,65-74,,Male
0,0,489,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,65-74,,Male
0,0,131,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Incidence rate,,Wounding,,75+,,Male
0,0,36,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Incidence rate,,Wounding,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Incidence rate,,Wounding,,75+,,Male
0,0,340,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Incidence rate,,Wounding,,75+,,Male
0,0,160,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Incidence rate,,Wounding,,75+,,Male
0,0,315,Quarter,2017 Q1,K04000001,,,Rural residents,,Incidence rate,,Wounding,,75+,,Male
0,0,523,Quarter,2017 Q1,K04000001,,,Suburbanites,,Incidence rate,,Wounding,,75+,,Male
2.088748377,2.088247612,340,Quarter,2017 Q1,K04000001,,,Urbanites,,Incidence rate,,Wounding,,75+,,Male
3.728928057,1.635416801,201,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
1.107101916,0.929000021,227,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.937414607,0.668800789,192,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
2.606642279,0.865985317,528,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.884340745,0.482211202,410,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
1.775641783,0.951690835,227,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.998341952,0.457488322,372,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.751475912,0.549571123,431,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
1.083612058,0.264807826,2449,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.297141214,0.250755521,1351,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.408043184,0.149058211,1875,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.920696607,0.158520366,6813,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.43343477,0.11388698,4206,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.587812703,0.1339537,4506,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.436304764,0.08289029,7601,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.569751431,0.110550294,6619,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,16+,,All adults
1.098968599,0.493003113,405,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0,0,345,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.201125955,0.142447045,439,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
1.055550626,0.352467332,1138,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.215138606,0.15331326,931,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.459820374,0.326415369,341,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.707284149,0.380237408,655,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
1.087292573,0.36464566,1055,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.55596656,0.430697376,345,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0,0,275,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.647076573,0.372838827,430,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.349038214,0.146605305,1010,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.537344163,0.250040975,857,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.457469776,0.303129303,516,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.381073446,0.176830875,1175,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.625659354,0.21670573,1208,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.352151622,0.20943179,416,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0,0,197,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.205934935,0.206017971,306,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
1.308547155,0.402279619,1237,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.436331685,0.231653522,676,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.79412926,0.300493429,845,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.565694892,0.204807272,1336,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.618783084,0.243247271,1183,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
1.377783312,0.651358279,383,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0,0,115,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.26692638,0.266997852,238,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.199813376,0.122960847,1026,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.5120302,0.331862347,564,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.743369612,0.315273953,891,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.391597487,0.159304265,1433,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.252585588,0.118089623,1014,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.498375799,0.352384714,404,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0,0,103,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0,0,156,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.485827715,0.240204969,1079,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.074073934,0.074148729,417,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.10197452,0.073366083,993,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.144191869,0.087535619,1452,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.11195415,0.082240638,988,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0,0,295,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0,0,89,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0,0,114,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0.083136982,0.083209973,795,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0,0,351,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0,0,693,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0.11928706,0.119286608,1178,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0.237936202,0.170094856,740,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,75+,,All adults
4.154375258,2.663878031,116,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,16-24,,Female
1.980122212,1.95328846,110,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,16-24,,Female
1.011637325,1.007838782,107,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,16-24,,Female
1.697476163,0.84261,309,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,16-24,,Female
0.796138744,0.489765245,207,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,16-24,,Female
0,0,117,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,16-24,,Female
1.106155941,0.775943327,182,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,16-24,,Female
0.443165756,0.367151222,215,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,16-24,,Female
1.219333263,0.432786334,1291,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.555119452,0.552775098,630,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.360700409,0.201486089,995,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.81563044,0.184872047,3848,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.300239172,0.122512785,2202,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.431018041,0.142471175,2393,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.406111245,0.111954632,4043,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.458439888,0.113377707,3581,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,16+,,Female
1.394037551,0.797376967,235,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0,0,147,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.40519344,0.287075227,249,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,25-34,,Female
1.244709781,0.492259144,698,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0,0,538,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.41439983,0.414150349,194,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.541615352,0.397906386,349,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.642315982,0.302070873,634,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,25-34,,Female
1.225969163,0.946249194,173,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0,0,132,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.373469805,0.273281459,224,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.696286533,0.291720038,542,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.262834119,0.262051279,469,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.170728924,0.129095259,642,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.597349282,0.283358654,661,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.528318451,0.387027601,205,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0,0,79,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0,0,176,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,45-54,,Female
1.123270393,0.561350813,694,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0,0,308,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,45-54,,Female
1.22809555,0.539633934,455,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0.757942057,0.334147398,720,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0.651325048,0.372567543,627,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,45-54,,Female
1.110625775,0.808647534,196,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0,0,55,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0,0,100,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0.387174447,0.237874865,558,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,55-64,,Female
1.05896708,0.684994688,276,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0.839108905,0.485355373,464,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0.511454255,0.269266342,750,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0.223896139,0.158462136,545,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0,0,202,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0,0,54,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0,0,79,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0.054427954,0.054486321,592,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0,0,213,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0,0,500,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0,0,745,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0.143555523,0.143534784,499,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0,0,164,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,75+,,Female
0,0,53,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,75+,,Female
0,0,60,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,75+,,Female
0.14202091,0.142143012,455,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,75+,,Female
0,0,191,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,75+,,Female
0,0,378,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,75+,,Female
0,0,655,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,75+,,Female
0.249746444,0.248599101,400,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,75+,,Female
3.256925847,1.757733334,85,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.35395686,0.355214632,117,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.852422637,0.851601814,85,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,16-24,,Male
3.599517392,1.315273407,219,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.962082346,0.796581036,203,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,16-24,,Male
3.374464522,1.788799042,110,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.901368223,0.521876467,190,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,16-24,,Male
1.033219681,0.753171833,216,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.942706527,0.296663886,1158,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.091630767,0.09166923,721,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.457580019,0.220554536,880,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,16+,,Male
1.039515199,0.232532615,2965,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.562962102,0.191174092,2004,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.752458902,0.233612279,2113,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.468269419,0.121807116,3558,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.688724706,0.175809203,3038,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.786600724,0.558027748,170,Quarter,2017 Q1,K04000001,,,Constrained city dwellers,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0,0,198,Quarter,2017 Q1,K04000001,,,Cosmopolitans,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0,0,190,Quarter,2017 Q1,K04000001,,,Ethnicity central,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0.857055375,0.509664219,440,Quarter,2017 Q1,K04000001,,,Hard-pressed living,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0.434128027,0.309409487,393,Quarter,2017 Q1,K04000001,,,Multicultural metropolitans,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0.506042854,0.506777224,147,Quarter,2017 Q1,K04000001,,,Rural residents,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0.857256024,0.627684054,306,Quarter,2017 Q1,K04000001,,,Suburbanites,,Prevalence rate,,Acquaintance violence,,25-34,,Male
1.625160208,0.718015202,421,Quarter,2017 Q1,K04000001,,,Urbanites,,Prevalence rate,,Acquaintance violence,,25-34,,Male
