V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Ethnic group_codelist,Ethnic group,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
8.215314635,3.101187742,984,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,16+,,Female
5.704069693,3.799409171,591,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,16+,,Female
10.88191937,8.448097521,206,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,16+,,Female
39.53471157,28.24224258,171,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,16+,,Female
4.7297355,0.652737256,17013,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,16+,,Female
14.46963555,8.123531059,288,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,25-34,,Female
5.95289025,5.953425669,121,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,25-34,,Female
11.14576961,11.15952395,58,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,25-34,,Female
14.03742637,14.05132378,45,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,25-34,,Female
4.52312204,1.389603312,2531,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,25-34,,Female
8.226624731,5.839463044,269,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,164,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,35-44,,Female
40.20363149,39.16542606,44,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,35-44,,Female
94.79445991,91.51508481,48,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,35-44,,Female
3.626693175,1.259239109,2600,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,139,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,45-54,,Female
4.5476237,4.551165572,135,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,34,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,45-54,,Female
2.44097645,0.81545365,2925,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,102,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,55-64,,Female
1.717127355,0.815519012,2743,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,49,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,65-74,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,65-74,,Female
0,0,13,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,65-74,,Female
4.683542123,1.293720984,2775,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,65-74,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,75+,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,75+,,Female
4.157155799,1.401984921,2295,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,75+,,Female
3.944594464,3.95339317,100,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,16-24,,Male
0,0,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,16-24,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,16-24,,Male
0,0,25,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,16-24,,Male
7.198262092,3.109698176,1022,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,16-24,,Male
4.653604888,2.214153054,972,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,16+,,Male
2.637076362,2.634837517,435,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,16+,,Male
0,0,164,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,16+,,Male
0,0,178,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,16+,,Male
2.748821978,0.587902973,14660,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,16+,,Male
0,0,210,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,25-34,,Male
4.842365638,1.854142104,1908,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,294,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,98,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,40,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,35-44,,Male
1.427417655,0.857430815,2209,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,35-44,,Male
12.69497589,10.03226786,156,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,99,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,45-54,,Male
2.238526787,1.203056817,2620,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,45-54,,Male
11.03637584,10.99147446,95,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,55-64,,Male
17.00869646,16.86045703,83,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,18,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,55-64,,Male
0.709385631,0.709147666,2491,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,55-64,,Male
23.63021866,23.29509373,67,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,23,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,14,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,65-74,,Male
1.9391726,0.941694465,2599,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stealth theft,,75+,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stealth theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stealth theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stealth theft,,75+,,Male
0.41740536,0.417388501,1811,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stealth theft,,75+,,Male
8.946776088,8.894771139,204,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,16-24,,All adults
9.466624801,9.443058456,93,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,16-24,,All adults
11.46544086,11.49175085,77,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,16-24,,All adults
0,0,43,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,16-24,,All adults
35.4324972,6.93595124,2166,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,16-24,,All adults
5.234843676,2.450529419,1956,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,16+,,All adults
11.760313,3.750050427,1026,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,16+,,All adults
30.9925538,14.60076766,370,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,16+,,All adults
3.947344941,3.100523373,349,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,16+,,All adults
11.83828356,1.124066397,31673,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,16+,,All adults
10.75267203,6.894646531,498,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,25-34,,All adults
14.48905653,8.074057584,185,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,25-34,,All adults
11.39747542,8.1941399,104,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,25-34,,All adults
12.77695997,12.72529439,76,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,25-34,,All adults
15.44293278,2.90984268,4439,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,25-34,,All adults
3.318030859,2.068349481,563,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,35-44,,All adults
27.08466418,12.14096519,262,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,35-44,,All adults
119.5031277,72.16129743,79,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,35-44,,All adults
4.109919901,4.121126027,88,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,35-44,,All adults
9.32290572,1.727781803,4809,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,35-44,,All adults
0,0,295,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,45-54,,All adults
5.50465782,5.491102166,234,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,45-54,,All adults
11.76020463,11.760805,55,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,45-54,,All adults
13.2113552,2.351323815,5545,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,45-54,,All adults
0,0,197,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,33,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,44,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,55-64,,All adults
5.092006524,1.676067247,5234,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,116,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,63,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,65-74,,All adults
3.023796917,1.188646755,5374,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,83,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,75+,,All adults
0,0,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,75+,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,75+,,All adults
0.855554819,0.384708776,4106,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,75+,,All adults
0,0,104,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,16-24,,Female
18.23105192,18.12552721,51,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,16-24,,Female
24.26690812,24.33726251,42,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,16-24,,Female
6.961059559,2.518042959,1144,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,16-24,,Female
1.414654143,1.415241545,984,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,16+,,Female
12.44515792,5.402176048,591,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,16+,,Female
12.92781056,8.327754481,206,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,16+,,Female
8.522025028,6.681364314,171,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,16+,,Female
3.884686292,0.588585122,17013,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,16+,,Female
4.982432227,4.986668584,288,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,25-34,,Female
21.21947684,13.44797512,121,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,25-34,,Female
10.06606586,10.0879258,58,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,25-34,,Female
24.68415821,24.43881387,45,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,25-34,,Female
5.066307339,1.903062662,2531,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,25-34,,Female
0,0,269,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,35-44,,Female
20.71114374,14.58496239,164,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,35-44,,Female
0,0,44,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,35-44,,Female
7.74411768,7.785694234,48,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,35-44,,Female
5.995976987,1.939576154,2600,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,35-44,,Female
0,0,139,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,45-54,,Female
0,0,135,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,45-54,,Female
21.35602463,21.31582204,34,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,45-54,,Female
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,45-54,,Female
4.793845477,1.495342816,2925,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,45-54,,Female
0,0,102,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,55-64,,Female
2.400211988,0.977649934,2743,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,49,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,13,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,65-74,,Female
1.203027059,0.620594535,2775,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,75+,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,75+,,Female
0.288158952,0.288155772,2295,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,75+,,Female
17.09150829,16.90064678,100,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,16-24,,Male
0,0,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,16-24,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,16-24,,Male
0,0,25,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,16-24,,Male
62.80083163,13.38203136,1022,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,16-24,,Male
8.727850776,4.503126585,972,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,16+,,Male
10.95596012,5.110340907,435,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,16+,,Male
48.20753482,27.38402155,164,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,16+,,Male
0,0,178,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,16+,,Male
20.22867244,2.224846278,14660,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,16+,,Male
16.81049024,13.11654496,210,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,25-34,,Male
5.530662117,5.557869412,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,25-34,,Male
12.59226951,12.63512183,46,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,25-34,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,25-34,,Male
25.6870611,5.481686665,1908,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,25-34,,Male
6.008965914,3.74474076,294,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,35-44,,Male
36.21172269,20.84559518,98,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,35-44,,Male
241.7271449,144.2815977,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,35-44,,Male
0,0,40,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,35-44,,Male
12.75538596,2.887932496,2209,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,35-44,,Male
0,0,156,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,45-54,,Male
12.44785938,12.37383128,99,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,45-54,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,45-54,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,45-54,,Male
21.95301739,4.525101319,2620,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,45-54,,Male
0,0,95,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,83,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,18,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,55-64,,Male
7.907708136,3.27627952,2491,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,67,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,23,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,14,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,65-74,,Male
4.996062699,2.384994067,2599,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Stranger violence,,75+,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Stranger violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Stranger violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Stranger violence,,75+,,Male
1.621255018,0.816124913,1811,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Stranger violence,,75+,,Male
15.21298119,8.518310258,204,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Theft from the person,,16-24,,All adults
21.22203331,14.95707642,93,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Theft from the person,,16-24,,All adults
25.97757571,25.50344116,77,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Theft from the person,,16-24,,All adults
19.36091782,19.28289429,43,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Theft from the person,,16-24,,All adults
18.84500301,3.448577915,2166,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Theft from the person,,16-24,,All adults
11.45659864,2.685290959,1956,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Theft from the person,,16+,,All adults
11.4391272,3.672114414,1026,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Theft from the person,,16+,,All adults
24.65799955,13.35785439,370,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Theft from the person,,16+,,All adults
33.59254054,16.01617564,349,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Theft from the person,,16+,,All adults
6.935661593,0.619869355,31673,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Theft from the person,,16+,,All adults
12.00749551,5.026711586,498,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Theft from the person,,25-34,,All adults
6.199178848,4.411786556,185,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Theft from the person,,25-34,,All adults
10.53037118,7.475457495,104,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Theft from the person,,25-34,,All adults
20.86947971,15.35149574,76,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Theft from the person,,25-34,,All adults
9.175818344,1.652135156,4439,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Theft from the person,,25-34,,All adults
5.803091847,3.360230485,563,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Theft from the person,,35-44,,All adults
11.49856344,7.510499644,262,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Theft from the person,,35-44,,All adults
71.75794133,54.52036215,79,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Theft from the person,,35-44,,All adults
99.30163465,58.64826407,88,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Theft from the person,,35-44,,All adults
5.593456067,1.491788662,4809,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Theft from the person,,35-44,,All adults
