V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Level of physical disorder in immediate area_codelist,Level of physical disorder in immediate area,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.727797219,0.449764079,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.761091895,0.541192597,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
8.845003465,3.268583228,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0.32305311,0.32334717,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.219925132,0.655254386,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
1.486025545,1.490495787,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
3.446889178,1.569324971,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.662876408,1.770273661,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.341979306,1.239977143,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
2.038138518,1.161060338,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.040303151,0.737934451,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
4.12256156,4.120584556,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,16-24,,All adults
10.83702534,2.417965375,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,16-24,,All adults
6.500884143,2.23064982,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,16+,,All adults
4.056624011,0.453805795,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,16+,,All adults
9.044418598,6.631191714,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,25-34,,All adults
4.733717169,1.04614166,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,25-34,,All adults
6.820546444,4.790832839,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,35-44,,All adults
3.49919551,1.217378549,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,35-44,,All adults
8.081975664,5.711775825,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,45-54,,All adults
2.297719331,0.703202315,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,55-64,,All adults
1.725577577,0.65004025,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,55-64,,All adults
8.734566097,6.190364388,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,65-74,,All adults
3.448949164,0.871517094,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,65-74,,All adults
9.845241765,9.814078023,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,75+,,All adults
2.275678405,0.772401554,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,75+,,All adults
0,0,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,16-24,,Female
15.71215652,4.056293074,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,16-24,,Female
4.987816091,2.173129932,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,16+,,Female
5.50945785,0.730709349,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,16+,,Female
1.759655492,1.759443152,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,25-34,,Female
6.47511576,1.666233493,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,25-34,,Female
6.646045369,6.561878601,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,35-44,,Female
6.209138849,2.342169659,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,35-44,,Female
8.134162231,8.107659097,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,45-54,,Female
2.074263303,0.674118717,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,55-64,,Female
1.639813435,0.778832631,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,55-64,,Female
15.39347748,10.90652505,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,65-74,,Female
4.138861057,1.233684692,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,65-74,,Female
16.27923575,16.20445789,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,75+,,Female
3.708065571,1.328333654,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,75+,,Female
7.625637321,7.622604635,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,16-24,,Male
6.113702709,2.703252675,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,16-24,,Male
7.90969777,3.815643265,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,16+,,Male
2.530792865,0.530747929,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,16+,,Male
16.50864932,13.31040849,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,25-34,,Male
2.985731731,1.26293205,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,25-34,,Male
6.966233395,6.904090859,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,35-44,,Male
0.714677976,0.530139359,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,35-44,,Male
8.037166136,8.005833083,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,45-54,,Male
2.530287512,1.252868901,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,55-64,,Male
1.815321981,1.051270281,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,65-74,,Male
2.712245252,1.226568035,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stealth theft,,75+,,Male
0.404132274,0.404117965,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stealth theft,,75+,,Male
15.18453893,7.38400443,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,16-24,,All adults
31.00593352,6.156002915,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,16-24,,All adults
12.81435172,2.766343297,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,16+,,All adults
11.37778372,1.062577601,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,16+,,All adults
11.61886628,5.716671116,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,25-34,,All adults
14.99905758,2.697433114,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,25-34,,All adults
20.27408618,7.954514269,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,35-44,,All adults
10.605317,1.948672952,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,35-44,,All adults
15.27121727,6.96863264,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,45-54,,All adults
11.84515269,2.180427345,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,45-54,,All adults
5.512256909,3.91793183,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,55-64,,All adults
4.615153053,1.592084202,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,55-64,,All adults
4.181777664,4.181644399,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,65-74,,All adults
2.861984059,1.168822919,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,75+,,All adults
0.843757768,0.379398825,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,75+,,All adults
12.75877341,9.835262431,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,16-24,,Female
6.661937394,2.351136654,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,16-24,,Female
8.989117342,3.611737005,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,16+,,Female
3.885838948,0.571325558,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,16+,,Female
7.850089132,7.857279599,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,25-34,,Female
5.863568671,1.834376559,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,25-34,,Female
16.07697364,11.31784793,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,35-44,,Female
5.568095543,1.758685907,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,35-44,,Female
8.395525123,8.372318006,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,45-54,,Female
4.276804974,1.351855924,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,45-54,,Female
5.659411972,5.679242414,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,55-64,,Female
2.068300228,0.907917194,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,65-74,,Female
1.198863533,0.618494426,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,75+,,Female
0.288157618,0.288156025,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,75+,,Female
17.24579146,10.8929829,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,16-24,,Male
54.59187282,11.94123597,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,16-24,,Male
16.37601725,4.153184028,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,16+,,Male
19.24615955,2.100522296,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,16+,,Male
15.48049113,8.312120719,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,25-34,,Male
24.16910151,5.102537373,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,25-34,,Male
23.7781593,11.11784099,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,35-44,,Male
15.78115638,3.519952474,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,35-44,,Male
21.17496879,10.79601549,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,45-54,,Male
19.72212463,4.214192885,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,45-54,,Male
5.392476029,5.391379819,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,55-64,,Male
7.280203759,3.119270975,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,55-64,,Male
9.667060663,9.651834439,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,65-74,,Male
4.637902706,2.327062856,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Stranger violence,,75+,,Male
1.56970068,0.79016926,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Stranger violence,,75+,,Male
4.12256156,4.120584556,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,16-24,,All adults
20.16254954,3.36487876,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,16-24,,All adults
9.564950078,2.741373087,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,16+,,All adults
7.914742145,0.65812373,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,16+,,All adults
11.16761704,6.818410876,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,25-34,,All adults
9.571158986,1.532896425,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,25-34,,All adults
8.447393187,5.047110954,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,35-44,,All adults
8.642392649,2.015450644,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,35-44,,All adults
14.43274682,8.489065686,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,45-54,,All adults
5.253856561,1.044654053,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,45-54,,All adults
10.87130906,9.765926595,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,55-64,,All adults
4.078372349,0.995374631,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,55-64,,All adults
8.734566097,6.190364388,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,65-74,,All adults
4.327874358,0.969685843,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,65-74,,All adults
9.845241765,9.814078023,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,75+,,All adults
2.901477965,0.850149997,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,75+,,All adults
0,0,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,16-24,,Female
24.11804068,5.210176663,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,16-24,,Female
10.99573411,3.940279871,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,16+,,Female
9.36500638,0.986822968,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,16+,,Female
4.50470685,3.262070979,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,25-34,,Female
11.44498672,2.197496538,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,25-34,,Female
10.22149838,7.435391526,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,35-44,,Female
13.6588431,3.534175679,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,35-44,,Female
21.88123848,15.76394165,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,45-54,,Female
4.01171888,0.977765584,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,45-54,,Female
24.22709823,21.56073218,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,55-64,,Female
3.596595961,1.136235434,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,55-64,,Female
15.39347748,10.90652505,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,65-74,,Female
4.866658275,1.312030311,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,65-74,,Female
16.27923575,16.20445789,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,75+,,Female
4.812820602,1.470627929,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,75+,,Female
7.625637321,7.622604635,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,16-24,,Male
16.33022993,4.327922147,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,16-24,,Male
8.23275088,3.829666986,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,16+,,Male
6.391609713,0.874958019,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,16+,,Male
17.99467486,13.4001622,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,25-34,,Male
7.690243495,2.14698583,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,25-34,,Male
6.966233395,6.904090859,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,35-44,,Male
3.487895861,1.851135202,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,35-44,,Male
8.037166136,8.005833083,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,45-54,,Male
6.546646485,1.884748641,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,45-54,,Male
0,0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,55-64,,Male
4.582507685,1.653127531,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,55-64,,Male
0,0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,65-74,,Male
3.752548403,1.430311963,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,65-74,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Theft from the person,,75+,,Male
0.404132274,0.404117965,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Theft from the person,,75+,,Male
22.96439357,14.15473065,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,16-24,,All adults
47.97732285,5.502650587,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,16-24,,All adults
24.52041915,5.364222312,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,16+,,All adults
21.7553134,1.112451153,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,16+,,All adults
36.80616282,13.89144226,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,25-34,,All adults
26.25962093,2.536119332,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,25-34,,All adults
21.29891302,9.844790423,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,35-44,,All adults
22.7734739,2.714950376,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,35-44,,All adults
28.36852194,14.59877376,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,45-54,,All adults
17.23888051,2.062758275,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,45-54,,All adults
15.22243503,10.29893212,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,55-64,,All adults
15.01198897,2.105657104,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,55-64,,All adults
11.60235447,6.827735136,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,65-74,,All adults
11.39292543,1.686945758,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,65-74,,All adults
9.845241765,9.814078023,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,75+,,All adults
9.455969601,1.68857082,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,75+,,All adults
4.335851498,4.344867797,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,16-24,,Female
52.34486748,7.92841292,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,16-24,,Female
22.57544519,6.321525863,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,16+,,Female
22.4352106,1.516122372,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,16+,,Female
14.95972581,8.554681906,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,25-34,,Female
26.91798927,3.513631534,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,25-34,,Female
30.12230305,14.04362277,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,35-44,,Female
31.21195207,4.564235086,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,35-44,,Female
43.24357137,28.76926816,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,45-54,,Female
14.17223531,2.19292773,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,45-54,,Female
33.92373694,22.68050304,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,55-64,,Female
11.14569552,2.249111962,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,55-64,,Female
20.44756205,12.03506472,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,65-74,,Female
10.05052618,1.942886307,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,65-74,,Female
16.27923575,16.20445789,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,75+,,Female
11.82707002,2.454448355,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,75+,,Female
38.79367671,25.85885666,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,16-24,,Male
43.74578084,7.653485408,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,16-24,,Male
26.33137922,8.558552849,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,16+,,Male
21.04125493,1.583147824,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,16+,,Male
59.19080921,26.61326244,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,25-34,,Male
25.59876231,3.72873604,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,25-34,,Male
13.93246679,13.80818172,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,35-44,,Male
14.10277955,2.91572828,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,35-44,,Male
15.59619388,10.95377051,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,45-54,,Male
20.43057824,3.605681164,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,45-54,,Male
0,0,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,55-64,,Male
19.05771473,3.632625193,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,55-64,,Male
0,0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,65-74,,Male
12.82637047,2.814707377,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,65-74,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal theft,,75+,,Male
6.357907899,2.212924168,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal theft,,75+,,Male
80.9539542,21.53451386,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16-24,,All adults
117.5244556,11.13953807,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16-24,,All adults
68.48616125,8.702676489,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16+,,All adults
50.63701054,2.225311087,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16+,,All adults
88.71450868,22.91823849,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,25-34,,All adults
59.11316384,4.964213064,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,25-34,,All adults
84.65639901,23.74935706,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,35-44,,All adults
48.04790257,4.213110045,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,35-44,,All adults
59.39476509,17.79998043,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,45-54,,All adults
57.43897631,5.652215437,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,45-54,,All adults
44.28425189,16.31389319,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,55-64,,All adults
29.68625261,3.491280837,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,55-64,,All adults
21.02861937,9.562778779,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,65-74,,All adults
19.27113782,2.404485232,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,65-74,,All adults
9.845241765,9.814078023,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,75+,,All adults
11.81710277,1.81846356,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,75+,,All adults
30.62420995,15.44797341,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16-24,,Female
94.70934672,11.97999872,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16-24,,Female
