V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of hours out of home on an average weekday_codelist,Number of hours out of home on an average weekday,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
2.597171502,0.927729843,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault,,45-54,,Male
0.378859643,0.197716847,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault,,55-64,,Male
0.870161838,0.241515163,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault,,55-64,,Male
0.322462939,0.238043785,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault,,55-64,,Male
0.866864927,0.28780661,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault,,65-74,,Male
0.11980483,0.119984948,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault,,65-74,,Male
0.499617266,0.19160151,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault,,65-74,,Male
0.307141826,0.218588165,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault,,75+,,Male
0.214404512,0.132934293,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault,,75+,,Male
2.2227001,0.616201645,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
1.829683283,0.346207835,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
1.606442789,1.009065177,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
0.888612845,0.125410604,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,16+,,All adults
1.153964508,0.094706739,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,16+,,All adults
0.557340519,0.094092322,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,16+,,All adults
0.812694968,0.329731882,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
1.292785059,0.20039733,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
1.095042797,0.374284298,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
0.975159973,0.305066777,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
0.977846613,0.165181752,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
0.746967531,0.306667369,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
0.877362583,0.258149145,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
1.05017971,0.184130994,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
1.559294373,0.498770341,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
0.396477935,0.147838065,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0.721327807,0.185772296,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0.343001663,0.133029815,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0.546744447,0.153800723,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
0.075974362,0.075896735,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
0.244092541,0.098943572,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
0.197113798,0.114788725,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,75+,,All adults
0.146239503,0.069156451,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,75+,,All adults
0.270063651,0.269962994,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,16-24,,Female
1.066005272,0.379107791,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,16-24,,Female
2.314455113,1.729494491,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,16-24,,Female
0.548930158,0.101324696,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,16+,,Female
0.797747908,0.116218002,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,16+,,Female
0.560754053,0.124693419,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,16+,,Female
0.623912899,0.242896257,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,25-34,,Female
0.889405011,0.228372279,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,25-34,,Female
1.305981561,0.474373228,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,25-34,,Female
1.220870883,0.412989828,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,35-44,,Female
0.566528408,0.19036718,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,35-44,,Female
0.505923493,0.278189192,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,35-44,,Female
0.591726916,0.259873165,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,45-54,,Female
0.887688297,0.25239443,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,45-54,,Female
1.159825972,0.595748128,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,45-54,,Female
0.407568819,0.206361492,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,55-64,,Female
0.557122475,0.242046933,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,55-64,,Female
0.504692682,0.214118181,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,55-64,,Female
0.367753113,0.161656856,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,65-74,,Female
0.162507354,0.122165721,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,65-74,,Female
0.107325844,0.107401629,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,75+,,Female
0.095783091,0.069158435,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,75+,,Female
4.238170522,1.212087335,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,16-24,,Male
2.509962169,0.565589657,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,16-24,,Male
0.752682134,0.751814873,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,16-24,,Male
1.407514217,0.273875246,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,16+,,Male
1.406901805,0.140114437,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,16+,,Male
0.552378873,0.131031408,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,16+,,Male
1.165266441,0.82847299,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,25-34,,Male
1.568330945,0.300268879,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,25-34,,Male
0.491596567,0.491653138,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,25-34,,Male
0.344979334,0.244384509,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,35-44,,Male
1.239109249,0.241449292,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,35-44,,Male
1.211249322,0.718518224,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,35-44,,Male
1.481782328,0.586121168,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,45-54,,Male
1.171450254,0.262508223,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,45-54,,Male
2.160221289,0.872180771,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,45-54,,Male
0.378859643,0.197716847,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0.825540705,0.239608216,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0.111087996,0.111119713,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0.745396656,0.272205201,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,65-74,,Male
0.11980483,0.119984948,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,65-74,,Male
0.338917853,0.164001653,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,65-74,,Male
0.307141826,0.218588165,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Common assault with no injury,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Common assault with no injury,,75+,,Male
0.214404512,0.132934293,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Common assault with no injury,,75+,,Male
0.692018536,0.270235603,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.562045001,0.210361815,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.672331778,0.540482423,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.295072769,0.056971144,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,16+,,All adults
0.296713965,0.050507279,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,16+,,All adults
0.273123492,0.053439539,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,16+,,All adults
0.555905454,0.170684102,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,25-34,,All adults
0.267492101,0.07964891,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,25-34,,All adults
0.962683166,0.311817683,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,25-34,,All adults
0.15351841,0.078906732,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,35-44,,All adults
0.230248229,0.078999097,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,35-44,,All adults
0.381164028,0.173648453,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,35-44,,All adults
0.572418733,0.209089194,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,45-54,,All adults
0.358227965,0.112978295,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,45-54,,All adults
0.391594394,0.185406543,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,45-54,,All adults
0,0,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,55-64,,All adults
0.051307368,0.036289424,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,55-64,,All adults
0.266119851,0.124887893,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,55-64,,All adults
0.058776437,0.042667677,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,65-74,,All adults
0.073331829,0.073378881,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,65-74,,All adults
0.146969308,0.080995249,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,65-74,,All adults
0,0,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,75+,,All adults
0,0,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,75+,,All adults
0.687060836,0.331761545,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,16-24,,Female
0.722190022,0.323424397,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,16-24,,Female
1.229887554,0.985453222,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,16-24,,Female
0.309862932,0.069820382,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,16+,,Female
0.429814898,0.091704397,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,16+,,Female
0.401211372,0.084722227,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,16+,,Female
0.667183827,0.219051674,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,25-34,,Female
0.360761978,0.138029261,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,25-34,,Female
1.299195662,0.419546698,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,25-34,,Female
0.174252321,0.102404137,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,35-44,,Female
0.400207974,0.181260341,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,35-44,,Female
0.281536142,0.146154827,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,35-44,,Female
0.490315034,0.253882928,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,45-54,,Female
0.500681599,0.206425239,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,45-54,,Female
0.551633259,0.291802828,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,45-54,,Female
0,0,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,55-64,,Female
0.063714393,0.063693301,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,55-64,,Female
0.451659542,0.211628684,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,55-64,,Female
0.111735691,0.081198252,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,65-74,,Female
0.200442929,0.200772752,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,65-74,,Female
0.199548082,0.131159263,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,65-74,,Female
0,0,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,75+,,Female
0,0,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,75+,,Female
0.69713577,0.427266994,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,16-24,,Male
0.419388966,0.273970062,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,16-24,,Male
0,0,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,16-24,,Male
0.272479226,0.098414332,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,16+,,Male
0.202203517,0.057068594,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,16+,,Male
0.086944995,0.045330072,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,16+,,Male
0.348080736,0.268951404,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,25-34,,Male
0.203780147,0.09517688,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,25-34,,Male
0,0,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,25-34,,Male
0.100341652,0.100292443,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,35-44,,Male
0.122292563,0.058850028,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,35-44,,Male
0.573060138,0.42207354,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,35-44,,Male
0.746154378,0.367672501,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,45-54,,Male
0.25191201,0.122911354,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,45-54,,Male
0.150845284,0.150923425,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,45-54,,Male
0,0,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,55-64,,Male
0.043433251,0.043425818,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,55-64,,Male
0,0,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,55-64,,Male
0,0,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,65-74,,Male
0,0,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,65-74,,Male
0.085857742,0.085861225,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,65-74,,Male
0,0,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Domestic violence,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Domestic violence,,75+,,Male
0,0,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Domestic violence,,75+,,Male
0.53581396,0.223795711,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,16-24,,All adults
0.863765293,0.240078924,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,16-24,,All adults
0.544963101,0.334503298,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,16-24,,All adults
0.32333485,0.064363421,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,16+,,All adults
0.363921413,0.058370636,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,16+,,All adults
0.18147806,0.04320656,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,16+,,All adults
0.233300095,0.1130591,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,25-34,,All adults
0.325213268,0.102469455,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,25-34,,All adults
0.519998351,0.290862378,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,25-34,,All adults
0.535270838,0.218399847,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,35-44,,All adults
0.270370418,0.09301147,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,35-44,,All adults
0.110373884,0.110326756,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,35-44,,All adults
0.450031854,0.228648931,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,45-54,,All adults
0.318697368,0.113114737,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,45-54,,All adults
0.430500679,0.213424361,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,45-54,,All adults
0.239004061,0.110011722,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,55-64,,All adults
0.068326916,0.053466183,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,55-64,,All adults
0.135961759,0.079016416,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,55-64,,All adults
0.135095877,0.110114965,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,65-74,,All adults
0.128832939,0.128833246,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,65-74,,All adults
0.065017471,0.038520418,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,65-74,,All adults
0.10517269,0.079862035,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,75+,,All adults
0.066981194,0.039242907,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,75+,,All adults
0.553770995,0.342989459,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,16-24,,Female
0.597298422,0.289461745,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,16-24,,Female
0.54697269,0.411932534,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,16-24,,Female
0.269100155,0.077203829,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,16+,,Female
0.266082327,0.072666315,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,16+,,Female
0.226074362,0.065543406,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,16+,,Female
0.252890846,0.137906954,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,25-34,,Female
0.200782022,0.099180891,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,25-34,,Female
0.645057666,0.388049703,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,25-34,,Female
0.282844084,0.172070226,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,35-44,,Female
0.447801712,0.196969094,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,35-44,,Female
0.167677373,0.167566531,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,35-44,,Female
0.33317312,0.272323914,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,45-54,,Female
0.080145264,0.057978573,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,45-54,,Female
0.501650899,0.321028423,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,45-54,,Female
0.25924833,0.153505483,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,55-64,,Female
0,0,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,55-64,,Female
0.154762166,0.110395514,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,55-64,,Female
0.054617084,0.054673849,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,65-74,,Female
0.075119221,0.054983754,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,65-74,,Female
0.132821339,0.132717794,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,75+,,Female
0.075551911,0.054528393,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,75+,,Female
0.517279085,0.287018402,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,16-24,,Male
1.101132068,0.371704256,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Mugging,,16-24,,Male
0.542539827,0.542983507,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Mugging,,16-24,,Male
0.406184105,0.112681748,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Mugging,,16+,,Male
