V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
7.637065189,3.330504249,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,16-24,,All adults
12.36227994,3.724398748,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,16-24,,All adults
11.82635518,3.001479873,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,16-24,,All adults
10.39469552,4.739280758,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,16-24,,All adults
2.712853102,0.446013748,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,16+,,All adults
7.092851078,1.340194041,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,16+,,All adults
6.620494412,0.938972677,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,16+,,All adults
5.94182322,1.231719266,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,16+,,All adults
2.703102336,1.213793228,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,25-34,,All adults
6.481404027,1.842606125,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,25-34,,All adults
6.75472234,1.653700171,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,25-34,,All adults
7.492660034,3.576286545,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,25-34,,All adults
3.31486245,1.677807023,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,35-44,,All adults
3.801626666,1.77350293,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,35-44,,All adults
4.316410323,1.496974279,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,35-44,,All adults
5.122236035,2.648701553,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,35-44,,All adults
1.861367494,0.684130901,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,45-54,,All adults
4.222487782,3.529642849,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,45-54,,All adults
4.494932,1.922671288,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,45-54,,All adults
4.708008796,2.028273624,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,45-54,,All adults
1.128627588,0.555867353,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,55-64,,All adults
2.749609246,2.745672003,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,55-64,,All adults
3.4053497,1.964901487,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,55-64,,All adults
3.85304278,2.72510125,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,55-64,,All adults
3.172044578,0.949236207,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,65-74,,All adults
2.342923529,2.344872642,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,65-74,,All adults
4.312252915,1.71286052,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,65-74,,All adults
5.089434502,2.199343712,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,65-74,,All adults
2.286268569,0.760419306,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,75+,,All adults
2.993989665,2.997685459,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,75+,,All adults
3.167361093,2.549069508,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,75+,,All adults
3.222134336,3.218234219,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,75+,,All adults
12.25567088,6.373213645,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,16-24,,Female
15.88255838,5.845707977,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,16-24,,Female
15.9683079,4.790606567,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,16-24,,Female
16.17750484,8.235921166,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,16-24,,Female
3.553937995,0.740221542,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,16+,,Female
9.584553828,2.149988564,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,16+,,Female
8.793110114,1.430777082,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,16+,,Female
7.828911339,1.80444794,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,16+,,Female
1.887582751,1.335242563,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,25-34,,Female
9.875670753,3.298448507,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,25-34,,Female
9.298730069,2.514801085,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,25-34,,Female
7.996227307,3.470442286,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,25-34,,Female
5.782696342,3.202028237,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,35-44,,Female
7.31756164,3.748385281,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,35-44,,Female
6.901478962,2.692867796,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,35-44,,Female
6.371431566,3.840192221,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,35-44,,Female
1.270272639,0.572199386,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,45-54,,Female
1.779586466,1.780515872,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,45-54,,Female
5.138123595,2.218105351,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,45-54,,Female
7.110758456,3.355149357,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,45-54,,Female
1.424535599,0.744694994,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,55-64,,Female
2.058655742,2.058631573,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,55-64,,Female
3.38961452,3.389185696,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,55-64,,Female
4.102858572,1.382640494,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,65-74,,Female
4.759085829,4.759576174,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,65-74,,Female
6.328978451,2.916856021,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,65-74,,Female
6.896565184,3.576609602,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,65-74,,Female
3.723832671,1.311567984,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,75+,,Female
5.162725555,5.171724581,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,75+,,Female
5.26347205,4.232309982,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,75+,,Female
5.293798101,5.280715382,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,75+,,Female
3.402177651,2.487280905,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,16-24,,Male
9.108659644,4.743156295,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,16-24,,Male
7.802878727,3.682468745,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,16-24,,Male
3.978894678,3.977020638,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,16-24,,Male
1.826648785,0.482523808,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,16+,,Male
4.867899393,1.66722801,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,16+,,Male
4.391165101,1.207259805,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,16+,,Male
3.575590029,1.604272414,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,16+,,Male
3.552086032,2.050214725,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,25-34,,Male
3.467652252,1.875849977,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,25-34,,Male
4.25895536,2.152700126,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,25-34,,Male
6.845336766,6.845339961,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,25-34,,Male
0.726710583,0.726320963,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,35-44,,Male
0.87509953,0.876071859,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,35-44,,Male
1.784859048,1.336680503,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,35-44,,Male
3.543982473,3.528092922,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,35-44,,Male
2.466261773,1.255103954,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,45-54,,Male
6.070525386,6.043008412,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,45-54,,Male
3.823304122,3.175570186,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,45-54,,Male
1.477338981,1.477723428,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,45-54,,Male
0.827399555,0.826965994,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,55-64,,Male
5.583835896,5.567362227,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,55-64,,Male
4.890649574,3.450798607,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,55-64,,Male
4.388394727,4.376955834,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,55-64,,Male
2.179225598,1.291502484,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,65-74,,Male
2.086627991,1.60964962,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,65-74,,Male
2.990322085,2.305628311,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,65-74,,Male
0.478825923,0.478811676,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stealth theft,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stealth theft,,75+,,Male
0,0,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stealth theft,,75+,,Male
0,0,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stealth theft,,75+,,Male
33.03818911,10.72120571,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,16-24,,All adults
35.83404312,9.307990877,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,16-24,,All adults
29.36113309,6.915186506,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,16-24,,All adults
12.06951923,5.015625597,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,16-24,,All adults
8.595735858,1.053705164,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,16+,,All adults
19.08750797,3.138505477,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,16+,,All adults
16.49106646,2.112886142,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,16+,,All adults
12.76055904,2.48126811,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,16+,,All adults
13.74476092,3.456140564,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,25-34,,All adults
12.71929006,3.163579433,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,25-34,,All adults
15.55242602,3.586970372,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,25-34,,All adults
23.20166764,10.20738022,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,25-34,,All adults
8.195573561,1.765800749,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,35-44,,All adults
9.960381522,3.426458097,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,35-44,,All adults
15.95135677,4.018768975,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,35-44,,All adults
25.32943595,8.793262277,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,35-44,,All adults
11.49949774,2.61181748,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,45-54,,All adults
17.17231318,6.160148771,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,45-54,,All adults
13.3431622,3.307994237,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,45-54,,All adults
10.3484089,3.384432676,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,45-54,,All adults
3.189628587,1.058283409,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,55-64,,All adults
16.36901101,13.7938207,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,55-64,,All adults
9.569183626,5.832793451,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,55-64,,All adults
4.926743698,2.714082032,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,55-64,,All adults
3.111255996,1.378441469,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,65-74,,All adults
2.40133632,2.40029725,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,65-74,,All adults
2.025264588,1.180474509,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,65-74,,All adults
1.876850601,1.345819627,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,65-74,,All adults
0.775620244,0.387969169,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,75+,,All adults
1.002619208,1.002434331,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,75+,,All adults
1.319376744,1.318929792,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,75+,,All adults
5.032776208,4.087068359,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,16-24,,Female
8.404918486,3.486915207,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,16-24,,Female
8.335459746,2.86134457,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,16-24,,Female
8.16600626,4.954472868,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,16-24,,Female
3.357782092,0.698226806,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,16+,,Female
4.632427835,1.289593801,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,16+,,Female
5.607812068,1.006487994,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,16+,,Female
6.796101602,1.594309839,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,16+,,Female
6.063891336,3.268466527,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,25-34,,Female
4.085095416,1.990135414,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,25-34,,Female
6.268066025,1.969731232,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,25-34,,Female
11.19634606,4.545153839,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,25-34,,Female
5.715392214,2.312064237,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,35-44,,Female
1.826554779,1.826058004,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,35-44,,Female
6.816265457,2.73496471,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,35-44,,Female
13.17265396,5.746570932,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,35-44,,Female
4.608802569,1.712059493,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,45-54,,Female
5.567601714,3.242182884,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,45-54,,Female
4.134177203,1.971515692,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,45-54,,Female
3.292256136,2.483767193,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,45-54,,Female
1.811017869,0.829221978,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,55-64,,Female
3.463264428,2.68769141,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,55-64,,Female
5.70232854,4.419331075,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,55-64,,Female
1.082203426,0.650941218,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,65-74,,Female
1.504387857,1.503767041,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,65-74,,Female
2.048291674,2.04699754,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,65-74,,Female
0.354802797,0.354729973,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,75+,,Female
58.7168857,20.32365033,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,16-24,,Male
61.18543456,17.63575656,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,16-24,,Male
49.78538877,13.35451574,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,16-24,,Male
16.40031425,9.057461706,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,16-24,,Male
14.11467607,2.044164265,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,16+,,Male
31.99508889,5.849691074,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,16+,,Male
27.65841557,4.157233223,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,16+,,Male
20.23943458,5.243842154,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,16+,,Male
21.74080808,6.23000266,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,25-34,,Male
20.38554659,5.702366989,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,25-34,,Male
24.66073132,6.83156829,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,25-34,,Male
38.6342115,22.57166063,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,25-34,,Male
10.79667488,2.688292371,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,35-44,,Male
16.73066165,6.084692981,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,35-44,,Male
24.89732892,7.476675374,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,35-44,,Male
40.68850824,18.47949882,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,35-44,,Male
18.55105986,4.984486033,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,45-54,,Male
25.9511955,10.51267518,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,45-54,,Male
22.95928762,6.416645553,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,45-54,,Male
19.83591402,7.160338219,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,45-54,,Male
4.593024845,1.96077075,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,55-64,,Male
33.24176749,27.96495079,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,55-64,,Male
16.30354295,11.89425137,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,55-64,,Male
4.030788723,2.849560867,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,55-64,,Male
5.275471312,2.765887613,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,65-74,,Male
4.729883275,4.724189242,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,65-74,,Male
2.600095528,1.845378958,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,65-74,,Male
1.67770945,1.675013459,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,65-74,,Male
1.30471206,0.754309295,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Stranger violence,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Stranger violence,,75+,,Male
2.517642569,2.515715966,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Stranger violence,,75+,,Male
3.371451595,3.367735925,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Stranger violence,,75+,,Male
17.77780349,5.383855751,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,16-24,,All adults
21.44467284,4.916153978,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,16-24,,All adults
19.81993986,3.909834516,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,16-24,,All adults
15.4796578,5.733797371,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,16-24,,All adults
5.03099221,0.608392554,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,16+,,All adults
14.24129188,1.968528131,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,16+,,All adults
12.96951306,1.384736823,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,16+,,All adults
11.14225051,1.833678712,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,16+,,All adults
6.095556218,1.739596355,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,25-34,,All adults
12.414132,2.675967646,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,25-34,,All adults
12.27676346,2.281426145,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,25-34,,All adults
11.90587932,4.36626717,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,25-34,,All adults
4.756868915,1.799382222,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,35-44,,All adults
15.85169245,5.263292925,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,35-44,,All adults
14.74612636,4.044112651,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,35-44,,All adults
13.0155089,6.292315107,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,35-44,,All adults
4.460772208,1.12111759,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,45-54,,All adults
5.394701496,3.638642944,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,45-54,,All adults
8.993782084,2.592563323,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,45-54,,All adults
11.80859887,3.631182591,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,45-54,,All adults
2.600393343,0.941958142,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,55-64,,All adults
7.189307377,3.830697797,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,55-64,,All adults
10.32501562,3.256405284,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,55-64,,All adults
12.46585484,4.813687239,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,55-64,,All adults
4.222497028,1.076996204,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,65-74,,All adults
