V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Structure of household_codelist,Structure of household,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
5.113794393,2.436384481,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,25-34,,Female
24.4453472,10.31144754,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,25-34,,Female
22.01236819,4.586620741,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,25-34,,Female
15.58198248,3.518305193,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,35-44,,Female
16.07166863,5.772281816,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,35-44,,Female
22.31127716,5.909166774,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,35-44,,Female
10.65326406,4.295874003,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,45-54,,Female
19.60710848,8.035827916,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,45-54,,Female
10.05008474,2.337170514,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,55-64,,Female
66.2049739,64.25081723,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,55-64,,Female
7.764152413,1.891970837,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,65-74,,Female
5.217757167,1.382307734,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,75+,,Female
6.855948154,1.922110621,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,75+,,Female
36.3117302,14.04282,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,16-24,,Male
24.89056663,6.564286806,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,16-24,,Male
12.32999792,2.302779479,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,16+,,Male
7.269953489,5.19226008,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,16+,,Male
15.79613393,1.585567999,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,16+,,Male
12.64253123,4.269095574,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,25-34,,Male
24.46027599,17.59416879,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,25-34,,Male
22.62642922,4.473006278,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,25-34,,Male
7.373812665,2.20752624,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,35-44,,Male
16.18714394,4.480159565,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,35-44,,Male
8.873252811,3.318649413,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,45-54,,Male
16.13249073,4.172825125,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,45-54,,Male
6.209531983,6.210398753,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,55-64,,Male
14.3498336,3.274928996,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Other personal theft,,65-74,,Male
9.139508403,2.410316421,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Other personal theft,,75+,,Male
5.852977974,2.137648605,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Other personal theft,,75+,,Male
10.82023647,4.222401869,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,16-24,,All adults
4.12211865,4.126055416,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,16-24,,All adults
4.592182372,1.453528108,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,16-24,,All adults
5.233881999,1.434879445,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,16+,,All adults
3.196675586,1.39667242,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,16+,,All adults
1.854864841,0.313413396,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,16+,,All adults
1.960003645,1.213027549,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,25-34,,All adults
5.477171182,3.000130361,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,25-34,,All adults
1.442300851,0.619698103,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,25-34,,All adults
2.081017872,1.190013809,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,35-44,,All adults
1.949668384,1.949524985,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,35-44,,All adults
3.686784672,1.593044676,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,35-44,,All adults
12.35624591,5.853757373,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,45-54,,All adults
0,0,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,45-54,,All adults
1.738260531,0.811145679,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,55-64,,All adults
1.25641969,0.592678705,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,65-74,,All adults
0.984425129,0.484878339,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,75+,,All adults
0.570834259,0.297490271,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,75+,,All adults
7.061615802,4.3105933,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,16-24,,Female
4.266112122,4.270121543,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,16-24,,Female
3.776942726,2.080320473,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,16-24,,Female
2.795786069,1.128139427,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,16+,,Female
3.570985642,1.559629609,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,16+,,Female
1.223810943,0.343109833,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,16+,,Female
0.66809145,0.668237856,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,25-34,,Female
5.949969545,3.257781633,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,25-34,,Female
0.768874114,0.577165749,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,25-34,,Female
2.666704599,2.094947651,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,35-44,,Female
2.202711447,2.20250904,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,35-44,,Female
1.457162748,1.456291471,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,35-44,,Female
3.594862778,2.92615849,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,45-54,,Female
0,0,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,45-54,,Female
1.26177555,0.821144631,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,55-64,,Female
0.817772503,0.474785254,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,65-74,,Female
0.625455891,0.36990789,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,75+,,Female
0.556005081,0.400789709,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,75+,,Female
15.12900713,7.597951882,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,16-24,,Male
5.281304495,2.01816213,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,16-24,,Male
7.77197379,2.68310854,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,16+,,Male
0,0,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,16+,,Male
2.475764654,0.521909473,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,16+,,Male
3.69260068,2.694225155,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,25-34,,Male
0,0,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,25-34,,Male
1.899612929,0.964106442,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,25-34,,Male
1.461171027,1.040099121,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,35-44,,Male
5.340435786,2.556146105,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,35-44,,Male
19.23942436,10.17990134,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,45-54,,Male
2.26648934,1.445135942,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,45-54,,Male
0,0,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,55-64,,Male
1.725939246,1.11698099,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Robbery,,65-74,,Male
1.374167939,0.927158794,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Robbery,,75+,,Male
0.590321721,0.442287459,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Robbery,,75+,,Male
1.159263779,1.159050943,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,16-24,,All adults
5.74399353,5.715902197,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,16-24,,All adults
0.999495301,0.706344184,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,16-24,,All adults
1.317711553,0.625247525,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,16+,,All adults
2.861878758,1.306768401,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,16+,,All adults
0.623047667,0.176892266,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,16+,,All adults
1.058609999,0.749118109,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,25-34,,All adults
2.454276849,1.818422023,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,25-34,,All adults
1.586751777,0.829036693,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,25-34,,All adults
1.887976166,1.458553713,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,35-44,,All adults
2.218112255,2.215449161,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,35-44,,All adults
1.179760433,0.803489381,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,35-44,,All adults
1.002226143,1.001650467,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,45-54,,All adults
3.500753922,3.49461804,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,45-54,,All adults
0.198509051,0.19837252,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,55-64,,All adults
0.685953207,0.357840952,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,75+,,All adults
0.190752307,0.19075863,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,16-24,,Female
5.944642188,5.914261063,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,16-24,,Female
1.169497737,1.169030204,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,16-24,,Female
1.876934968,1.117124551,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,16+,,Female
3.196986269,1.459224788,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,16+,,Female
0.692273153,0.270397555,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,16+,,Female
1.847963287,1.307775918,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,25-34,,Female
2.666134035,1.975119409,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,25-34,,Female
1.373784091,1.372700434,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,25-34,,Female
3.671904874,2.835625626,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,35-44,,Female
2.505996042,2.502540376,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,35-44,,Female
2.417444579,1.852196494,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,35-44,,Female
0,0,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,45-54,,Female
4.144942953,4.135900613,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,45-54,,Female
0.377572707,0.377160326,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,55-64,,Female
0.625890508,0.458874687,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,75+,,Female
0.335907166,0.335910269,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,75+,,Female
2.488209205,2.487214613,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,16-24,,Male
0.855792232,0.851847926,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,16-24,,Male
0.735552196,0.525686251,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,16+,,Male
0,0,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,16+,,Male
0.554936066,0.228751419,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,16+,,Male
0,0,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,25-34,,Male
1.731374332,1.033395795,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,35-44,,Male
0.261803112,0.261904616,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,35-44,,Male
1.789601982,1.787653449,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,55-64,,Male
0.75024317,0.554592003,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Snatch theft,,75+,,Male
0,0,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Snatch theft,,75+,,Male
8.104694058,4.157587426,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
7.317444239,2.407395572,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
2.461552321,0.827943991,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.8717789,1.570376232,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
3.093356212,0.477681323,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
0.515788881,0.515755289,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
2.648737845,1.933595899,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
4.995551802,1.535334377,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
2.081564482,1.422431927,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
5.862486979,4.386703416,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
4.87181875,2.212464535,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
2.394388154,1.460116269,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
0,0,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.771258529,0.8592083,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
2.205602119,0.822740566,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0.862900536,0.418197119,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0.42244867,0.300335574,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
4.026317282,4.020137693,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
8.231833516,3.817874471,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
1.375412005,0.745112655,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
2.550486518,1.626147132,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.38540667,0.710941981,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0.900387222,0.900152828,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
2.877381222,2.100197266,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
5.125215687,2.060772501,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
1.532441968,1.152297748,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
4.496760372,4.481817502,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
9.111156032,5.036342926,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
2.982098285,1.293617913,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
2.306694824,1.134151918,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.708829642,0.438129865,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
