V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Accommodation type_codelist,Accommodation type,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
4.277238587,1.429508677,2916,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,45-54,,Female
6.402368295,2.813350477,1077,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,45-54,,Female
2.630843389,2.290372083,997,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,45-54,,Female
2.144336991,1.535451063,906,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,55-64,,Female
4.917411379,3.476147912,303,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,55-64,,Female
1.933585158,0.924073264,2624,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,55-64,,Female
1.767163619,1.765288029,946,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,55-64,,Female
1.891818875,1.353386421,772,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,55-64,,Female
1.182215952,1.181867305,964,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,308,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,65-74,,Female
1.280377304,0.660659755,2557,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,65-74,,Female
0.913777517,0.914265764,871,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,65-74,,Female
1.876677514,1.335087587,722,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,65-74,,Female
0.891417142,0.891469223,737,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,75+,,Female
0,0,331,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,75+,,Female
0.324486104,0.32444626,2011,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,75+,,Female
0,0,798,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,75+,,Female
0,0,476,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,75+,,Female
61.84723083,30.0391241,209,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,16-24,,Male
91.98041537,35.4650346,226,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,16-24,,Male
44.96953986,11.21622757,993,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,16-24,,Male
42.66224386,14.48435557,345,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,16-24,,Male
38.46708843,17.25648234,439,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,16-24,,Male
11.00011364,3.374875698,4211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,16+,,Male
28.27143955,6.596514033,2660,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,16+,,Male
17.59919977,2.044296144,13693,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,16+,,Male
0,0,44,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,16+,,Male
18.00693184,3.141508045,4919,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,16+,,Male
22.55230245,4.071137659,4563,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,16+,,Male
21.47776688,10.14086023,241,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,25-34,,Male
18.21085966,7.516641099,589,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,25-34,,Male
25.07843948,5.805757504,1669,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,25-34,,Male
12.28316513,6.004429552,608,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,25-34,,Male
35.29775925,10.45913364,820,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,25-34,,Male
13.09123447,4.998491995,536,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,35-44,,Male
19.01929141,10.26070011,486,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,35-44,,Male
15.70814441,3.445484088,2195,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,35-44,,Male
12.2871172,4.166302091,829,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,35-44,,Male
20.62658322,7.340918446,830,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,35-44,,Male
6.089680012,3.714262001,748,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,45-54,,Male
16.28730512,6.87528002,430,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,45-54,,Male
20.2223791,4.456008912,2487,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,45-54,,Male
31.66413424,10.35166455,928,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,45-54,,Male
20.16509347,5.9786512,811,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,45-54,,Male
0.317410951,0.317735585,856,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,55-64,,Male
28.96356154,24.26375322,381,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,55-64,,Male
4.573435963,1.797512269,2330,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,55-64,,Male
6.841495027,4.353110706,802,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,55-64,,Male
7.163129067,3.203798605,672,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,946,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,65-74,,Male
5.47584512,3.87688566,330,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,65-74,,Male
4.714162833,2.5133906,2356,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,65-74,,Male
10.58745513,6.983873416,810,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,65-74,,Male
4.230018627,2.731744071,600,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,675,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Stranger violence,,75+,,Male
4.460482005,4.454353668,218,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Stranger violence,,75+,,Male
1.199678906,0.693422166,1663,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Stranger violence,,75+,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Stranger violence,,75+,,Male
2.244525824,1.588924279,597,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Stranger violence,,75+,,Male
1.75069714,1.7507415,391,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Stranger violence,,75+,,Male
9.934802863,5.033070538,420,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,16-24,,All adults
20.69511448,8.178820552,499,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,16-24,,All adults
18.41917329,3.352156456,2079,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,16-24,,All adults
13.2279503,4.719642451,738,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,16-24,,All adults
26.6697091,6.19933979,921,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,16-24,,All adults
4.322731796,0.934989329,8833,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,16+,,All adults
13.67893654,2.075129623,5294,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,16+,,All adults
7.045787064,0.6638225,29953,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,16+,,All adults
0,0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,16+,,All adults
5.966312134,1.013573575,10904,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,16+,,All adults
10.35085754,1.385412527,10216,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,16+,,All adults
7.990372709,4.019862321,543,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,25-34,,All adults
15.91244311,4.382918501,1227,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,25-34,,All adults
7.739128497,1.438625826,4068,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,25-34,,All adults
7.066239698,2.232971772,1505,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,25-34,,All adults
8.157134506,2.118083265,2020,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,25-34,,All adults
6.258279494,4.315601707,1196,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,35-44,,All adults
14.15940213,4.257187803,930,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,35-44,,All adults
7.594635708,2.120976865,4862,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,35-44,,All adults
7.466122674,3.342352556,1832,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,35-44,,All adults
8.586566006,3.541165956,1834,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,35-44,,All adults
2.369127075,1.020406908,1590,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,45-54,,All adults
10.33118287,3.762098038,767,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,45-54,,All adults
5.193166508,1.129908534,5403,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,45-54,,All adults
4.767466343,1.948168855,2005,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,45-54,,All adults
8.233434714,2.45053537,1808,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,45-54,,All adults
1.688655626,1.103881323,1762,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,55-64,,All adults
15.31638353,5.769410044,684,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,55-64,,All adults
3.175065009,0.965712464,4954,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,55-64,,All adults
0,0,11,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,55-64,,All adults
3.895966443,1.761911874,1748,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,55-64,,All adults
4.110910555,2.151683605,1444,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,55-64,,All adults
3.480097243,1.470161917,1910,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,65-74,,All adults
7.093917035,3.19320595,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,65-74,,All adults
4.186377286,1.007618177,4913,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,65-74,,All adults
0,0,31,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,65-74,,All adults
2.906203412,1.282379834,1681,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,65-74,,All adults
6.933707243,2.651558837,1322,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,65-74,,All adults
3.794914612,1.500957649,1412,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,75+,,All adults
2.038627548,2.037086942,549,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,75+,,All adults
3.22033148,0.942878907,3674,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,75+,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,75+,,All adults
2.028817154,1.038848458,1395,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,75+,,All adults
4.164301902,2.648227963,867,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,75+,,All adults
11.77140878,8.347446712,211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,16-24,,Female
14.12291678,8.181825521,273,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,16-24,,Female
23.81579486,5.543346301,1086,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,16-24,,Female
18.14295622,8.124796843,393,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,16-24,,Female
34.42793758,10.10403504,482,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,16-24,,Female
5.20370326,1.550324319,4622,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,16+,,Female
14.12323577,2.628669481,2634,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,16+,,Female
8.709922026,1.031118459,16260,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,16+,,Female
0,0,37,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,16+,,Female
7.169961505,1.438299911,5985,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,16+,,Female
13.12985908,2.190337923,5653,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,16+,,Female
7.744713465,5.458953149,302,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,25-34,,Female
16.78948999,5.592438788,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,25-34,,Female
9.282304892,2.115608346,2399,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,25-34,,Female
8.730085813,3.238159507,897,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,25-34,,Female
10.11113261,3.225119505,1200,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,25-34,,Female
10.90682745,8.080011873,660,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,35-44,,Female
22.26539952,8.408943745,444,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,35-44,,Female
12.03426082,3.644960031,2667,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,35-44,,Female
8.319999313,4.085045147,1003,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,35-44,,Female
16.4518633,6.940497515,1004,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,35-44,,Female
1.921104245,1.109997053,842,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,45-54,,Female
11.78289205,4.914101273,337,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,45-54,,Female
4.184789989,1.232281046,2916,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,45-54,,Female
5.455243484,2.582147245,1077,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,45-54,,Female
4.712356002,2.022993588,997,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,45-54,,Female
0.661528079,0.662398209,906,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,55-64,,Female
8.058168293,6.044644246,303,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,55-64,,Female
4.008877286,1.38156898,2624,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,55-64,,Female
4.085450314,1.800383055,946,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,55-64,,Female
7.995431962,4.178104682,772,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,55-64,,Female
2.905013688,1.772461941,964,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,65-74,,Female
14.43344987,6.478188277,308,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,65-74,,Female
4.27375178,1.294665527,2557,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,65-74,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,65-74,,Female
3.689912229,1.865274337,871,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,65-74,,Female
6.914889396,3.267326189,722,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,65-74,,Female
7.197877621,2.854089295,737,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,75+,,Female
3.210146566,3.206111041,331,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,75+,,Female
5.419580501,1.654481321,2011,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,75+,,Female
2.553200074,1.533688208,798,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,75+,,Female
7.489225384,4.753456701,476,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,75+,,Female
8.264388574,5.854241151,209,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,16-24,,Male
27.21560631,14.07858845,226,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,16-24,,Male
13.28112785,3.910599558,993,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,16-24,,Male
8.177544318,4.762601589,345,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,16-24,,Male
19.56172137,7.424575357,439,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,16-24,,Male
3.410817034,1.016538172,4211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,16+,,Male
13.27490087,3.151709668,2660,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,16+,,Male
5.270024679,0.83178957,13693,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,16+,,Male
0,0,44,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,16+,,Male
4.636406891,1.429454438,4919,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,16+,,Male
7.419073858,1.664190508,4563,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,16+,,Male
8.237276328,5.902849104,241,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,25-34,,Male
15.17744338,6.570947881,589,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,25-34,,Male
6.103711302,1.93797643,1669,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,25-34,,Male
5.261825947,3.064503354,608,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,25-34,,Male
6.090030752,2.714286353,820,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,25-34,,Male
1.023980018,1.025641818,536,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,35-44,,Male
7.695829161,3.611844269,486,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,35-44,,Male
2.888052903,2.019340011,2195,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,35-44,,Male
6.569542507,5.339688558,829,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,35-44,,Male
0.492324102,0.492630688,830,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,35-44,,Male
2.830991366,1.727818684,748,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,45-54,,Male
9.211752188,5.482453517,430,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,45-54,,Male
6.267853391,1.942448529,2487,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,45-54,,Male
4.016681949,2.965383805,928,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,45-54,,Male
11.99510252,4.607308864,811,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,45-54,,Male
2.726321913,2.112523901,856,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,55-64,,Male
21.60695488,9.394778806,381,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,55-64,,Male
2.297837101,1.346543018,2330,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,55-64,,Male
3.689497215,3.116409657,802,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,55-64,,Male
0,0,672,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,55-64,,Male
4.07112693,2.35635306,946,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,65-74,,Male
0,0,330,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,65-74,,Male
4.09113425,1.559365447,2356,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,65-74,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,65-74,,Male
2.058272879,1.743739667,810,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,65-74,,Male
6.956347979,4.319073155,600,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,65-74,,Male
0,0,675,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Theft from the person,,75+,,Male
0,0,218,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Theft from the person,,75+,,Male
0.440279029,0.440258199,1663,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Theft from the person,,75+,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Theft from the person,,75+,,Male
1.268862887,1.268636072,597,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Theft from the person,,75+,,Male
0,0,391,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Theft from the person,,75+,,Male
43.79320267,11.14140707,420,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,All personal theft,,16-24,,All adults
40.95069562,10.7658328,499,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,All personal theft,,16-24,,All adults
46.51179711,5.846376301,2079,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,All personal theft,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,All personal theft,,16-24,,All adults
45.09692528,10.10434258,738,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,All personal theft,,16-24,,All adults
48.9579824,9.077196765,921,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,All personal theft,,16-24,,All adults
15.26447483,1.787314685,8833,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,All personal theft,,16+,,All adults
32.69736032,3.094045182,5294,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,All personal theft,,16+,,All adults
20.07689863,1.164768921,29953,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,All personal theft,,16+,,All adults
