V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Occupation_codelist,Occupation,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,1243,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Snatch theft,,35-44,,Male
0.353216158,0.353264024,779,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,690,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Snatch theft,,45-54,,Male
1.530735569,1.529281097,1171,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,59,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,975,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Snatch theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Snatch theft,,55-64,,Male
1.950654319,1.948953502,627,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Snatch theft,,55-64,,Male
0.604978399,0.605034439,1035,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,61,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,28,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,965,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Snatch theft,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,631,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,975,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,1022,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Snatch theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Snatch theft,,75+,,Male
0,0,383,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Snatch theft,,75+,,Male
0,0,696,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Snatch theft,,75+,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Snatch theft,,75+,,Male
0,0,25,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Snatch theft,,75+,,Male
0,0,763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Snatch theft,,75+,,Male
12.54703541,4.415189709,913,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
4.574964126,4.563718446,311,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
3.925550171,3.916503175,397,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
6.311483302,6.295899711,190,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
0,0,14,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
3.095035072,1.802843914,763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
11.46614118,3.918879647,1140,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.46867436,0.797839019,8293,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
1.722332809,0.44681562,12440,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
4.807821316,2.765119221,1340,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
0,0,324,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.756578442,0.605454427,11883,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
0,0,139,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
3.241453956,1.75424548,1106,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
2.548423505,1.120802543,2050,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
0,0,259,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
0,0,42,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
4.679572246,2.149232671,1713,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,All adults
18.13336129,18.01274321,51,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
4.789620681,3.559066305,1317,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
1.052622394,0.746855306,2607,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
15.28159557,15.10287965,200,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
0,0,71,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
3.599911814,1.962587945,1570,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,All adults
0,0,26,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
3.97155024,1.797955573,1616,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
1.286046164,0.721976627,2388,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
2.406071375,2.410051598,172,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
0,0,50,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
3.177725326,1.53499661,1944,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0.462251154,0.462353322,1448,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
2.352117543,1.459246174,1985,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
8.990707519,8.954283808,160,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
0,0,50,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
2.374870123,1.375771075,2013,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,1417,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
1.205170188,0.904981522,1782,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,163,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
0,0,53,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
1.199578483,0.755736056,2175,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,1078,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0.644853636,0.645095489,1231,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,196,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0,0,44,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
0.582529952,0.582460525,1705,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
11.57363176,6.303336507,444,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,202,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
7.884648441,7.846294833,206,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
0,0,116,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
4.209407813,2.985493189,386,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
10.98274244,5.58755521,578,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
1.255527737,0.591766278,4848,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
1.978499256,0.705575901,6210,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
5.032104282,3.514140899,945,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0,0,157,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.138310565,0.855582734,6245,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
0,0,75,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
1.864924249,1.320002366,656,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.593161352,1.861531687,1131,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,201,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
4.254069165,2.361892061,956,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
23.70909009,23.50521001,39,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0.80822129,0.808765145,762,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
1.435791567,1.434499322,1364,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
21.41484775,21.06575779,138,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,34,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
7.103259224,4.162813677,791,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
4.303638635,2.738744556,926,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0.233903416,0.233991303,1217,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
3.529983253,3.53908294,113,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
2.064821504,1.347053762,969,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,821,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
1.628136211,1.161224836,950,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
12.79963062,12.73313175,99,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
3.224674098,2.444728887,1048,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,786,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.882708223,0.882077065,807,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,113,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,24,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
1.137150769,0.890153865,1153,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,695,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
1.483030363,1.483155644,535,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,165,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0,0,19,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
1.028143027,1.027875987,942,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
13.41613527,6.236785419,469,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
11.81765482,11.74322698,109,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0,0,191,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
13.72446741,13.66487396,74,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
2.208610493,2.19862326,377,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
11.90331045,5.536533747,562,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
4.041296889,1.664456854,3445,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
1.490180677,0.561326541,6230,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
4.317190431,4.308565225,395,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0,0,167,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.381195226,0.859784285,5638,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0,0,64,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
4.675200582,3.306199042,450,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
1.481023553,1.229989056,919,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,58,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
5.042492942,3.435233408,757,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,12,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
9.542169758,7.741867865,555,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0.686975643,0.50460318,1243,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0.55710496,0.557263229,779,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.542054379,2.10326633,690,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
2.251575796,1.366636776,1171,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,59,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,26,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
4.21983966,2.695405666,975,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.042162502,1.043381056,627,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
2.964066344,2.505094563,1035,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,61,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,28,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.487157537,1.175790292,965,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,631,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.455823757,1.454687206,975,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.274780163,1.274043802,1022,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,383,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,696,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,25,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
10.82819481,3.950617497,913,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Stealth theft,,16-24,,All adults
8.72331566,5.1780111,311,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Stealth theft,,16-24,,All adults
23.58138518,9.098471352,397,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Stealth theft,,16-24,,All adults
3.165534794,3.168142919,190,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Stealth theft,,16-24,,All adults
0,0,14,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Stealth theft,,16-24,,All adults
4.856842095,2.394688667,763,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Stealth theft,,16-24,,All adults
9.549076707,3.48677659,1140,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Stealth theft,,16+,,All adults
3.149511774,0.653125225,8293,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Stealth theft,,16+,,All adults
4.795557807,0.812677203,12440,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Stealth theft,,16+,,All adults
5.938258318,2.304632181,1340,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Stealth theft,,16+,,All adults
1.839653826,1.84185281,324,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Stealth theft,,16+,,All adults
3.031267985,0.666441674,11883,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Stealth theft,,16+,,All adults
0,0,139,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Stealth theft,,25-34,,All adults
5.598755528,2.125951332,1106,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Stealth theft,,25-34,,All adults
8.779350865,2.467666098,2050,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,259,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,42,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Stealth theft,,25-34,,All adults
1.366732441,0.707356531,1713,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Stealth theft,,25-34,,All adults
0,0,51,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Stealth theft,,35-44,,All adults
4.177475351,1.908472228,1317,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Stealth theft,,35-44,,All adults
2.375384441,1.049712017,2607,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Stealth theft,,35-44,,All adults
13.22364163,9.299154706,200,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,71,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Stealth theft,,35-44,,All adults
4.452347923,3.450781912,1570,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,26,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Stealth theft,,45-54,,All adults
0.536414026,0.38741776,1616,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Stealth theft,,45-54,,All adults
2.905816343,1.351511173,2388,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Stealth theft,,45-54,,All adults
11.26135936,8.36095551,172,Quarter,2017 Q1,K04000001,,,Never worked and long term unemployed,,Incidence rate,,Stealth theft,,45-54,,All adults
11.10661202,11.14349613,50,Quarter,2017 Q1,K04000001,,,Not classified,,Incidence rate,,Stealth theft,,45-54,,All adults
2.91173308,1.347155136,1944,Quarter,2017 Q1,K04000001,,,Routine and manual occs,,Incidence rate,,Stealth theft,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Full-time students,,Incidence rate,,Stealth theft,,55-64,,All adults
0.52096278,0.521119217,1448,Quarter,2017 Q1,K04000001,,,Intermediate occs,,Incidence rate,,Stealth theft,,55-64,,All adults
2.039579569,1.109261149,1985,Quarter,2017 Q1,K04000001,,,Managerial and professional occs,,Incidence rate,,Stealth theft,,55-64,,All adults
