V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Total household income_codelist,Total household income,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
9.685055631,2.174433894,6899,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,16+,,All adults
10.65518057,1.914034587,5286,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,16+,,All adults
13.17100309,2.903100795,4045,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,16+,,All adults
15.81105358,5.13179868,2960,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,16+,,All adults
10.54221619,2.065101908,6816,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,16+,,All adults
8.499556423,1.745815754,6045,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,16+,,All adults
20.76852101,6.424455823,3363,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,16+,,All adults
22.33042741,11.11314436,893,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,25-34,,All adults
20.77764767,6.19475526,862,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,25-34,,All adults
17.4448194,7.203107987,761,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,25-34,,All adults
12.50411482,6.62147378,592,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,25-34,,All adults
11.18089866,4.123409663,1180,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,25-34,,All adults
10.10201566,4.388617665,673,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,25-34,,All adults
5.570715396,3.93563066,346,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,25-34,,All adults
10.2070605,3.949411955,756,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,35-44,,All adults
9.11288936,4.936071713,785,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,35-44,,All adults
13.47940863,4.730117954,761,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,35-44,,All adults
14.45794992,7.476331718,623,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,35-44,,All adults
8.559249374,2.772371412,1811,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,35-44,,All adults
6.979388911,3.414588324,735,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,35-44,,All adults
36.82794618,20.3048481,343,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,35-44,,All adults
8.123999412,4.411953785,855,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,45-54,,All adults
7.814225586,4.014263355,857,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,45-54,,All adults
17.08299779,8.827415408,770,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,45-54,,All adults
18.29453078,8.359428032,650,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,45-54,,All adults
9.741025158,3.029154748,1765,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,45-54,,All adults
15.55245972,5.949128426,859,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,45-54,,All adults
7.979130531,4.006096898,440,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,45-54,,All adults
3.796142054,2.337149099,1052,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,55-64,,All adults
5.411248009,2.511609667,848,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,55-64,,All adults
5.008066697,5.009780705,663,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,55-64,,All adults
2.085652355,2.083899963,513,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,55-64,,All adults
2.379707464,1.453763521,1090,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,55-64,,All adults
1.686843603,1.247106441,911,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,55-64,,All adults
21.91956609,17.19514246,587,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,55-64,,All adults
6.496956634,3.876232923,1559,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,65-74,,All adults
1.392474006,0.991853686,1020,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,65-74,,All adults
3.673988896,3.664026402,579,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,65-74,,All adults
3.64652274,3.636582512,283,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,435,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,65-74,,All adults
0.30144696,0.301765653,1032,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,65-74,,All adults
2.894631951,2.051764404,684,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,65-74,,All adults
1.029728826,0.72809303,1378,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,75+,,All adults
1.000757044,1.001672297,592,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,75+,,All adults
0,0,284,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,75+,,All adults
4.06758818,4.071181896,131,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,75+,,All adults
0,0,158,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,75+,,All adults
0,0,1009,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,75+,,All adults
1.41465924,1.413993668,703,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,75+,,All adults
7.276554024,5.654559288,241,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,16-24,,Female
18.24457481,9.471811581,169,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,16-24,,Female
0,0,119,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,16-24,,Female
21.42560812,20.61242392,75,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,16-24,,Female
4.593591611,4.587489187,178,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,16-24,,Female
3.643383306,2.579197789,405,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,16-24,,Female
8.785160602,8.784275771,174,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,16-24,,Female
4.061857639,1.168323612,3979,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,16+,,Female
4.645324159,1.463265258,2782,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,16+,,Female
4.139552566,2.01815995,2029,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,16+,,Female
6.731866023,2.732888838,1406,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,16+,,Female
4.254393486,1.43000051,3259,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,16+,,Female
2.703862869,0.963510699,3396,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,16+,,Female
4.42552971,1.754091728,2129,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,16+,,Female
6.712673471,3.773888399,598,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,25-34,,Female
12.5513135,5.931838751,486,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,25-34,,Female
11.16675929,8.387648063,417,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,25-34,,Female
7.332443567,5.7588261,318,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,25-34,,Female
0,0,612,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,25-34,,Female
4.146963964,3.102506384,354,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,25-34,,Female
4.175347513,4.169858733,258,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,25-34,,Female
8.082746543,4.82804222,464,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,35-44,,Female
2.379880579,1.789607143,440,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,35-44,,Female
6.267099782,4.417842194,396,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,35-44,,Female
6.934242681,4.89546455,309,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,35-44,,Female
6.154572233,3.731580392,915,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,35-44,,Female
4.601382766,4.589458454,397,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,35-44,,Female
12.8703333,10.2557911,207,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,35-44,,Female
0.848170731,0.848777658,525,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,45-54,,Female
0,0,491,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,45-54,,Female
3.462514694,2.462195998,377,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,45-54,,Female
3.064002335,3.064153029,304,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,45-54,,Female
8.565113781,3.717983355,861,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,45-54,,Female
3.936295067,2.913983081,465,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,45-54,,Female
7.000671801,4.95396183,241,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,45-54,,Female
6.898799056,4.236308935,596,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,55-64,,Female
1.517363504,1.51727155,450,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,55-64,,Female
0,0,349,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,55-64,,Female
0,0,231,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,55-64,,Female
0,0,468,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,55-64,,Female
2.956390818,2.189003095,521,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,55-64,,Female
2.723690549,2.722761728,329,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,55-64,,Female
1.835198446,1.307593795,795,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,65-74,,Female
0,0,482,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,65-74,,Female
0,0,262,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,65-74,,Female
7.922106565,7.878062492,123,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,65-74,,Female
0,0,173,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,65-74,,Female
0,0,603,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,65-74,,Female
2.375390491,2.3742461,446,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,65-74,,Female
0,0,760,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,75+,,Female
0,0,264,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,75+,,Female
0,0,109,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,75+,,Female
11.2314184,11.25036687,46,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,75+,,Female
0,0,52,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,75+,,Female
0,0,651,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,75+,,Female
0,0,474,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,75+,,Female
41.48725812,20.5583572,165,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,16-24,,Male
42.08633059,20.02521673,153,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,16-24,,Male
55.6950153,27.99521527,108,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,16-24,,Male
79.73740302,71.54995935,93,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,16-24,,Male
60.83442761,29.21392901,199,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,16-24,,Male
28.05076659,10.42733385,421,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,16-24,,Male
174.3021333,87.31800219,86,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,16-24,,Male
16.64968445,4.658686269,2920,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,16+,,Male
16.94741719,3.653988779,2504,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,16+,,Male
22.0489806,5.373151116,2016,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,16+,,Male
23.54520988,9.233794436,1554,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,16+,,Male
15.92838626,3.64335903,3557,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,16+,,Male
15.02514986,3.540229316,2649,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,16+,,Male
45.89649236,16.01946858,1234,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,16+,,Male
43.23002808,25.43276338,295,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,25-34,,Male
29.04281658,10.94634369,376,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,25-34,,Male
24.07762777,11.86453233,344,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,25-34,,Male
17.57940754,11.8449502,274,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,25-34,,Male
20.89636148,7.722011584,568,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,25-34,,Male
14.85898784,7.480377778,319,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,25-34,,Male
8.174001401,8.170310944,88,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,25-34,,Male
12.79121155,6.703333686,292,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,35-44,,Male
16.43292939,10.10518637,345,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,35-44,,Male
20.52466751,8.274124923,365,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,35-44,,Male
21.65738906,13.84836031,314,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,35-44,,Male
10.79151711,4.070852201,896,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,35-44,,Male
9.482832519,5.076874065,338,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,35-44,,Male
67.09209119,43.94859745,136,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,35-44,,Male
18.05393033,10.33183646,330,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,45-54,,Male
17.67156134,9.01364923,366,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,45-54,,Male
29.82803278,16.8520962,393,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,45-54,,Male
31.21820234,15.22368693,346,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,45-54,,Male
10.82827132,4.72508657,904,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,45-54,,Male
28.27427141,12.03930118,394,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,45-54,,Male
9.050353663,6.39336695,199,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,45-54,,Male
0,0,456,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,55-64,,Male
9.851664216,5.078426473,398,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,55-64,,Male
10.81827407,10.81979038,314,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,55-64,,Male
3.665779799,3.660763502,282,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,55-64,,Male
4.140113149,2.526688889,622,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,55-64,,Male
0,0,390,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,55-64,,Male
44.82071292,37.45901766,258,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,55-64,,Male
11.32277638,7.784983864,764,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,65-74,,Male
2.6960963,1.919665535,538,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,65-74,,Male
6.99108629,6.988638727,317,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,65-74,,Male
0,0,160,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,65-74,,Male
0,0,262,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,65-74,,Male
0.737203604,0.738001596,429,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,65-74,,Male
3.879631176,3.875725006,238,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,65-74,,Male
2.395884765,1.695499703,618,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Stranger violence,,75+,,Male
1.933192413,1.933060397,328,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Stranger violence,,75+,,Male
0,0,175,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Stranger violence,,75+,,Male
0,0,85,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Stranger violence,,75+,,Male
0,0,106,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Stranger violence,,75+,,Male
0,0,358,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Stranger violence,,75+,,Male
4.690750607,4.681601787,229,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Stranger violence,,75+,,Male
26.20873524,8.216080773,406,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,16-24,,All adults
13.16712297,6.68828186,322,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,16-24,,All adults
0,0,227,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,16-24,,All adults
38.639538,17.24983086,168,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,16-24,,All adults
21.17383985,7.693882697,377,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,16-24,,All adults
19.19281463,5.730029061,826,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Theft from the person,,16-24,,All adults
9.152666442,6.465041161,260,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Theft from the person,,16-24,,All adults
8.595892889,1.406032491,6899,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,16+,,All adults
5.440838945,1.488956838,5286,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,16+,,All adults
6.742661274,1.749920337,4045,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,16+,,All adults
8.447621287,2.247474421,2960,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,16+,,All adults
6.842990037,1.158075084,6816,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,16+,,All adults
9.581028538,1.786341835,6045,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Theft from the person,,16+,,All adults
11.8997236,2.727002184,3363,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Theft from the person,,16+,,All adults
12.7574722,4.812374674,893,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,25-34,,All adults
6.588677974,2.638517015,862,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,25-34,,All adults
11.41592135,4.554441408,761,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,25-34,,All adults
7.539925367,3.855512394,592,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,25-34,,All adults
9.168461896,2.767635835,1180,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,25-34,,All adults
8.96793757,4.272323907,673,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Theft from the person,,25-34,,All adults
13.61240439,6.132676479,346,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Theft from the person,,25-34,,All adults
9.399100148,4.609680029,756,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,35-44,,All adults
10.44044947,7.429183363,785,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,35-44,,All adults
10.63153081,7.025182229,761,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,35-44,,All adults
4.297596328,2.58486045,623,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,35-44,,All adults
2.683936115,1.185838881,1811,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,35-44,,All adults
11.93832117,5.453146807,735,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Theft from the person,,35-44,,All adults
40.24421518,20.40318929,343,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Theft from the person,,35-44,,All adults
5.976991036,2.689987843,855,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,45-54,,All adults
3.539656824,2.793851794,857,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,45-54,,All adults
6.960087416,2.976530055,770,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,45-54,,All adults
4.635785829,3.16969181,650,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,45-54,,All adults
4.431213685,1.72609026,1765,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,45-54,,All adults
7.423552349,3.542726495,859,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Theft from the person,,45-54,,All adults
13.07725635,6.315419703,440,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Theft from the person,,45-54,,All adults
5.568799341,2.786015961,1052,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,55-64,,All adults
1.685392679,1.193365565,848,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,55-64,,All adults
3.356417792,2.509461713,663,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,55-64,,All adults
3.207763311,3.205581307,513,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,55-64,,All adults
4.770616366,2.519670167,1090,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,55-64,,All adults
4.530432539,2.671219135,911,Quarter,2017 Q1,K04000001,,,No income stated or not enough information provided,,Incidence rate,,Theft from the person,,55-64,,All adults
8.002982802,4.194247781,587,Quarter,2017 Q1,K04000001,,,"Under 10,000",,Incidence rate,,Theft from the person,,55-64,,All adults
4.899590402,1.786654215,1559,Quarter,2017 Q1,K04000001,,,"10,000-19,999",,Incidence rate,,Theft from the person,,65-74,,All adults
1.353235005,0.979674493,1020,Quarter,2017 Q1,K04000001,,,"20,000-29,999",,Incidence rate,,Theft from the person,,65-74,,All adults
4.258254107,3.016319458,579,Quarter,2017 Q1,K04000001,,,"30,000-39,999",,Incidence rate,,Theft from the person,,65-74,,All adults
5.137489478,5.123117175,283,Quarter,2017 Q1,K04000001,,,"40,000-49,999",,Incidence rate,,Theft from the person,,65-74,,All adults
7.877054418,4.072315264,435,Quarter,2017 Q1,K04000001,,,"50,000 or more",,Incidence rate,,Theft from the person,,65-74,,All adults
