V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Type of area (urban/rural)_codelist,Type of area (urban/rural),Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.539909584,0.383828645,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,75+,,All adults
11.67289007,11.58969928,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
5.885996539,2.692547145,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Female
1.227323224,1.119181069,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
3.169401777,0.602463975,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Female
1.095672689,1.096205715,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
3.27940893,1.158893757,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Female
0,0,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
4.711534275,1.968941439,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
2.567383183,1.111956039,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
2.813667186,1.383310107,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.92007497,0.568599844,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.948944405,0.67475625,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
5.481507378,5.440573479,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
8.397829248,3.305644278,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
0.727548703,0.581509219,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.518020867,0.733573573,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0,0,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
3.669187142,1.620410926,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.859866717,1.901167776,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
0.834776792,0.834523354,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
3.704878452,1.436483935,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
2.429373614,1.383331275,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.356984547,0.962505991,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
9.236402091,5.274974418,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,16-24,,All adults
10.37741395,2.459146247,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,16-24,,All adults
1.798605985,0.613900901,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,16+,,All adults
4.67561831,0.525545638,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,16+,,All adults
0.827645691,0.827297392,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,25-34,,All adults
5.526390823,1.205709518,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,25-34,,All adults
1.466110762,1.461366833,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,35-44,,All adults
4.064410665,1.353586604,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,45-54,,All adults
3.239142601,0.910030722,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,55-64,,All adults
2.087412416,0.786200523,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,55-64,,All adults
1.906139419,1.165920145,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,65-74,,All adults
4.14838695,1.07920923,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,65-74,,All adults
2.307028289,1.166040756,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,75+,,All adults
2.490649033,0.958619571,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,75+,,All adults
12.86222987,8.979545961,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,16-24,,Female
14.66889037,4.105826091,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,16-24,,Female
2.768262914,1.049292624,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,16+,,Female
6.038757858,0.822944702,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,16+,,Female
0,0,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,25-34,,Female
6.839750378,1.728997366,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,25-34,,Female
2.721609833,2.699016166,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,35-44,,Female
6.831996037,2.592819311,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,35-44,,Female
0,0,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,45-54,,Female
2.945780673,0.935694785,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,55-64,,Female
2.012272196,0.955776098,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,55-64,,Female
3.811517189,2.321296314,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,65-74,,Female
4.702481901,1.456406349,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,65-74,,Female
4.117808369,2.086794754,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,75+,,Female
3.991917148,1.638840781,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,75+,,Female
5.561424109,5.562999496,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,16-24,,Male
6.304591993,2.796950279,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,16-24,,Male
0.749102294,0.596117964,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,16+,,Male
3.265014737,0.645887353,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,16+,,Male
1.680542668,1.685839792,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,25-34,,Male
4.213507326,1.680392889,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,35-44,,Male
1.316445363,0.791143831,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,45-54,,Male
3.540915965,1.575790535,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,55-64,,Male
2.163785868,1.252866683,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,65-74,,Male
3.537886905,1.59984608,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stealth theft,,75+,,Male
0.509035239,0.509034964,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stealth theft,,75+,,Male
10.08573802,6.245843521,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,16-24,,All adults
33.30212725,6.47600558,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,16-24,,All adults
7.407534671,1.775028085,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,16+,,All adults
12.37198945,1.168804959,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,16+,,All adults
8.594870639,3.920901094,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,25-34,,All adults
15.46725202,2.785450746,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,25-34,,All adults
4.522224942,2.04801206,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,35-44,,All adults
12.2758957,2.175076701,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,35-44,,All adults
18.42230898,7.497600562,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,45-54,,All adults
10.32211158,1.805955035,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,45-54,,All adults
1.733180398,0.878892899,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,55-64,,All adults
5.40765795,1.921437171,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,55-64,,All adults
5.624573153,3.950537883,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,65-74,,All adults
1.987545828,0.762029131,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,75+,,All adults
1.056653165,0.474686504,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,75+,,All adults
4.81018339,4.81023751,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,16-24,,Female
7.461983464,2.534625189,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,16-24,,Female
2.860100326,0.95616991,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,16+,,Female
4.443056167,0.661290749,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,16+,,Female
2.772494655,2.7726431,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,25-34,,Female
6.584939912,1.98525655,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,25-34,,Female
2.373870968,2.363863905,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,35-44,,Female
6.809425281,2.048630223,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,35-44,,Female
6.799067331,3.522477336,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,45-54,,Female
3.851458233,1.419192084,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,45-54,,Female
1.885957033,1.311924115,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,55-64,,Female
2.273649315,1.082386542,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,55-64,,Female
0.859868807,0.85800907,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,65-74,,Female
1.245345122,0.734133244,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,75+,,Female
0.359280609,0.359285681,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,75+,,Female
15.43280586,11.54992968,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,16-24,,Male
57.82569321,12.43560494,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,16-24,,Male
12.32942919,3.554769492,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,16+,,Male
20.57700531,2.281968264,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,16+,,Male
14.59488602,7.396316911,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,25-34,,Male
24.34634453,5.235702442,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,25-34,,Male
7.030968241,3.498778423,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,35-44,,Male
17.70361302,3.833347018,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,35-44,,Male
30.49125726,14.84320866,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,45-54,,Male
16.97829509,3.356446053,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,45-54,,Male
1.564388303,1.154024847,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,55-64,,Male
8.59310319,3.718991303,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,55-64,,Male
10.39118212,7.87019619,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,65-74,,Male
2.805300193,1.383465929,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Stranger violence,,75+,,Male
1.977157012,0.99447904,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Stranger violence,,75+,,Male
17.83444151,8.257758898,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,16-24,,All adults
18.87205702,3.296425616,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,16-24,,All adults
3.269311451,0.961683994,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,16+,,All adults
8.966709156,0.743825773,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,16+,,All adults
4.730073067,2.573818711,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,25-34,,All adults
10.20418442,1.647606034,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,25-34,,All adults
1.466110762,1.461366833,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,35-44,,All adults
9.802026165,2.220322778,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,35-44,,All adults
1.064125568,0.772899709,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,45-54,,All adults
6.872101453,1.340585301,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,45-54,,All adults
0,0,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,55-64,,All adults
5.526289034,1.315969494,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,55-64,,All adults
1.906139419,1.165920145,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,65-74,,All adults
5.276336238,1.209423442,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,65-74,,All adults
2.307028289,1.166040756,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,75+,,All adults
3.274349179,1.056661005,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,75+,,All adults
24.53511993,14.51091281,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,16-24,,Female
21.76124971,4.952865035,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,16-24,,Female
4.592129791,1.653818588,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,16+,,Female
10.44890653,1.099005418,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,16+,,Female
4.459295221,3.54258182,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,25-34,,Female
11.64092684,2.243508332,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,25-34,,Female
2.721609833,2.699016166,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,35-44,,Female
15.34855677,3.928146206,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,35-44,,Female
1.285004487,1.285691831,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,45-54,,Female
5.741014977,1.466462701,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,45-54,,Female
0,0,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,55-64,,Female
5.589389998,1.751260835,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,55-64,,Female
3.811517189,2.321296314,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,65-74,,Female
5.622556871,1.562529914,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,65-74,,Female
4.117808369,2.086794754,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,75+,,Female
5.369347539,1.817167799,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,75+,,Female
11.04293149,7.753094549,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,16-24,,Male
16.13007122,4.415390511,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,16-24,,Male
1.837565142,0.906589966,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,16+,,Male
7.432902207,1.005826436,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,16+,,Male
5.009112285,3.728628824,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,25-34,,Male
8.76796279,2.421580429,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,25-34,,Male
0,0,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,35-44,,Male
4.294816233,2.062691002,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,35-44,,Male
0.834776792,0.834523354,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,45-54,,Male
8.035619067,2.269787985,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,45-54,,Male
0,0,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,55-64,,Male
5.462152431,1.969237281,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,55-64,,Male
0,0,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,65-74,,Male
4.894871452,1.865471703,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Theft from the person,,75+,,Male
0.509035239,0.509034964,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Theft from the person,,75+,,Male
44.0368976,13.67991931,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,16-24,,All adults
46.01115553,5.567612293,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,16-24,,All adults
14.04294614,1.863411468,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,16+,,All adults
23.49631768,1.240246145,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,16+,,All adults
15.4810452,4.688006508,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,25-34,,All adults
28.19323381,2.789909995,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,25-34,,All adults
16.01953115,4.522945134,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,35-44,,All adults
23.8974972,2.95918023,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,35-44,,All adults
12.93244912,3.414788161,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,45-54,,All adults
18.92142695,2.469760825,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,45-54,,All adults
9.699476213,3.375997279,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,55-64,,All adults
16.32715704,2.436136517,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,55-64,,All adults
5.545374054,1.877531709,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,65-74,,All adults
13.35567727,2.101267217,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,65-74,,All adults
6.269340244,2.329726463,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,75+,,All adults
10.31855641,2.023668513,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,75+,,All adults
57.94432469,22.38962981,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,16-24,,Female
47.08611679,7.640227566,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,16-24,,Female
17.38341281,2.91250094,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,16+,,Female
23.40583838,1.651565959,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,16+,,Female
20.90628539,7.581549925,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,25-34,,Female
26.4234233,3.578881005,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,25-34,,Female
19.9189524,7.029871661,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,35-44,,Female
32.95805626,4.987695281,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,35-44,,Female
15.81733787,5.439331797,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,45-54,,Female
15.38590503,2.812813669,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,45-54,,Female
7.358113772,3.357946642,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,55-64,,Female
13.22040307,2.817311528,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,55-64,,Female
8.709740807,3.243795849,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,65-74,,Female
10.8558487,2.293809039,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,65-74,,Female
8.983983332,3.528793082,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,75+,,Female
12.70706683,2.933684442,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,75+,,Female
29.94094724,15.65797022,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,16-24,,Male
44.99096448,8.041127346,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,16-24,,Male
10.4274075,2.286280092,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,16+,,Male
23.58994745,1.834738456,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,16+,,Male
9.890282135,5.443216445,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,25-34,,Male
29.96240282,4.358829917,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,25-34,,Male
11.46597664,5.5362667,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,35-44,,Male
14.90117059,3.229791674,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,35-44,,Male
9.936935987,4.032150112,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,45-54,,Male
22.55832132,4.161465621,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,45-54,,Male
12.28628193,6.06311764,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,55-64,,Male
19.48490029,4.0324896,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,55-64,,Male
2.379742389,1.886180579,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,65-74,,Male
