V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of visits to a nightclub last month_codelist,Number of visits to a nightclub last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
32.60441031,27.34311082,70,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,16-24,,Female
19.60076202,8.292240339,965,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,16-24,,Female
7.982614424,4.134436228,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,16+,,Female
31.66349454,23.25324395,109,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,16+,,Female
5.321393745,1.154482246,17920,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,16+,,Female
18.48576651,11.98609158,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,25-34,,Female
46.72490683,45.83762161,22,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,25-34,,Female
5.802349948,1.612635652,2677,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,25-34,,Female
0,0,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,35-44,,Female
1.130631647,0.621991799,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,35-44,,Female
10.34572751,10.33691051,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,45-54,,Female
10.35991067,4.148425723,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,55-64,,Female
2.722821028,1.498155246,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,65-74,,Female
0.24454071,0.24454375,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,75+,,Female
0,0,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,75+,,Female
24.57286647,15.29721722,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,16-24,,Male
107.6566535,65.04773212,97,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,16-24,,Male
10.88126075,3.683196983,848,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,16-24,,Male
12.89741929,6.807050543,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,16+,,Male
75.97825387,45.95049455,180,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,16+,,Male
5.36510736,0.988905864,15329,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,16+,,Male
1.791476094,1.791841074,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,25-34,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,25-34,,Male
9.193515985,4.557853258,1878,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,25-34,,Male
2.132885215,2.136119788,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,35-44,,Male
8.229026793,2.577445968,2516,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,35-44,,Male
23.42180899,23.05845255,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,45-54,,Male
6.108192025,1.723078014,2843,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,55-64,,Male
0.866879423,0.436211717,2671,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,65-74,,Male
0.583955403,0.426260239,2682,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Wounding,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Wounding,,75+,,Male
0.376115462,0.376113455,1891,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Wounding,,75+,,Male
0.832393741,0.457353266,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.482809894,0.482630913,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
1.785737674,0.353572761,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.455396065,0.213789549,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.525549723,0.397302599,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.607271619,0.053601301,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.197359496,0.148476543,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
1.040961085,1.040823666,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.718414946,0.138949817,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.105545124,0.105467722,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.490523224,0.092737907,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0,0,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.695172364,0.114434896,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.446659489,0.089144648,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.208640299,0.060297774,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0.090777253,0.047735017,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,75+,,All adults
0.762679572,0.758473825,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,16-24,,Female
0,0,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,16-24,,Female
1.521044674,0.428191827,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,16-24,,Female
0.486145961,0.37532878,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,16+,,Female
0,0,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.543414104,0.067681983,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.30286658,0.302639941,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.639613283,0.167264804,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.234868028,0.235493095,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.413071524,0.109225111,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0.725920833,0.17443613,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0.553045702,0.14476132,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0.035493044,0.026830687,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,75+,,Female
0.06899937,0.049997428,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,75+,,Female
0.899761649,0.521443489,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.836876336,0.836378251,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,16-24,,Male
2.04636913,0.498133525,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.428411796,0.22920149,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.851205284,0.643540671,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.675322367,0.077766716,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.113185787,0.113301595,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,25-34,,Male
1.360262706,1.36148119,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0.80193946,0.224977943,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0,0,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,35-44,,Male
0.570292279,0.147402776,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,45-54,,Male
0.663341116,0.149781278,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,55-64,,Male
0.335772968,0.102869743,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,65-74,,Male
0.395376026,0.12191968,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Acquaintance violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Acquaintance violence,,75+,,Male
0.119363909,0.088682167,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Acquaintance violence,,75+,,Male
13.48281592,1.532687407,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,16-24,,All adults
17.39911552,3.227161307,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,16-24,,All adults
12.52045784,0.875122205,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,16-24,,All adults
13.53080416,0.945484684,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,16+,,All adults
14.51878306,2.496498164,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,16+,,All adults
9.1334891,0.193557174,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,16+,,All adults
12.98850975,1.512973803,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,25-34,,All adults
5.639835592,2.503658203,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,25-34,,All adults
11.19858513,0.547381497,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,25-34,,All adults
14.0518095,2.354234835,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,35-44,,All adults
6.964882312,5.251061406,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,35-44,,All adults
11.37115966,0.478991315,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,35-44,,All adults
20.71778581,3.906729658,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,45-54,,All adults
10.11755728,0.423445759,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,45-54,,All adults
7.944887072,3.312392113,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,55-64,,All adults
7.726243824,7.490221677,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,55-64,,All adults
8.214678351,0.434526558,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,65-74,,All adults
5.243790587,0.332349753,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,75+,,All adults
3.796137911,0.319505811,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,75+,,All adults
15.74829032,2.29505581,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,16-24,,Female
19.6967415,5.147730216,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,16-24,,Female
12.74663656,1.21038684,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,16-24,,Female
14.49751692,1.384556025,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,16+,,Female
18.89531788,4.425264927,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,16+,,Female
9.271721176,0.259366332,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,16+,,Female
13.88523056,2.136770056,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,25-34,,Female
11.83008836,7.317912611,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,25-34,,Female
11.15362907,0.69038843,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,25-34,,Female
16.0444031,3.629003588,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,35-44,,Female
12.44624973,0.683234044,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,35-44,,Female
11.53073406,4.278053995,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,45-54,,Female
11.04057153,0.625664764,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,45-54,,Female
2.505133817,2.499232025,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,55-64,,Female
7.896624727,0.623936918,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,65-74,,Female
4.583806938,0.418087043,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,75+,,Female
3.758807372,0.409207364,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,75+,,Female
11.29358705,2.052344993,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,16-24,,Male
15.71416194,4.073803188,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,16-24,,Male
12.29774968,1.248021391,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,16-24,,Male
12.6824749,1.292266408,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,16+,,Male
11.80687429,2.932585111,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,16+,,Male
8.986179948,0.280859983,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,16+,,Male
12.27310455,2.156454456,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,25-34,,Male
3.741054007,2.279275163,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,25-34,,Male
11.24623555,0.836894287,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,25-34,,Male
12.42558143,3.073098937,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,35-44,,Male
10.2639029,0.669865101,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,35-44,,Male
29.03060666,6.104418472,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,45-54,,Male
9.162039925,0.590000106,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,45-54,,Male
11.75711193,5.296957308,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,55-64,,Male
8.546186156,0.613111423,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,65-74,,Male
5.955569277,0.516601787,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All theft,,75+,,Male
3.845139702,0.484313834,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All theft,,75+,,Male
1.129549528,0.434869024,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,16-24,,All adults
1.860184686,1.325139901,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,16-24,,All adults
1.028526667,0.248115419,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,16-24,,All adults
0.636661248,0.208501927,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,16+,,All adults
1.716788118,1.024002711,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,16+,,All adults
0.362208161,0.03719829,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,16+,,All adults
0.237192183,0.147382214,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,25-34,,All adults
2.017440218,1.427489828,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,25-34,,All adults
0.489514201,0.109182743,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,25-34,,All adults
0.381124079,0.380474997,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,35-44,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,35-44,,All adults
0.314855364,0.068794366,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,35-44,,All adults
0,0,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,45-54,,All adults
0.439005475,0.084086022,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,55-64,,All adults
0.216032346,0.066858614,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,65-74,,All adults
0.118234799,0.044171503,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,75+,,All adults
0,0,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,75+,,All adults
0.680959836,0.488934208,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,16-24,,Female
1.775055886,1.760799102,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,16-24,,Female
0.568259216,0.229621001,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,16-24,,Female
0.448614765,0.254499914,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,16+,,Female
1.877085965,1.522837491,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,16+,,Female
0.287795978,0.042103879,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,16+,,Female
0.080410664,0.080509522,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,25-34,,Female
4.159916713,4.102752645,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,25-34,,Female
0.356226788,0.103496514,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,25-34,,Female
0.848109868,0.844360937,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,35-44,,Female
0.329197723,0.1016329,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,35-44,,Female
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,45-54,,Female
0.35900214,0.107335075,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,45-54,,Female
