V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Total_codelist,Total,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
7.563438887,2.027698779,3044,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,25-34,,Female
1.075936905,0.591927549,3128,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,35-44,,Female
10.34492397,4.0580784360000015,3264,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,45-54,,Female
2.696028587,1.483409335,2944,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,55-64,,Female
0.242567514,0.242570687,2884,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,65-74,,Female
0.0,0.0,2356,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,75+,,Female
23.00110243,7.437405762999999,1225,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,16-24,,Male
7.203976291,1.311234585,16437,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,16+,,Male
7.878748014,3.78305305,2265,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,25-34,,Male
7.855612749,2.426610646,2688,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,35-44,,Male
6.523945055,1.7738301580000002,2932,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,45-54,,Male
0.8521905129999999,0.42884027,2720,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,55-64,,Male
0.577763508,0.421743234,2708,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,65-74,,Male
0.374372159,0.374370487,1899,Quarter,2017 Q1,K04000001,,,Total,,Incidence rate,,Wounding,,75+,,Male
1.4557410919999998,0.276982005,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,16-24,,All adults
0.595254142,0.052351481,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,16+,,All adults
0.651738224,0.120577851,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,25-34,,All adults
0.469377572,0.08785848,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,35-44,,All adults
0.677460842,0.11155237,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,45-54,,All adults
0.440704859,0.087963279,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,55-64,,All adults
0.206702041,0.059731797,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,65-74,,All adults
0.090484554,0.047581215,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,75+,,All adults
1.234759489,0.34709347100000004,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,16-24,,Female
0.533689445,0.06698213,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,16+,,Female
0.595593728,0.150756013,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,25-34,,Female
0.4040125120000001,0.104505021,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,35-44,,Female
0.7089783609999999,0.170385387,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,45-54,,Female
0.5476037570000001,0.14332724300000002,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,55-64,,Female
0.035206651,0.026614221,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,65-74,,Female
0.068851227,0.049890125,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,75+,,Female
1.667297006,0.382816767,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,16-24,,Male
0.659474561,0.075216445,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,16+,,Male
0.708052137,0.189298439,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,25-34,,Male
0.5358478489999999,0.138558002,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,35-44,,Male
0.644978539,0.145656936,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,45-54,,Male
0.330083435,0.101140563,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,55-64,,Male
0.391183708,0.120601164,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,65-74,,Male
0.118810655,0.0882717,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Acquaintance violence,,75+,,Male
13.14357947,0.757934978,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,16-24,,All adults
9.50714952,0.193298777,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,16+,,All adults
11.35284346,0.5097417160000001,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,25-34,,All adults
11.49919324,0.470563622,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,35-44,,All adults
10.35495364,0.423738352,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,45-54,,All adults
8.209486133,0.431224381,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,55-64,,All adults
5.195076022,0.329505261,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,65-74,,All adults
3.783897764,0.318442482,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,75+,,All adults
13.94269628,1.071818963,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,16-24,,Female
9.699635388999999,0.263183669,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,16+,,Female
11.48306419,0.656683539,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,25-34,,Female
12.615459800000002,0.672327135,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,35-44,,Female
11.05516558,0.616923416,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,45-54,,Female
7.887508838,0.621292031,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,55-64,,Female
4.546820242,0.414928123,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,65-74,,Female
3.750737135,0.4084308920000001,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,75+,,Female
12.37854796,1.05016557,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,16-24,,Male
9.306360368,0.279858457,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,16+,,Male
11.22222979,0.758910607,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,25-34,,Male
10.36405244,0.66069942,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,35-44,,Male
9.633307476,0.597682843,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,45-54,,Male
8.542675598999999,0.605556709,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,55-64,,Male
5.892420175,0.511228586,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,65-74,,Male
3.827317407,0.481709705,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All theft,,75+,,Male
1.120055423,0.224796421,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,16-24,,All adults
0.400299834,0.039544536,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,16+,,All adults
0.474979975,0.096832974,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,25-34,,All adults
0.317635033,0.06801338400000001,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,35-44,,All adults
0.427820544,0.081961248,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,45-54,,All adults
0.213152316,0.065973079,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,55-64,,All adults
0.117136404,0.043754321,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,65-74,,All adults
0.0,0.0,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,75+,,All adults
0.679975694,0.232158226,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,16-24,,Female
0.31488541600000003,0.045045317,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,16+,,Female
0.3466828220000001,0.094566005,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,25-34,,Female
0.35271742,0.104419621,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,35-44,,Female
0.350623287,0.104840285,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,45-54,,Female
0.32302500300000003,0.11686057,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,55-64,,Female
0.06131678700000001,0.040544913,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,65-74,,Female
0.0,0.0,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,75+,,Female
1.5413641130000002,0.366131144,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,16-24,,Male
0.489398784,0.065208691,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,16+,,Male
0.603664269,0.17030915100000002,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,25-34,,Male
0.281959459,0.08776954699999999,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,35-44,,Male
0.5073808910000001,0.126567562,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,45-54,,Male
0.099453547,0.058227601,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,55-64,,Male
0.177182893,0.07968060099999999,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,65-74,,Male
0.0,0.0,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with injury,,75+,,Male
2.906161335,0.358460754,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,16-24,,All adults
1.278587454,0.072758134,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,16+,,All adults
1.57207407,0.185953766,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,25-34,,All adults
1.230408442,0.146443851,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,35-44,,All adults
1.4728465380000002,0.16655804400000002,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,45-54,,All adults
0.711875707,0.117046852,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,55-64,,All adults
0.433601245,0.087248456,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,65-74,,All adults
0.155944496,0.057867701,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,75+,,All adults
1.63213548,0.378455736,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,16-24,,Female
0.941635308,0.08122620400000001,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,16+,,Female
1.191554534,0.201204085,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,25-34,,Female
1.105904513,0.19640241100000005,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,35-44,,Female
1.15646013,0.208962508,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,45-54,,Female
0.788523745,0.17083476600000005,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,55-64,,Female
0.290491021,0.098500202,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,65-74,,Female
0.096717554,0.057135982,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,75+,,Female
4.125845242,0.596234542,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,16-24,,Male
1.630074741,0.119185127,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,16+,,Male
1.953741835,0.313803255,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,25-34,,Male
1.3570175290000002,0.217620699,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,35-44,,Male
1.7989178680000002,0.263178939,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,45-54,,Male
0.632558566,0.149678737,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,55-64,,Male
0.587548314,0.143168145,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,65-74,,Male
0.233494675,0.11063588,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault,,75+,,Male
1.922148954,0.293109386,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
0.925459841,0.062447421,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,16+,,All adults
1.167127063,0.16015497,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
0.936012763,0.131802892,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
1.085660861,0.149136289,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
0.521898729,0.098327211,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0.34113407700000004,0.080392963,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
0.155944496,0.057867701,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,75+,,All adults
0.952159786,0.300816859,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,16-24,,Female
0.647185345,0.067796324,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,16+,,Female
0.905657663,0.183461744,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,25-34,,Female
0.753187093,0.16670354699999998,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,35-44,,Female
0.848094392,0.186601525,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,45-54,,Female
0.48606351,0.126795341,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,55-64,,Female
0.229174235,0.089828104,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,65-74,,Female
0.096717554,0.057135982,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,75+,,Female
2.850764471,0.499655966,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,16-24,,Male
1.215738295,0.103262957,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,16+,,Male
1.429385456,0.264879107,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,25-34,,Male
1.121929718,0.202707109,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,35-44,,Male
1.330499489,0.23497825100000005,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,45-54,,Male
0.5589818329999999,0.140377328,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0.46157194,0.131427015,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,65-74,,Male
0.233494675,0.11063588,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Common assault with no injury,,75+,,Male
0.61005233,0.158789352,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.289029115,0.031328602000000004,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,16+,,All adults
0.420439636,0.075043552,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,25-34,,All adults
0.237804259,0.058921685,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,35-44,,All adults
0.408284317,0.089410346,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,45-54,,All adults
0.09664218,0.03831597,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,55-64,,All adults
0.105933292,0.04590282,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,65-74,,All adults
0.0,0.0,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,75+,,All adults
0.763999291,0.237761223,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,16-24,,Female
0.383119305,0.048935004,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,16+,,Female
0.6321158410000001,0.125715968,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,25-34,,Female
0.304208597,0.0970013,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,35-44,,Female
0.505400349,0.141775101,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,45-54,,Female
0.167138329,0.071763514,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,55-64,,Female
0.164224608,0.07887077299999999,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,65-74,,Female
0.0,0.0,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,75+,,Female
0.46267178,0.211177375,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,16-24,,Male
0.190880147,0.039701521,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,16+,,Male
0.208124692,0.083450306,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,25-34,,Male
0.170277133,0.06681018400000001,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,35-44,,Male
0.30819546,0.105531901,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,45-54,,Male
0.023691155,0.023684955,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,55-64,,Male
0.043227938,0.043251928,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,65-74,,Male
0.0,0.0,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Domestic violence,,75+,,Male
0.7356530240000001,0.163345918,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,16-24,,All adults
0.304371895,0.034588786,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,16+,,All adults
0.333388356,0.081942639,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,25-34,,All adults
0.30019575,0.07636707400000001,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,35-44,,All adults
0.362728656,0.092561177,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,45-54,,All adults
0.13428088300000002,0.044351353,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,55-64,,All adults
0.096792316,0.047675123,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,65-74,,All adults
0.07523178900000001,0.034920264,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,75+,,All adults
0.577859508,0.204451099,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,16-24,,Female
0.253767471,0.041899242,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,16+,,Female
0.305405303,0.102596763,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,25-34,,Female
0.335724762,0.113446709,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,35-44,,Female
0.227533435,0.101862256,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,45-54,,Female
0.136947785,0.062610975,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,55-64,,Female
0.061771331,0.036532488,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,65-74,,Female
0.088244049,0.051742807,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,75+,,Female
0.886716058,0.25220459100000003,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,16-24,,Male
0.357159248,0.055403067,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,16+,,Male
0.361455848,0.128342324,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,25-34,,Male
0.264066001,0.101942468,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,35-44,,Male
0.5020623470000001,0.15598382,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,45-54,,Male
0.131521112,0.06280209,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,55-64,,Male
0.134465222,0.090726649,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,65-74,,Male
0.058193883,0.043601135,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Mugging,,75+,,Male
2.420973929,0.3394858570000001,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,16-24,,All adults
1.24693208,0.07289736200000001,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,16+,,All adults
1.611075773,0.19620354,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,25-34,,All adults
1.32008579,0.162781667,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,35-44,,All adults
1.04791747,0.13763135,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,45-54,,All adults
0.88796983,0.13150357599999998,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,55-64,,All adults
0.608894919,0.108425361,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,65-74,,All adults
0.570226318,0.124949683,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,75+,,All adults
2.489423595,0.485146325,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,16-24,,Female
1.207392739,0.099367953,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,16+,,Female
1.355238673,0.232512967,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,25-34,,Female
1.675668304,0.26655041100000004,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,35-44,,Female
1.042352161,0.19768927100000006,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,45-54,,Female
0.646485758,0.147183783,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,55-64,,Female
0.48838223,0.128322516,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,65-74,,Female
0.612609402,0.171483272,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,75+,,Female
2.355443897,0.488350031,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,16-24,,Male
1.288177033,0.106698978,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,16+,,Male
1.86768487,0.31907992,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,25-34,,Male
0.958490954,0.191230865,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,35-44,,Male
1.053653138,0.197412338,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,45-54,,Male
1.137863069,0.220863735,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,55-64,,Male
0.738533283,0.17804830100000002,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,65-74,,Male
0.514731037,0.181236828,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Other personal theft,,75+,,Male
0.6211278889999999,0.152343566,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,16-24,,All adults
0.228552021,0.030491217,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,16+,,All adults
0.189259095,0.060525995,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,25-34,,All adults
0.191111938,0.06080828,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,35-44,,All adults
0.309230272,0.085996647,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,45-54,,All adults
0.082014542,0.031473657,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,55-64,,All adults
0.096792316,0.047675123,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,65-74,,All adults
0.056388708,0.029388758,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,75+,,All adults
0.473651128,0.187155333,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,16-24,,Female
0.159423383,0.033620418,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,16+,,Female
0.132510546,0.054331015,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,25-34,,Female
0.1294248,0.067596842,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,35-44,,Female
0.183404958,0.096896389,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,45-54,,Female
0.077574983,0.0450406,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Robbery,,55-64,,Female
