V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Age Group_codelist,Age Group,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Provision_codelist,Provision
,x,,Year,2016,K02000001,,,60 - 64,,5% to 6%,,Employer,,All,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,60 - 64,,6% to 7%,,Employer,,All,,Group self-invested personal pension
,x,31.0,Year,2016,K02000001,,,60 - 64,,7% and over,,Employer,,All,,Group self-invested personal pension
13.0,,12.0,Year,2016,K02000001,,,65 and over,,Zero,,Employer,,All,,Total
20.0,,8.8,Year,2016,K02000001,,,65 and over,,Under 2%,,Employer,,All,,Total
6.0,,16.0,Year,2016,K02000001,,,65 and over,,2% to 3%,,Employer,,All,,Total
10.0,,13.0,Year,2016,K02000001,,,65 and over,,3% to 4%,,Employer,,All,,Total
9.0,,13.0,Year,2016,K02000001,,,65 and over,,4% to 5%,,Employer,,All,,Total
34.0,,6.7,Year,2016,K02000001,,,65 and over,,5% to 6%,,Employer,,All,,Total
11.0,,13.0,Year,2016,K02000001,,,65 and over,,6% to 7%,,Employer,,All,,Total
38.0,,7.2,Year,2016,K02000001,,,65 and over,,7% and over,,Employer,,All,,Total
3.0,,20.0,Year,2016,K02000001,,,65 and over,,Zero,,Employer,,All,,Defined benefit
,x,27.0,Year,2016,K02000001,,,65 and over,,Under 2%,,Employer,,All,,Defined benefit
,x,78.0,Year,2016,K02000001,,,65 and over,,2% to 3%,,Employer,,All,,Defined benefit
,x,25.0,Year,2016,K02000001,,,65 and over,,3% to 4%,,Employer,,All,,Defined benefit
,x,23.0,Year,2016,K02000001,,,65 and over,,4% to 5%,,Employer,,All,,Defined benefit
27.0,,7.4,Year,2016,K02000001,,,65 and over,,5% to 6%,,Employer,,All,,Defined benefit
7.0,,15.0,Year,2016,K02000001,,,65 and over,,6% to 7%,,Employer,,All,,Defined benefit
25.0,,9.0,Year,2016,K02000001,,,65 and over,,7% and over,,Employer,,All,,Defined benefit
,x,26.0,Year,2016,K02000001,,,65 and over,,Zero,,Employer,,All,,Defined contribution
11.0,,12.0,Year,2016,K02000001,,,65 and over,,Under 2%,,Employer,,All,,Defined contribution
,x,24.0,Year,2016,K02000001,,,65 and over,,2% to 3%,,Employer,,All,,Defined contribution
,x,23.0,Year,2016,K02000001,,,65 and over,,3% to 4%,,Employer,,All,,Defined contribution
,x,27.0,Year,2016,K02000001,,,65 and over,,4% to 5%,,Employer,,All,,Defined contribution
,x,23.0,Year,2016,K02000001,,,65 and over,,5% to 6%,,Employer,,All,,Defined contribution
,x,42.0,Year,2016,K02000001,,,65 and over,,6% to 7%,,Employer,,All,,Defined contribution
,x,21.0,Year,2016,K02000001,,,65 and over,,7% and over,,Employer,,All,,Defined contribution
,x,24.0,Year,2016,K02000001,,,65 and over,,Zero,,Employer,,All,,Group personal pension
4.0,,19.0,Year,2016,K02000001,,,65 and over,,Under 2%,,Employer,,All,,Group personal pension
,x,29.0,Year,2016,K02000001,,,65 and over,,2% to 3%,,Employer,,All,,Group personal pension
,x,32.0,Year,2016,K02000001,,,65 and over,,3% to 4%,,Employer,,All,,Group personal pension
,x,25.0,Year,2016,K02000001,,,65 and over,,4% to 5%,,Employer,,All,,Group personal pension
,x,28.0,Year,2016,K02000001,,,65 and over,,5% to 6%,,Employer,,All,,Group personal pension
,x,33.0,Year,2016,K02000001,,,65 and over,,6% to 7%,,Employer,,All,,Group personal pension
6.0,,17.0,Year,2016,K02000001,,,65 and over,,7% and over,,Employer,,All,,Group personal pension
,x,31.0,Year,2016,K02000001,,,65 and over,,Zero,,Employer,,All,,Group stakeholder pension
,x,29.0,Year,2016,K02000001,,,65 and over,,Under 2%,,Employer,,All,,Group stakeholder pension
,x,41.0,Year,2016,K02000001,,,65 and over,,2% to 3%,,Employer,,All,,Group stakeholder pension
,x,34.0,Year,2016,K02000001,,,65 and over,,3% to 4%,,Employer,,All,,Group stakeholder pension
,x,42.0,Year,2016,K02000001,,,65 and over,,4% to 5%,,Employer,,All,,Group stakeholder pension
,x,39.0,Year,2016,K02000001,,,65 and over,,5% to 6%,,Employer,,All,,Group stakeholder pension
,x,48.0,Year,2016,K02000001,,,65 and over,,6% to 7%,,Employer,,All,,Group stakeholder pension
,x,36.0,Year,2016,K02000001,,,65 and over,,7% and over,,Employer,,All,,Group stakeholder pension
,x,,Year,2016,K02000001,,,65 and over,,Zero,,Employer,,All,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,65 and over,,Under 2%,,Employer,,All,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,2% to 3%,,Employer,,All,,Group self-invested personal pension
,x,76.0,Year,2016,K02000001,,,65 and over,,3% to 4%,,Employer,,All,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,4% to 5%,,Employer,,All,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,5% to 6%,,Employer,,All,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,65 and over,,6% to 7%,,Employer,,All,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,65 and over,,7% and over,,Employer,,All,,Group self-invested personal pension
